release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_mean,historical_dh_seconds_median,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,current_dh_seconds_min,current_dh_seconds_mean,current_dh_seconds_median,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,v5_seconds_min,v5_seconds_mean,v5_seconds_median,v5_seconds_p95,v5_seconds_p99,v5_seconds_max,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,current_source_wait_seconds_min,current_source_wait_seconds_mean,current_source_wait_seconds_median,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max,source_wait_delta_min,source_wait_delta_mean,source_wait_delta_median,source_wait_delta_p95,source_wait_delta_p99,source_wait_delta_max,after_admission_delta_min,after_admission_delta_mean,after_admission_delta_median,after_admission_delta_p95,after_admission_delta_p99,after_admission_delta_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
67,237,60.300000000,169.581856540,217.700000000,281.720000000,296.460000000,424.200000000,59.600000000,148.616877637,211.600000000,241.760000000,254.424000000,257.000000000,60.800000000,167.891983122,208.000000000,287.360000000,308.408000000,319.600000000,-177.800000000,-1.689873418,-0.900000000,51.780000000,71.520000000,79.400000000,-14.200000000,19.275105485,12.000000000,59.680000000,77.896000000,88.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-14.200000000,19.275105485,12.000000000,59.680000000,77.896000000,88.800000000,9,-400.500000000,4568.200000000,2402.600000000
68,284,60.200000000,176.718309859,192.650000000,272.410000000,296.730000000,324.700000000,59.600000000,161.086619718,187.900000000,239.570000000,246.834000000,258.400000000,90.600000000,190.553521127,196.300000000,285.170000000,298.038000000,313.400000000,-109.500000000,13.835211268,14.900000000,52.210000000,66.219000000,83.700000000,-1.200000000,29.466901408,34.000000000,60.540000000,64.268000000,65.200000000,2.000000000,2.064084507,2.000000000,2.000000000,4.034000000,4.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.064084507,0.000000000,0.000000000,2.034000000,2.400000000,-1.200000000,29.402816901,34.000000000,60.540000000,64.268000000,65.200000000,47,3929.200000000,8368.600000000,5293.400000000
69,367,61.400000000,189.358310627,206.500000000,292.830000000,331.674000000,355.600000000,60.800000000,167.895912807,198.800000000,250.140000000,257.868000000,259.800000000,95.000000000,197.332425068,200.800000000,314.340000000,337.476000000,341.000000000,-137.800000000,7.974114441,-0.300000000,72.170000000,88.904000000,98.600000000,-20.200000000,29.436512262,4.600000000,78.340000000,82.736000000,90.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-20.200000000,29.436512262,4.600000000,78.340000000,82.736000000,90.600000000,92,2926.500000000,10803.200000000,6848.200000000
70,262,60.200000000,166.591984733,140.950000000,287.725000000,302.195000000,344.700000000,59.600000000,148.177099237,97.200000000,251.150000000,265.512000000,270.800000000,166.600000000,241.173282443,215.700000000,378.940000000,402.316000000,408.800000000,-80.000000000,74.581297710,94.250000000,138.990000000,150.873000000,161.800000000,-1.000000000,92.996183206,113.500000000,150.760000000,154.346000000,164.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,92.996183206,113.500000000,150.760000000,154.346000000,164.200000000,202,19540.300000000,24365.000000000,20617.400000000
71,400,61.400000000,176.212250000,160.250000000,299.430000000,336.832000000,346.200000000,59.800000000,153.862000000,157.800000000,254.030000000,281.000000000,291.400000000,157.400000000,241.191500000,220.400000000,404.840000000,461.002000000,471.400000000,-128.600000000,64.979250000,64.000000000,158.455000000,175.404000000,228.100000000,-13.400000000,87.329500000,130.400000000,179.230000000,186.804000000,198.600000000,2.000000000,2.056000000,2.000000000,2.000000000,3.208000000,5.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.056000000,0.000000000,0.000000000,1.208000000,3.400000000,-13.400000000,87.273500000,130.400000000,179.230000000,186.804000000,198.600000000,270,25991.700000000,34931.800000000,28618.300000000
72,287,60.200000000,175.745296167,160.300000000,297.030000000,319.428000000,345.100000000,66.600000000,163.064808362,158.200000000,276.740000000,283.856000000,287.800000000,157.400000000,304.122648084,302.400000000,481.620000000,499.340000000,504.200000000,-128.100000000,128.377351916,189.600000000,243.280000000,256.700000000,267.900000000,-32.000000000,141.057839721,202.400000000,254.340000000,258.684000000,259.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-32.000000000,141.057839721,202.400000000,254.340000000,258.684000000,259.800000000,181,36844.300000000,40483.600000000,38115.900000000
73,440,60.300000000,190.122727273,201.500000000,306.425000000,346.510000000,362.600000000,59.600000000,166.125454545,198.800000000,251.440000000,267.210000000,276.600000000,157.400000000,277.362727273,222.000000000,497.070000000,530.210000000,544.400000000,-156.400000000,87.240000000,0.900000000,257.830000000,289.001000000,300.800000000,-30.000000000,111.237272727,2.700000000,268.860000000,277.044000000,279.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-30.000000000,111.237272727,2.700000000,268.860000000,277.044000000,279.800000000,196,38385.600000000,48944.400000000,43075.600000000
74,393,60.200000000,184.037404580,201.800000000,291.960000000,317.716000000,358.200000000,59.800000000,165.835623410,198.600000000,252.840000000,268.416000000,276.000000000,157.400000000,310.284987277,223.200000000,551.080000000,571.696000000,587.800000000,-143.700000000,126.247582697,0.300000000,315.000000000,332.256000000,345.600000000,-34.200000000,144.449363868,2.200000000,326.720000000,332.800000000,334.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-34.200000000,144.449363868,2.200000000,326.720000000,332.800000000,334.000000000,186,49615.300000000,56768.600000000,53342.100000000
75,427,61.400000000,184.870960187,201.200000000,302.650000000,346.436000000,383.900000000,59.800000000,158.472131148,198.400000000,234.340000000,264.992000000,271.000000000,157.400000000,313.566744731,222.000000000,575.180000000,623.012000000,637.600000000,-136.500000000,128.695784543,0.700000000,346.250000000,372.854000000,383.200000000,-22.800000000,155.094613583,2.600000000,362.740000000,367.296000000,382.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-22.800000000,155.094613583,2.600000000,362.740000000,367.296000000,382.000000000,194,54953.100000000,66225.400000000,59881.000000000
76,410,60.200000000,204.859024390,213.850000000,301.250000000,325.292000000,373.600000000,60.400000000,180.409268293,206.200000000,251.930000000,263.528000000,270.400000000,157.400000000,345.639024390,219.400000000,639.110000000,647.674000000,654.400000000,-127.000000000,140.780000000,-0.400000000,399.285000000,408.310000000,413.700000000,-24.800000000,165.229756098,1.600000000,407.620000000,412.382000000,417.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-24.800000000,165.229756098,1.600000000,407.620000000,412.382000000,417.400000000,172,57719.800000000,67744.200000000,63375.600000000
77,445,61.400000000,188.203595506,206.600000000,290.160000000,351.900000000,436.900000000,59.800000000,166.428764045,206.200000000,243.360000000,251.936000000,260.400000000,198.400000000,370.107415730,222.800000000,687.640000000,711.760000000,722.200000000,-209.500000000,181.903820225,2.500000000,438.860000000,459.780000000,482.900000000,-20.000000000,203.678651685,3.400000000,457.160000000,468.112000000,491.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-20.000000000,203.678651685,3.400000000,457.160000000,468.112000000,491.800000000,210,80947.200000000,90637.000000000,84372.700000000
78,279,60.200000000,182.345878136,222.800000000,276.440000000,305.034000000,353.500000000,60.400000000,165.007885305,217.000000000,244.480000000,254.888000000,261.800000000,215.200000000,484.642293907,563.800000000,743.240000000,752.020000000,757.600000000,-93.500000000,302.296415771,460.200000000,504.900000000,513.466000000,514.300000000,-14.000000000,319.634408602,484.000000000,512.240000000,517.288000000,520.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-14.000000000,319.634408602,484.000000000,512.240000000,517.288000000,520.000000000,180,84340.700000000,89178.000000000,86033.100000000
79,392,60.200000000,190.351530612,203.000000000,303.745000000,327.032000000,346.700000000,59.600000000,162.627040816,198.400000000,236.690000000,244.054000000,249.400000000,157.400000000,355.543877551,219.600000000,708.450000000,726.818000000,748.000000000,-120.800000000,165.192346939,7.550000000,475.360000000,502.851000000,512.600000000,-1.600000000,192.916836735,11.800000000,485.380000000,511.434000000,515.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.600000000,192.916836735,11.800000000,485.380000000,511.434000000,515.600000000,161,64755.400000000,75623.400000000,70543.700000000
80,407,60.200000000,192.236363636,206.600000000,301.980000000,323.688000000,423.100000000,59.600000000,167.165110565,199.000000000,245.800000000,254.528000000,258.000000000,157.400000000,394.436363636,222.800000000,759.840000000,769.588000000,775.600000000,-121.700000000,202.200000000,1.900000000,514.780000000,525.376000000,530.200000000,-4.400000000,227.271253071,4.400000000,527.200000000,531.176000000,533.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.400000000,227.271253071,4.400000000,527.200000000,531.176000000,533.400000000,180,82295.400000000,92499.400000000,87183.100000000
81,379,61.400000000,214.472559367,226.500000000,301.620000000,343.452000000,378.900000000,59.600000000,186.216358839,206.200000000,235.200000000,239.220000000,244.000000000,157.400000000,372.954089710,219.000000000,708.480000000,715.088000000,742.800000000,-174.600000000,158.481530343,-0.300000000,474.910000000,493.252000000,506.700000000,-15.200000000,186.737730871,1.400000000,492.400000000,509.932000000,511.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.200000000,186.737730871,1.400000000,492.400000000,509.932000000,511.800000000,149,60064.500000000,70773.600000000,66055.200000000
82,391,61.100000000,214.702046036,234.600000000,306.750000000,332.090000000,391.600000000,59.800000000,182.776470588,207.000000000,236.500000000,239.660000000,243.400000000,157.400000000,396.570332481,222.000000000,735.200000000,743.480000000,747.000000000,-156.600000000,181.868286445,-0.600000000,494.350000000,505.120000000,510.800000000,-15.200000000,213.793861893,1.600000000,507.600000000,519.800000000,534.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.200000000,213.793861893,1.600000000,507.600000000,519.800000000,534.400000000,167,71110.500000000,83593.400000000,78159.300000000
83,379,60.200000000,197.352770449,206.600000000,286.780000000,333.286000000,385.600000000,59.600000000,175.653298153,206.200000000,233.400000000,238.020000000,243.400000000,157.400000000,302.896569921,218.000000000,639.300000000,650.860000000,723.200000000,-163.600000000,105.543799472,2.700000000,432.740000000,474.698000000,490.800000000,-2.600000000,127.243271768,8.000000000,442.100000000,477.964000000,491.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.600000000,127.243271768,8.000000000,442.100000000,477.964000000,491.400000000,138,40001.100000000,48225.200000000,44783.700000000
84,376,61.400000000,199.675265957,222.700000000,289.950000000,318.625000000,343.700000000,59.600000000,174.435638298,206.200000000,233.000000000,238.900000000,241.800000000,157.400000000,298.477127660,220.200000000,578.600000000,601.650000000,622.200000000,-131.300000000,98.801861702,0.750000000,342.500000000,364.650000000,384.800000000,-4.000000000,124.041489362,6.700000000,365.550000000,382.950000000,385.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.000000000,124.041489362,6.700000000,365.550000000,382.950000000,385.600000000,134,37149.500000000,46639.600000000,42370.500000000
85,368,60.200000000,201.880163043,217.700000000,287.000000000,320.256000000,387.200000000,59.600000000,178.844021739,206.200000000,232.400000000,238.398000000,245.600000000,157.400000000,279.955434783,219.700000000,504.640000000,539.972000000,561.600000000,-169.400000000,78.075271739,-0.200000000,281.365000000,310.998000000,327.000000000,-11.000000000,101.111413043,4.800000000,299.050000000,320.842000000,330.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-11.000000000,101.111413043,4.800000000,299.050000000,320.842000000,330.800000000,134,28731.700000000,37209.000000000,33135.700000000
86,361,61.400000000,202.325484765,213.300000000,282.300000000,340.800000000,392.500000000,59.600000000,180.427700831,206.600000000,224.800000000,237.120000000,242.200000000,157.400000000,261.275900277,218.200000000,502.200000000,515.160000000,523.200000000,-188.900000000,58.950415512,-0.400000000,253.700000000,269.060000000,275.400000000,-10.200000000,80.848199446,1.600000000,279.400000000,285.360000000,297.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-10.200000000,80.848199446,1.600000000,279.400000000,285.360000000,297.200000000,116,21281.100000000,29186.200000000,25427.900000000
87,358,61.100000000,214.544972067,225.250000000,300.745000000,327.430000000,354.900000000,59.600000000,187.093854749,206.700000000,223.690000000,235.258000000,241.200000000,129.200000000,212.284916201,211.300000000,303.230000000,329.372000000,380.400000000,-156.300000000,-2.260055866,-0.400000000,69.165000000,123.524000000,161.100000000,-14.800000000,25.191061453,3.300000000,78.790000000,154.496000000,162.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-14.800000000,25.191061453,3.300000000,78.790000000,154.496000000,162.000000000,35,-809.100000000,9018.400000000,5539.300000000
88,320,61.400000000,212.696562500,212.450000000,306.325000000,352.900000000,363.900000000,60.400000000,189.170000000,206.200000000,222.000000000,223.562000000,231.200000000,60.800000000,196.253750000,207.900000000,249.870000000,275.934000000,292.800000000,-142.500000000,-16.442812500,-3.500000000,17.325000000,46.564000000,61.700000000,-1.400000000,7.083750000,1.400000000,45.820000000,65.762000000,69.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.400000000,7.083750000,1.400000000,45.820000000,65.762000000,69.200000000,0,-5261.700000000,2266.800000000,986.900000000
89,348,61.400000000,205.001724138,218.300000000,290.130000000,321.753000000,373.000000000,59.600000000,179.798275862,206.200000000,222.800000000,225.906000000,227.400000000,60.200000000,182.363793103,206.200000000,227.800000000,232.906000000,234.400000000,-174.400000000,-22.637931034,-16.550000000,4.325000000,8.936000000,11.700000000,-6.400000000,2.565517241,1.400000000,9.130000000,11.106000000,13.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.400000000,2.565517241,1.400000000,9.130000000,11.106000000,13.600000000,0,-7878.000000000,892.800000000,187.000000000
90,307,60.300000000,202.751140065,207.100000000,290.850000000,331.386000000,392.700000000,59.600000000,179.562214984,200.600000000,222.540000000,224.400000000,232.000000000,59.600000000,181.554397394,204.000000000,223.200000000,228.364000000,231.200000000,-172.900000000,-21.196742671,-8.700000000,5.870000000,12.264000000,13.700000000,-4.600000000,1.992182410,0.400000000,10.680000000,13.588000000,15.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-4.600000000,1.992182410,0.400000000,10.680000000,13.588000000,15.400000000,0,-6507.400000000,611.600000000,244.000000000
