release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_mean,historical_dh_seconds_median,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,current_dh_seconds_min,current_dh_seconds_mean,current_dh_seconds_median,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,v5_seconds_min,v5_seconds_mean,v5_seconds_median,v5_seconds_p95,v5_seconds_p99,v5_seconds_max,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,current_source_wait_seconds_min,current_source_wait_seconds_mean,current_source_wait_seconds_median,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max,source_wait_delta_min,source_wait_delta_mean,source_wait_delta_median,source_wait_delta_p95,source_wait_delta_p99,source_wait_delta_max,after_admission_delta_min,after_admission_delta_mean,after_admission_delta_median,after_admission_delta_p95,after_admission_delta_p99,after_admission_delta_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
92,256,61.400000000,201.433203125,202.400000000,300.200000000,321.385000000,372.400000000,60.800000000,180.142968750,198.400000000,222.000000000,229.540000000,237.400000000,60.800000000,182.871875000,202.000000000,222.000000000,228.950000000,237.800000000,-170.600000000,-18.561328125,-3.800000000,5.425000000,7.990000000,9.500000000,-15.400000000,2.728906250,2.400000000,7.600000000,9.380000000,10.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.400000000,2.728906250,2.400000000,7.600000000,9.380000000,10.400000000,0,-4751.700000000,698.600000000,242.600000000
93,350,60.200000000,200.341714286,206.600000000,297.615000000,334.600000000,394.200000000,59.600000000,178.536571429,206.200000000,222.800000000,237.404000000,242.600000000,59.600000000,181.337142857,206.200000000,228.910000000,248.824000000,258.600000000,-141.600000000,-19.004571429,-3.050000000,3.700000000,9.604000000,15.600000000,-3.000000000,2.800571429,0.400000000,12.910000000,16.000000000,17.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.000000000,2.800571429,0.400000000,12.910000000,16.000000000,17.600000000,0,-6651.600000000,980.200000000,221.000000000
94,266,61.400000000,171.958270677,160.700000000,272.850000000,311.850000000,369.900000000,59.800000000,158.640601504,159.500000000,222.150000000,232.470000000,238.400000000,60.400000000,168.005263158,176.200000000,225.000000000,233.140000000,239.600000000,-153.100000000,-3.953007519,5.200000000,19.900000000,22.500000000,22.900000000,-1.000000000,9.364661654,9.400000000,21.350000000,23.070000000,23.400000000,2.000000000,2.290977444,2.000000000,4.750000000,6.870000000,7.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.290977444,0.000000000,2.750000000,4.870000000,5.400000000,-1.000000000,9.073684211,9.400000000,20.300000000,21.800000000,22.200000000,79,-1051.500000000,2491.000000000,1903.100000000
95,301,60.200000000,170.185382060,163.500000000,274.200000000,325.500000000,340.100000000,59.600000000,154.084385382,159.400000000,231.400000000,238.800000000,243.600000000,59.600000000,170.106976744,181.000000000,245.000000000,252.800000000,253.800000000,-124.300000000,-0.078405316,14.000000000,22.800000000,24.000000000,25.600000000,-0.600000000,16.022591362,19.200000000,23.800000000,27.000000000,34.600000000,2.000000000,3.623920266,2.000000000,8.000000000,8.800000000,10.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,1.623920266,0.000000000,6.000000000,6.800000000,8.200000000,-0.600000000,14.398671096,17.400000000,23.400000000,27.000000000,34.600000000,63,-23.600000000,4822.800000000,3295.300000000
96,194,60.200000000,160.860824742,161.100000000,214.905000000,277.324000000,326.900000000,59.600000000,155.064948454,158.000000000,199.470000000,222.028000000,231.400000000,59.600000000,179.548453608,190.900000000,242.200000000,243.614000000,245.200000000,-104.900000000,18.687628866,25.600000000,42.600000000,43.628000000,44.600000000,-0.400000000,24.483505155,28.200000000,43.600000000,44.628000000,45.200000000,2.000000000,9.107216495,7.500000000,21.670000000,22.400000000,22.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,7.107216495,5.500000000,19.670000000,20.400000000,20.600000000,-0.400000000,17.376288660,22.800000000,24.000000000,24.428000000,24.800000000,67,3625.400000000,4749.800000000,4324.900000000
97,180,61.400000000,141.525555556,113.250000000,240.840000000,259.842000000,281.600000000,59.600000000,124.486666667,85.000000000,222.000000000,247.042000000,253.400000000,59.600000000,140.890000000,115.300000000,232.600000000,284.946000000,288.800000000,-85.800000000,-0.635555556,0.500000000,46.130000000,50.815000000,53.500000000,-1.600000000,16.403333333,12.900000000,43.010000000,45.368000000,47.200000000,2.000000000,3.280000000,2.000000000,13.640000000,19.368000000,20.800000000,2.000000000,2.422222222,2.000000000,6.020000000,8.884000000,9.600000000,0.000000000,0.857777778,0.000000000,7.620000000,10.484000000,11.200000000,-1.600000000,15.545555556,10.600000000,43.010000000,45.368000000,47.200000000,2,-114.400000000,2952.600000000,1528.700000000
98,184,61.400000000,148.413586957,157.900000000,236.100000000,278.977000000,328.200000000,59.600000000,144.955434783,157.400000000,231.970000000,236.600000000,237.600000000,60.800000000,154.633695652,167.700000000,250.650000000,274.334000000,285.000000000,-96.500000000,6.220108696,6.950000000,17.270000000,37.244000000,46.100000000,-0.000000000,9.678260870,9.200000000,20.400000000,47.068000000,47.800000000,2.000000000,3.376086957,2.000000000,8.800000000,10.834000000,11.200000000,2.000000000,2.089130435,2.000000000,2.400000000,4.234000000,4.800000000,0.000000000,1.286956522,0.000000000,6.400000000,7.268000000,8.000000000,-0.000000000,8.391304348,7.100000000,20.400000000,47.068000000,47.800000000,27,1144.500000000,1780.800000000,1390.500000000
99,214,61.100000000,171.707943925,199.000000000,295.350000000,312.796000000,342.200000000,60.400000000,157.803738318,198.400000000,262.100000000,270.548000000,272.400000000,60.400000000,172.050467290,198.400000000,299.480000000,305.392000000,305.800000000,-124.800000000,0.342523364,-0.400000000,48.935000000,63.048000000,66.400000000,-0.000000000,14.246728972,5.600000000,44.350000000,47.548000000,48.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,14.246728972,5.600000000,44.350000000,47.548000000,48.400000000,6,73.300000000,3048.800000000,1656.600000000
100,62,60.200000000,161.061290323,218.000000000,270.800000000,286.070000000,287.900000000,59.600000000,152.909677419,217.200000000,239.510000000,247.312000000,247.800000000,60.400000000,169.732258065,217.200000000,286.830000000,296.424000000,297.400000000,-56.700000000,8.670967742,-0.600000000,54.750000000,61.482000000,63.800000000,-0.000000000,16.822580645,10.400000000,49.180000000,50.156000000,50.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,16.822580645,10.400000000,49.180000000,50.156000000,50.400000000,0,537.600000000,1043.000000000,795.000000000
101,149,61.400000000,181.526174497,222.700000000,285.720000000,308.008000000,311.900000000,59.600000000,158.702013423,217.000000000,243.960000000,248.016000000,248.800000000,59.600000000,171.864429530,217.400000000,269.960000000,273.608000000,276.000000000,-105.100000000,-9.661744966,-5.200000000,27.260000000,33.120000000,33.800000000,-17.600000000,13.162416107,12.800000000,32.520000000,34.224000000,35.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-17.600000000,13.162416107,12.800000000,32.520000000,34.224000000,35.800000000,0,-1439.600000000,1961.200000000,610.100000000
102,82,60.200000000,161.704878049,217.800000000,260.655000000,270.933000000,271.500000000,59.600000000,149.641463415,214.200000000,236.600000000,237.990000000,238.800000000,60.800000000,165.765853659,217.000000000,266.120000000,269.428000000,270.400000000,-33.700000000,4.060975610,-0.550000000,28.435000000,31.990000000,32.800000000,-0.000000000,16.124390244,15.400000000,32.800000000,35.114000000,35.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,16.124390244,15.400000000,32.800000000,35.114000000,35.600000000,0,333.000000000,1322.200000000,625.500000000
103,204,61.400000000,197.124019608,218.350000000,276.485000000,291.734000000,378.500000000,60.400000000,176.681372549,213.700000000,240.280000000,243.800000000,247.800000000,60.800000000,189.429411765,217.400000000,262.250000000,274.564000000,283.400000000,-160.700000000,-7.694607843,-0.900000000,25.195000000,32.752000000,36.600000000,-6.000000000,12.748039216,8.100000000,35.510000000,39.970000000,41.200000000,2.000000000,2.644117647,2.000000000,9.570000000,10.794000000,11.200000000,2.000000000,2.080392157,2.000000000,2.340000000,4.194000000,4.800000000,0.000000000,0.563725490,0.000000000,5.940000000,7.994000000,8.200000000,-6.000000000,12.184313725,5.300000000,35.510000000,39.970000000,41.200000000,0,-1569.700000000,2600.600000000,970.700000000
104,82,60.200000000,168.330487805,217.800000000,257.815000000,269.716000000,274.900000000,59.600000000,156.019512195,213.000000000,232.000000000,236.790000000,237.600000000,59.600000000,163.602439024,215.700000000,249.970000000,271.828000000,272.800000000,-55.700000000,-4.728048780,-0.700000000,17.285000000,33.458000000,40.100000000,-0.200000000,7.582926829,0.100000000,36.200000000,40.438000000,40.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.200000000,7.582926829,0.100000000,36.200000000,40.438000000,40.600000000,0,-387.700000000,621.800000000,256.400000000
105,308,60.200000000,196.361688312,211.850000000,252.620000000,320.444000000,358.100000000,59.600000000,183.301298701,210.400000000,233.800000000,236.572000000,241.800000000,59.800000000,201.550649351,234.400000000,264.530000000,266.386000000,267.000000000,-141.200000000,5.188961039,5.900000000,55.230000000,56.500000000,56.900000000,-14.200000000,18.249350649,11.800000000,46.800000000,48.172000000,49.800000000,2.000000000,18.850649351,14.800000000,49.530000000,51.386000000,52.000000000,2.000000000,5.636363636,2.000000000,21.460000000,24.372000000,25.200000000,0.000000000,13.214285714,8.200000000,37.460000000,40.372000000,41.200000000,-14.200000000,5.035064935,3.600000000,14.130000000,14.200000000,14.200000000,148,1598.200000000,5620.800000000,4964.200000000
106,126,60.200000000,178.448412698,208.700000000,249.500000000,315.675000000,386.200000000,59.600000000,167.007936508,206.600000000,219.800000000,222.600000000,237.200000000,59.600000000,176.630158730,217.100000000,240.350000000,240.550000000,241.200000000,-149.600000000,-1.818253968,-0.800000000,33.250000000,33.700000000,33.900000000,-0.800000000,9.622222222,0.400000000,33.800000000,34.150000000,34.600000000,2.000000000,7.288888889,2.000000000,21.400000000,22.150000000,22.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,5.288888889,0.000000000,19.400000000,20.150000000,20.800000000,-0.800000000,4.333333333,0.400000000,14.800000000,14.800000000,14.800000000,36,-229.100000000,1212.400000000,1151.200000000
107,201,61.400000000,174.164179104,199.000000000,268.500000000,299.800000000,334.700000000,59.600000000,157.658706468,199.000000000,231.400000000,244.400000000,245.200000000,59.600000000,165.107462687,212.200000000,240.400000000,253.800000000,257.200000000,-119.500000000,-9.056716418,-0.700000000,17.700000000,19.000000000,19.800000000,-16.600000000,7.448756219,6.400000000,17.600000000,19.800000000,20.400000000,2.000000000,3.426865672,2.000000000,10.000000000,11.000000000,11.200000000,2.000000000,2.081592040,2.000000000,2.400000000,4.200000000,4.800000000,0.000000000,1.345273632,0.000000000,7.200000000,8.600000000,8.800000000,-16.600000000,6.103482587,4.600000000,16.200000000,19.800000000,20.400000000,0,-1820.400000000,1497.200000000,870.000000000
108,157,60.200000000,152.043312102,161.300000000,250.260000000,305.300000000,311.700000000,59.600000000,144.785987261,160.200000000,220.520000000,225.176000000,225.400000000,59.600000000,157.076433121,182.000000000,222.000000000,225.688000000,225.800000000,-86.500000000,5.033121019,5.600000000,32.980000000,34.740000000,35.500000000,-1.200000000,12.290445860,6.800000000,35.840000000,36.400000000,36.600000000,2.000000000,6.278980892,2.000000000,14.840000000,15.888000000,16.200000000,2.000000000,2.026751592,2.000000000,2.000000000,2.888000000,3.400000000,0.000000000,4.252229299,0.000000000,12.840000000,13.888000000,14.200000000,-1.200000000,8.038216561,6.000000000,23.880000000,24.600000000,24.600000000,75,790.200000000,1929.600000000,1760.600000000
109,231,60.200000000,161.310822511,163.600000000,251.150000000,309.720000000,315.600000000,59.600000000,146.348917749,160.600000000,219.100000000,236.860000000,242.600000000,60.400000000,154.762770563,172.600000000,223.900000000,246.820000000,261.400000000,-105.700000000,-6.548051948,0.700000000,16.100000000,17.740000000,18.300000000,-2.200000000,8.413852814,8.200000000,17.300000000,19.480000000,20.400000000,2.000000000,3.145454545,2.000000000,9.300000000,10.740000000,11.200000000,2.000000000,2.070995671,2.000000000,2.000000000,4.140000000,4.800000000,0.000000000,1.074458874,0.000000000,6.700000000,7.940000000,8.200000000,-2.200000000,7.339393939,6.800000000,17.300000000,19.480000000,20.400000000,6,-1512.600000000,1943.600000000,1112.300000000
110,125,60.200000000,143.422400000,160.100000000,235.360000000,305.836000000,312.700000000,59.600000000,136.425600000,158.000000000,219.000000000,225.256000000,231.400000000,59.600000000,147.377600000,175.000000000,219.200000000,225.352000000,232.400000000,-110.100000000,3.955200000,7.400000000,25.380000000,26.452000000,26.700000000,-0.600000000,10.952000000,9.600000000,25.800000000,26.152000000,26.400000000,2.000000000,4.590400000,2.200000000,9.560000000,10.152000000,10.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,2.590400000,0.200000000,7.560000000,8.152000000,8.400000000,-0.600000000,8.361600000,9.200000000,19.000000000,19.552000000,19.600000000,57,494.400000000,1369.000000000,1224.200000000
111,198,60.300000000,149.596969697,128.000000000,242.200000000,279.518000000,300.500000000,59.600000000,135.125252525,86.100000000,218.200000000,223.992000000,231.000000000,59.600000000,143.818181818,106.500000000,218.610000000,244.344000000,252.800000000,-77.200000000,-5.778787879,-0.700000000,21.995000000,32.230000000,36.000000000,-1.000000000,8.692929293,1.400000000,27.660000000,29.812000000,30.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,8.692929293,1.400000000,27.660000000,29.812000000,30.600000000,0,-1144.200000000,1721.200000000,585.600000000
112,69,60.200000000,142.605797101,93.800000000,249.260000000,323.784000000,416.400000000,59.600000000,126.063768116,65.000000000,217.600000000,217.600000000,217.600000000,59.600000000,127.811594203,75.400000000,217.720000000,217.992000000,218.400000000,-203.200000000,-14.794202899,-4.000000000,-0.540000000,6.204000000,9.400000000,-1.200000000,1.747826087,0.000000000,9.840000000,20.792000000,21.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.200000000,1.747826087,0.000000000,9.840000000,20.792000000,21.200000000,0,-1020.800000000,120.600000000,15.900000000
113,212,61.100000000,147.550471698,157.900000000,254.380000000,276.767000000,286.800000000,60.000000000,134.062264151,157.400000000,232.190000000,249.134000000,252.000000000,60.400000000,146.408490566,167.400000000,247.070000000,262.868000000,269.200000000,-127.700000000,-1.141981132,0.900000000,21.425000000,32.480000000,34.300000000,-0.600000000,12.346226415,13.000000000,27.400000000,29.356000000,30.200000000,2.000000000,3.818867925,2.000000000,9.600000000,10.778000000,11.200000000,2.000000000,2.077358491,2.000000000,2.180000000,4.178000000,4.800000000,0.000000000,1.741509434,0.000000000,7.290000000,8.000000000,8.200000000,-0.600000000,10.604716981,8.400000000,27.400000000,29.356000000,30.200000000,53,-242.100000000,2617.400000000,1516.800000000
114,106,60.200000000,148.179245283,86.100000000,275.875000000,347.840000000,480.400000000,59.600000000,130.084905660,65.000000000,219.950000000,221.180000000,222.000000000,59.800000000,132.101886792,67.400000000,223.500000000,231.110000000,231.600000000,-248.800000000,-16.077358491,-4.600000000,4.550000000,8.410000000,12.300000000,-0.000000000,2.016981132,0.800000000,8.450000000,13.060000000,13.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,2.016981132,0.800000000,8.450000000,13.060000000,13.600000000,0,-1704.200000000,213.800000000,68.100000000
115,187,61.400000000,169.266310160,202.100000000,268.570000000,289.254000000,322.300000000,60.400000000,149.628877005,204.400000000,234.200000000,240.684000000,243.200000000,60.800000000,161.768983957,208.600000000,250.440000000,270.140000000,274.800000000,-95.200000000,-7.497326203,-1.000000000,20.540000000,27.256000000,27.600000000,-1.000000000,12.140106952,10.000000000,31.340000000,33.856000000,34.600000000,2.000000000,2.620320856,2.000000000,8.400000000,9.028000000,9.200000000,2.000000000,2.049197861,2.000000000,2.000000000,3.428000000,4.000000000,0.000000000,0.571122995,0.000000000,6.200000000,6.628000000,7.000000000,-1.000000000,11.568983957,8.800000000,31.340000000,33.856000000,34.600000000,0,-1402.000000000,2270.200000000,864.900000000
116,103,61.400000000,140.394174757,89.400000000,275.600000000,327.414000000,335.600000000,59.600000000,119.580582524,65.000000000,219.720000000,225.156000000,231.200000000,59.600000000,122.060194175,72.600000000,224.300000000,224.988000000,231.200000000,-114.000000000,-18.333980583,-9.900000000,5.680000000,20.402000000,24.000000000,-1.000000000,2.479611650,0.400000000,15.560000000,24.796000000,25.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,2.479611650,0.400000000,15.560000000,24.796000000,25.000000000,0,-1888.400000000,255.400000000,108.000000000
117,202,61.100000000,150.336138614,128.500000000,271.070000000,297.289000000,334.900000000,59.600000000,130.747524752,79.400000000,225.350000000,240.168000000,248.000000000,60.400000000,146.310891089,114.500000000,246.830000000,269.998000000,281.800000000,-85.200000000,-4.025247525,-0.100000000,25.375000000,34.400000000,41.400000000,-2.200000000,15.563366337,13.400000000,42.590000000,43.798000000,45.400000000,2.000000000,2.686138614,2.000000000,8.560000000,9.598000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.686138614,0.000000000,6.560000000,7.598000000,8.000000000,-2.200000000,14.877227723,10.400000000,42.590000000,43.798000000,45.400000000,29,-813.100000000,3143.800000000,1345.000000000
118,125,61.100000000,134.388800000,157.900000000,241.960000000,268.832000000,350.400000000,59.600000000,122.251200000,157.400000000,218.240000000,221.472000000,232.000000000,59.600000000,130.344000000,157.400000000,218.920000000,226.104000000,234.600000000,-137.200000000,-4.044800000,-0.600000000,27.780000000,35.516000000,39.300000000,-0.000000000,8.092800000,2.000000000,37.200000000,41.392000000,42.800000000,2.000000000,2.326400000,2.000000000,4.560000000,5.352000000,6.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.326400000,0.000000000,2.560000000,3.352000000,4.200000000,-0.000000000,7.766400000,2.000000000,37.200000000,41.392000000,42.800000000,16,-505.600000000,1011.600000000,563.900000000
119,291,61.400000000,175.459106529,170.200000000,288.700000000,323.750000000,354.700000000,59.600000000,151.637800687,165.800000000,226.100000000,240.160000000,251.600000000,59.600000000,167.694158076,184.800000000,247.300000000,272.240000000,285.400000000,-129.500000000,-7.764948454,-0.600000000,23.150000000,27.220000000,45.200000000,-0.600000000,16.056357388,18.200000000,39.000000000,44.280000000,46.800000000,2.000000000,4.800687285,2.000000000,10.800000000,11.800000000,12.000000000,2.000000000,2.056357388,2.000000000,2.000000000,4.020000000,4.800000000,0.000000000,2.744329897,0.000000000,8.700000000,9.800000000,10.000000000,-0.600000000,13.312027491,14.000000000,39.000000000,44.280000000,46.800000000,34,-2259.600000000,4672.400000000,2402.300000000
120,171,60.200000000,156.030409357,160.200000000,245.900000000,301.780000000,326.300000000,59.600000000,143.755555556,157.800000000,220.300000000,224.920000000,242.800000000,59.600000000,149.548538012,158.600000000,221.900000000,225.660000000,290.200000000,-87.300000000,-6.481871345,-0.800000000,14.750000000,32.550000000,40.600000000,-2.800000000,5.792982456,0.400000000,45.400000000,46.720000000,47.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.800000000,5.792982456,0.400000000,45.400000000,46.720000000,47.400000000,0,-1108.400000000,990.600000000,365.200000000
121,213,61.100000000,162.923474178,160.400000000,277.740000000,342.016000000,350.800000000,59.600000000,140.286384977,160.600000000,228.520000000,236.432000000,239.000000000,59.600000000,151.755868545,166.200000000,252.680000000,268.512000000,272.200000000,-140.300000000,-11.167605634,-0.800000000,23.960000000,29.988000000,32.900000000,-18.400000000,11.469483568,7.200000000,32.400000000,37.400000000,50.600000000,2.000000000,2.776525822,2.000000000,9.480000000,10.776000000,11.200000000,2.000000000,2.076995305,2.000000000,2.160000000,4.176000000,4.800000000,0.000000000,0.699530516,0.000000000,6.800000000,7.976000000,8.200000000,-18.400000000,10.769953052,4.400000000,32.400000000,37.400000000,50.600000000,19,-2378.700000000,2443.000000000,1000.600000000
122,217,60.200000000,145.927188940,160.100000000,254.540000000,294.732000000,356.200000000,59.600000000,133.294009217,158.200000000,218.640000000,225.072000000,236.600000000,60.000000000,141.462672811,169.800000000,220.560000000,244.080000000,267.800000000,-164.700000000,-4.464516129,0.000000000,18.900000000,23.892000000,30.400000000,-1.200000000,8.168663594,5.800000000,21.240000000,32.880000000,33.600000000,2.000000000,2.027649770,2.000000000,2.000000000,3.000000000,3.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.027649770,0.000000000,0.000000000,1.000000000,1.200000000,-1.200000000,8.141013825,5.800000000,21.240000000,32.880000000,33.600000000,48,-968.800000000,1772.600000000,1261.000000000
123,170,60.300000000,164.086470588,133.250000000,268.240000000,278.723000000,322.200000000,59.600000000,141.770588235,77.500000000,235.860000000,242.758000000,247.600000000,59.600000000,153.667058824,104.800000000,255.890000000,266.088000000,272.400000000,-180.100000000,-10.419411765,-3.650000000,25.310000000,29.944000000,36.700000000,-17.200000000,11.896470588,7.100000000,31.910000000,34.000000000,34.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-17.200000000,11.896470588,7.100000000,31.910000000,34.000000000,34.600000000,0,-1771.300000000,2022.400000000,758.700000000
124,155,60.200000000,140.810322581,93.200000000,253.460000000,269.952000000,313.400000000,59.600000000,119.994838710,65.200000000,222.000000000,234.484000000,239.600000000,59.600000000,128.611612903,81.600000000,243.260000000,259.092000000,263.800000000,-170.300000000,-12.198709677,-6.200000000,18.530000000,25.420000000,31.400000000,-0.800000000,8.616774194,6.000000000,30.580000000,33.000000000,33.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.800000000,8.616774194,6.000000000,30.580000000,33.000000000,33.600000000,0,-1890.800000000,1335.600000000,427.500000000
125,268,61.100000000,162.698507463,158.500000000,284.580000000,310.766000000,357.100000000,59.600000000,140.917910448,157.800000000,228.800000000,245.520000000,249.200000000,59.600000000,155.325373134,175.000000000,244.130000000,270.454000000,284.200000000,-133.700000000,-7.373134328,-0.150000000,30.050000000,42.226000000,47.500000000,-11.600000000,14.407462687,13.200000000,38.730000000,43.928000000,49.800000000,2.000000000,3.645522388,2.000000000,9.800000000,10.666000000,11.200000000,2.000000000,2.061194030,2.000000000,2.000000000,4.066000000,4.800000000,0.000000000,1.584328358,0.000000000,7.600000000,8.200000000,8.600000000,-11.600000000,12.823134328,8.000000000,38.730000000,43.928000000,49.800000000,30,-1976.000000000,3861.200000000,1929.800000000
126,225,60.200000000,154.925333333,160.100000000,244.660000000,273.924000000,289.700000000,59.600000000,145.933333333,158.000000000,218.760000000,222.656000000,236.600000000,59.600000000,151.444444444,160.800000000,221.800000000,225.456000000,263.200000000,-65.300000000,-3.480888889,-0.600000000,17.500000000,33.816000000,39.900000000,-2.000000000,5.511111111,0.400000000,32.720000000,43.152000000,44.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.000000000,5.511111111,0.400000000,32.720000000,43.152000000,44.000000000,0,-783.200000000,1240.000000000,731.400000000
127,207,60.200000000,163.683091787,163.600000000,266.070000000,302.558000000,336.600000000,59.600000000,144.376811594,161.000000000,228.060000000,247.020000000,255.200000000,59.600000000,154.373913043,167.800000000,241.660000000,273.792000000,286.400000000,-100.800000000,-9.309178744,-1.500000000,19.300000000,34.106000000,44.700000000,-6.400000000,9.997101449,6.400000000,30.740000000,33.128000000,34.600000000,2.000000000,2.848309179,2.000000000,9.740000000,10.788000000,11.200000000,2.000000000,2.079227053,2.000000000,2.280000000,4.188000000,4.800000000,0.000000000,0.769082126,0.000000000,7.200000000,8.000000000,8.400000000,-6.400000000,9.228019324,4.000000000,30.740000000,33.128000000,34.600000000,20,-1927.000000000,2069.400000000,754.400000000
128,283,60.200000000,191.621908127,202.000000000,292.870000000,329.088000000,379.100000000,59.600000000,175.440282686,199.200000000,224.340000000,234.468000000,237.400000000,59.600000000,187.954063604,213.000000000,236.580000000,240.776000000,249.400000000,-138.900000000,-3.667844523,3.100000000,33.690000000,35.636000000,36.400000000,-3.400000000,12.513780919,10.200000000,36.000000000,38.072000000,39.200000000,2.000000000,2.361837456,2.000000000,4.580000000,5.636000000,7.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.361837456,0.000000000,2.580000000,3.636000000,5.200000000,-3.400000000,12.151943463,9.000000000,34.400000000,35.800000000,36.400000000,31,-1038.000000000,3541.400000000,2665.800000000
