scenario,policy_family,task_local_index,task_global_index,segment_id,task_id,source_line,task_start,task_goal,pass_time,std,start_deadline_slack,teacher_family,teacher_path,teacher_finish_time,policy_partial_path,policy_decision_count,policy_terminal_reason,first_divergence_current,sipp_teacher_next,policy_next,policy_action_kind,divergence_reason,ready_time,deadline_slack_at_divergence,safe_candidate_count,candidate_count,blocked_candidate_count,active_fault_state,node_capacity_state,merge_group_state,scenario_context,failure_motif,observation_vs_model_guess,suggested_next_fix,slice_scope,prefix_match_len,decision_ordinal,task_decision_ordinal,fallback_used
legacy_first32,fallback_event,8,8,8:storage_in,8,10,0,47,10084.10648,23400.0,13277.49352,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,10155.706479999999,0 6 12 13 23 24 27,8,no_safe_action,6,8,12,move,different_next_node,10088.306480000001,13276.493519999998,3,3,0,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,69,2,True
legacy_first32,fallback_event,16,16,16:storage_in,16,18,3,47,10681.05953,22200.0,11476.94047,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,10730.05953,3 16 17 18 22 24,6,no_safe_action,24,27,,unplanned,no_safe_action,10711.65953,11471.94047,0,2,2,no,none,none,no_fault,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,6,203,6,True
legacy_first32,fallback_event,18,18,18:storage_in,18,20,0,47,10684.10647,24000.0,13277.49353,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,10751.659529999999,0 6 12 13 23 24 27,10,no_safe_action,13,23,13,hold,hold_when_sipp_moves,10704.306470000001,13274.493529999998,1,2,1,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,186,4,True
legacy_first32,fallback_event,25,25,25:storage_in,25,27,4,47,11267.81636,24600.0,13291.78364,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11314.21636,4 17 18 22 24 27,9,no_safe_action,27,28,27,hold,hold_when_sipp_moves,11298.416360000001,13286.78364,1,3,2,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,6,320,6,True
legacy_first32,fallback_event,26,26,26:storage_in,26,28,4,47,11269.33434,23400.0,12090.265660000001,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11357.416359999997,4 17 18,6,no_safe_action,4,17,4,hold,hold_when_sipp_moves,11269.33434,12090.265660000001,1,2,1,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,280,1,True
legacy_first32,fallback_event,27,27,27:storage_in,27,29,5,47,11270.51203,22200.0,10889.88797,rolling_horizon_sipp,5 19 18 22 24 27 28 47,11346.616359999998,5 19 18,4,no_safe_action,18,22,18,hold,hold_when_sipp_moves,11276.91203,10887.88797,1,2,1,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,293,3,True
legacy_first32,fallback_event,30,30,30:storage_in,30,32,5,47,11274.66746,24600.0,13285.732539999999,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,11362.944479999998,5 19 18,3,no_safe_action,19,25,18,move,different_next_node,11277.267460000001,13284.732539999999,3,3,0,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,295,2,True
legacy_first32,pibt_active_bag_replay,0,0,0:storage_in,0,2,3,47,8267.845453,22200.0,13890.154547,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,8316.845453,3 16 21 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+711 more),1459,max_ticks,16,17,21,move,different_next_node,8297.845453,13861.754547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,1,1,1:storage_in,1,3,4,47,8867.845453,22200.0,13291.754547,rolling_horizon_sipp,4 17 18 22 24 27 28 47,8914.245453,4 17 18 22 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+631 more),1396,max_ticks,28,47,29,move,different_next_node,8937.845453,13258.154547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,7,,7,
legacy_first32,pibt_active_bag_replay,3,3,3:storage_in,3,5,3,47,8880.000872,22200.0,13277.999128,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,8929.000872,3 16 21 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+633 more),1398,max_ticks,16,17,21,move,different_next_node,8917.845453,13241.754547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,4,4,4:storage_in,4,6,3,47,9462.482986,22200.0,12695.517014,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,9511.482986,3 16 21 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+651 more),1308,max_ticks,16,17,21,move,different_next_node,9497.845453,12661.754547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,5,5,5:storage_in,5,7,4,47,9470.615484,23100.0,13588.984516,rolling_horizon_sipp,4 17 18 22 24 27 28 47,9522.282986,4 17 18 22 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+655 more),1312,max_ticks,28,47,29,move,different_next_node,9542.845453,13553.154547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,7,,7,
legacy_first32,pibt_active_bag_replay,7,7,7:storage_in,7,9,3,47,10073.28213,22200.0,12084.71787,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,10122.28213,3 16 21 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 ...(+533 more),1238,max_ticks,16,17,21,move,different_next_node,10112.845453,12046.754547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,11,11,11:storage_in,11,13,1,47,10089.43982,23400.0,13268.56018,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,10144.372939999997,1 7 8 11 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 ...(+485 more),1269,max_ticks,11,13,14,move,different_next_node,10132.845453,13234.754547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,4,,4,
legacy_first32,pibt_active_bag_replay,12,12,12:storage_in,12,14,0,47,10645.1686,24000.0,13316.4314,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,10690.568600000002,0 6 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 ...(+562 more),1155,max_ticks,28,47,29,move,different_next_node,10717.845453,13278.154547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,8,,8,
legacy_first32,pibt_active_bag_replay,14,14,14:storage_in,14,16,5,47,10673.28828,22200.0,11487.111719999999,rolling_horizon_sipp,5 19 18 22 24 27 28 47,10740.85953,5 19 18 22 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 ...(+467 more),1167,max_ticks,22,24,22,hold,hold_when_sipp_moves,10707.845453,11465.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,,4,
legacy_first32,pibt_active_bag_replay,16,16,16:storage_in,16,18,3,47,10681.05953,22200.0,11476.94047,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,10730.05953,3 16 17 18 22 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 ...(+554 more),1147,max_ticks,18,22,18,hold,hold_when_sipp_moves,10707.845453,11456.954547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,8,,4,
legacy_first32,pibt_active_bag_replay,19,19,19:storage_in,19,21,1,47,10686.81115,24900.0,14171.18885,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,10784.059529999997,1 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 ...(+505 more),1184,max_ticks,1,7,1,hold,hold_when_sipp_moves,10697.845453,14160.154547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,9,,1,
legacy_first32,pibt_active_bag_replay,20,20,20:storage_in,20,22,3,47,10688.10327,24600.0,13869.89673,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,10773.259529999998,3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 ...(+540 more),1155,max_ticks,17,18,17,hold,hold_when_sipp_moves,10712.845453,13850.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,5,,3,
legacy_first32,pibt_active_bag_replay,21,21,21:storage_in,21,23,2,47,10689.43977,24600.0,13866.960229999999,rolling_horizon_sipp,2 9 10 15 14 46 36 38 39 47,10770.877819999998,2 9 10,1561,max_ticks,10,15,10,hold,hold_when_sipp_moves,10717.845453,13824.554547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,,3,
legacy_first32,pibt_active_bag_replay,22,22,22:storage_in,22,24,4,47,10812.77765,23100.0,12246.82235,rolling_horizon_sipp,4 17 18 22 24 27 28 47,10859.17765,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 ...(+537 more),1134,max_ticks,18,22,18,hold,hold_when_sipp_moves,10832.845453,12231.954547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,3,
legacy_first32,pibt_active_bag_replay,23,23,23:storage_in,23,25,5,47,11251.84541,24600.0,13308.55459,rolling_horizon_sipp,5 19 18 22 24 27 28 47,11297.445409999998,5 19 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+413 more),1097,max_ticks,22,24,22,hold,hold_when_sipp_moves,11282.845453,13290.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,4,
legacy_first32,pibt_active_bag_replay,24,24,24:storage_in,24,26,3,47,11254.48296,24900.0,13603.51704,rolling_horizon_sipp,3 16 21 23 24 27 28 47,11325.01636,3 16 21,1445,max_ticks,21,23,21,hold,hold_when_sipp_moves,11297.845453,13579.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,,3,
legacy_first32,pibt_active_bag_replay,25,25,25:storage_in,25,27,4,47,11267.81636,24600.0,13291.78364,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11314.21636,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+411 more),1094,max_ticks,18,22,18,hold,hold_when_sipp_moves,11287.845453,13276.954547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,3,
legacy_first32,pibt_active_bag_replay,26,26,26:storage_in,26,28,4,47,11269.33434,23400.0,12090.265660000001,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11357.416359999997,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+409 more),1093,max_ticks,17,18,17,hold,hold_when_sipp_moves,11287.845453,12075.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,2,
legacy_first32,pibt_active_bag_replay,28,28,28:storage_in,28,30,3,47,11273.14959,22200.0,10884.85041,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,11335.816359999999,3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 ...(+486 more),1072,max_ticks,17,18,17,hold,hold_when_sipp_moves,11297.845453,10865.354547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,5,,3,
legacy_first32,pibt_active_bag_replay,29,29,29:storage_in,29,31,0,47,11273.43982,24600.0,13288.16018,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,11368.216359999997,0 6 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 ...(+422 more),1123,max_ticks,6,12,8,move,different_next_node,11292.845453,13271.954547,,,,no,none,none,no_fault,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,30,30,30:storage_in,30,32,5,47,11274.66746,24600.0,13285.732539999999,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,11362.944479999998,5 19 18 22 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 ...(+495 more),1071,max_ticks,19,25,19,hold,hold_when_sipp_moves,11292.845453,13269.154547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,2,,2,
legacy_first32,pibt_active_bag_replay,31,31,31:storage_in,31,33,1,47,11276.14448,24600.0,13281.85552,rolling_horizon_sipp,1 7 8 11 14 46 36 38 39 47,11348.144479999999,1 7 8 11,1444,max_ticks,7,8,7,hold,hold_when_sipp_moves,11297.845453,13264.954547,,,,no,none,none,no_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,2,
legacy_offset32_static16,edge_score_event,0,32,32:storage_in,32,34,2,47,11278.77315,24600.0,13277.626849999999,rolling_horizon_sipp,2 9 7 8 11 13 23 24 27 28 47,11368.239609999997,2 9 7 8 11 13 23 24 27,13,no_safe_action,7,8,7,hold,hold_when_sipp_moves,11287.17315,13275.626849999999,1,2,1,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,9,9,3,False
legacy_offset32_static16,edge_score_event,2,34,34:storage_in,34,36,3,47,11282.63961,22200.0,10875.36039,rolling_horizon_sipp,3 16 21 23 24 27 28 47,11335.839609999999,3 16 21 23 24 27,11,no_safe_action,23,24,23,hold,hold_when_sipp_moves,11314.839609999999,10867.160390000001,1,2,1,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,6,79,4,False
legacy_offset32_static16,edge_score_event,4,36,36:storage_in,36,38,1,47,11286.58781,23400.0,12071.41219,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,11357.439609999998,1 7 8 11,8,no_safe_action,8,11,8,hold,hold_when_sipp_moves,11294.98781,12069.41219,1,2,1,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,28,3,False
legacy_offset32_static16,edge_score_event,11,43,43:storage_in,43,45,5,47,11865.14962,24000.0,12095.25038,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,11941.949620000001,5 19 18 22 26 43 15 14 46,19,no_safe_action,19,25,18,move,different_next_node,11867.74962,12094.25038,3,3,0,yes,none,none,static_fault,static_fault_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,137,2,False
legacy_offset32_static16,fallback_event,0,32,32:storage_in,32,34,2,47,11278.77315,24600.0,13277.626849999999,rolling_horizon_sipp,2 9 7 8 11 13 23 24 27 28 47,11368.239609999997,2 9 7 8 11 13 23 24 27,12,no_safe_action,23,24,23,hold,hold_when_sipp_moves,11310.373150000003,13271.626849999997,1,2,1,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,9,60,7,True
legacy_offset32_static16,fallback_event,2,34,34:storage_in,34,36,3,47,11282.63961,22200.0,10875.36039,rolling_horizon_sipp,3 16 21 23 24 27 28 47,11335.839609999999,3 16 21 23 24 27,6,no_safe_action,27,28,,unplanned,no_safe_action,11320.03961,10865.160390000001,0,3,3,yes,none,none,static_fault,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,6,79,6,True
legacy_offset32_static16,fallback_event,3,35,35:storage_in,35,37,4,47,11285.33412,24900.0,13574.26588,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11389.839609999995,4 17 18 22 24 27,6,no_safe_action,27,28,,unplanned,no_safe_action,11315.93412,13569.26588,0,3,3,yes,none,none,static_fault,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,6,71,6,True
legacy_offset32_static16,fallback_event,14,46,46:storage_in,46,48,4,47,11875.94881,23100.0,11183.65119,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11931.948899999998,4 17 18 22 24,5,no_safe_action,24,27,,unplanned,no_safe_action,11903.94881,11179.65119,0,2,2,yes,none,none,static_fault,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,5,165,5,True
legacy_offset32_static16,pibt_active_bag_replay,0,32,32:storage_in,32,34,2,47,11278.77315,24600.0,13277.626849999999,rolling_horizon_sipp,2 9 7 8 11 13 23 24 27 28 47,11368.239609999997,2 9 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 ...(+634 more),1528,max_ticks,23,24,23,hold,hold_when_sipp_moves,11323.77315,13258.22685,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,10,,7,
legacy_offset32_static16,pibt_active_bag_replay,1,33,33:storage_in,33,35,0,47,11281.43983,24900.0,13580.160170000001,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,11394.40084,0 6 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 ...(+625 more),1531,max_ticks,6,8,12,move,different_next_node,11308.77315,13556.026849999998,,,,yes,none,none,static_fault,static_fault_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,,2,
legacy_offset32_static16,pibt_active_bag_replay,2,34,34:storage_in,34,36,3,47,11282.63961,22200.0,10875.36039,rolling_horizon_sipp,3 16 21 23 24 27 28 47,11335.839609999999,3 16 21 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+628 more),1524,max_ticks,21,23,21,hold,hold_when_sipp_moves,11323.77315,10853.42685,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,,3,
legacy_offset32_static16,pibt_active_bag_replay,3,35,35:storage_in,35,37,4,47,11285.33412,24900.0,13574.26588,rolling_horizon_sipp,4 17 18 22 24 27 28 47,11389.839609999995,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 30 ...(+1139 more),1238,max_ticks,17,18,17,hold,hold_when_sipp_moves,11303.77315,13559.42685,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,2,
legacy_offset32_static16,pibt_active_bag_replay,4,36,36:storage_in,36,38,1,47,11286.58781,23400.0,12071.41219,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,11357.439609999998,1 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 ...(+1139 more),1236,max_ticks,13,23,13,hold,hold_when_sipp_moves,11333.77315,12045.026849999998,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,9,,5,
legacy_offset32_static16,pibt_active_bag_replay,5,37,37:storage_in,37,39,5,47,11288.00084,24600.0,13272.399159999999,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,11364.800840000002,5 19 18 22 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 ...(+630 more),1523,max_ticks,19,25,18,move,different_next_node,11303.77315,13258.22685,,,,yes,none,none,static_fault,static_fault_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,,2,
legacy_offset32_static16,pibt_active_bag_replay,6,38,38:storage_in,38,40,2,47,11289.25449,24900.0,13567.14551,rolling_horizon_sipp,2 9 7 8 11 14 46 36 38 39 47,11379.600840000001,2 9 7 8 11 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 ...(+626 more),1529,max_ticks,7,8,7,hold,hold_when_sipp_moves,11313.77315,13549.026849999998,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,10,,3,
legacy_offset32_static16,pibt_active_bag_replay,7,39,39:storage_in,39,41,3,47,11290.77424,24900.0,13567.22576,rolling_horizon_sipp,3 16 21 23 24 27 28 47,11379.039609999996,3 16 21 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 ...(+1151 more),1231,max_ticks,16,21,16,hold,hold_when_sipp_moves,11308.77315,13550.82685,,,,yes,none,none,static_fault,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,,2,
