scenario,context,replay_variant,label_taxonomy,label_role,count,share
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,WAIT_EDGE_CAPACITY,primary_executable,31,0.11610486891385768
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,WAIT_MERGE_GROUP,primary_executable,3,0.011235955056179775
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.045283018867924525
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06415094339622641
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.19622641509433963
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,MOVE_NOW_LEGACY,primary_executable,146,0.5509433962264151
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,REROUTE_NOW_LEGACY,primary_executable,2,0.007547169811320755
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,WAIT_EDGE_CAPACITY,primary_executable,33,0.12452830188679245
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,WAIT_MERGE_GROUP,primary_executable,3,0.011320754716981131
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.045283018867924525
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06415094339622641
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.19622641509433963
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,MOVE_NOW_LEGACY,primary_executable,146,0.5509433962264151
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,REROUTE_NOW_LEGACY,primary_executable,2,0.007547169811320755
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,WAIT_EDGE_CAPACITY,primary_executable,33,0.12452830188679245
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,WAIT_MERGE_GROUP,primary_executable,3,0.011320754716981131
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.045283018867924525
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06415094339622641
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.19622641509433963
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,MOVE_NOW_LEGACY,primary_executable,146,0.5509433962264151
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,REROUTE_NOW_LEGACY,primary_executable,2,0.007547169811320755
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,WAIT_EDGE_CAPACITY,primary_executable,33,0.12452830188679245
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,WAIT_MERGE_GROUP,primary_executable,3,0.011320754716981131
legacy_offset64_merge32,merge_group,route_intent_only_teacher,ROUTE_INTENT_LEGACY,auxiliary_or_exclusion,32,1.0
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.045627376425855515
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,FALLBACK_SAFE_MOVE,auxiliary_or_exclusion,2,0.0076045627376425855
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06463878326996197
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,LEGACY_NO_PATH,auxiliary_or_exclusion,50,0.19011406844106463
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,MOVE_NOW_LEGACY,primary_executable,145,0.5513307984790875
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,1,0.0038022813688212928
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,WAIT_EDGE_CAPACITY,primary_executable,33,0.12547528517110265
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,WAIT_MERGE_GROUP,primary_executable,3,0.011406844106463879
