case_id,scenario,task_id,segment_id,current_node,goal_node,candidate_next_nodes,selected_next,decision_source,model_margin,fallback_reason,wait,pressure,path_history,tth_delta,failure_reason,why_hard
g4irsf10-013070,paper_main_2_5_repeat_1,7133,7133:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000010156072676e-06}","[52, 40, 41, 45, 48]",19.599999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013071,paper_main_2_5_repeat_1,7215,7215:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013072,paper_main_2_5_repeat_1,8990,8990:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013073,paper_main_2_5_repeat_1,7368,7368:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013074,paper_main_2_5_repeat_1,7387,7387:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013075,paper_main_2_5_repeat_1,7391,7391:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000006770715117e-06}","[52, 40, 41, 45, 48]",19.599998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013076,paper_main_2_5_repeat_1,8991,8991:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013077,paper_main_2_5_repeat_1,7394,7394:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000010156072676e-06}","[52, 40, 41, 45, 48]",19.599999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013078,paper_main_2_5_repeat_1,7399,7399:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.0000013541430235e-06}","[52, 40, 41, 45, 48]",19.6,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013079,paper_main_2_5_repeat_1,7449,7449:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013080,paper_main_2_5_repeat_1,7581,7581:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013081,paper_main_2_5_repeat_1,7593,7593:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000006770715117e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013082,paper_main_2_5_repeat_1,7595,7595:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000010156072676e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013083,paper_main_2_5_repeat_1,7607,7607:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.0000013541430235e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.8,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013084,paper_main_2_5_repeat_1,7622,7622:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013085,paper_main_2_5_repeat_1,7626,7626:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013086,paper_main_2_5_repeat_1,7627,7627:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013087,paper_main_2_5_repeat_1,7632,7632:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013088,paper_main_2_5_repeat_1,7654,7654:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013089,paper_main_2_5_repeat_1,7684,7684:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013090,paper_main_2_5_repeat_1,7762,7762:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013091,paper_main_2_5_repeat_1,8992,8992:direct,1,50,"[7, 8, 11, 14]",7,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[1, 7, 8, 11, 14, 46, 36, 44, 50]",22.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013092,paper_main_2_5_repeat_1,7795,7795:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013093,paper_main_2_5_repeat_1,7818,7818:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013094,paper_main_2_5_repeat_1,7830,7830:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013095,paper_main_2_5_repeat_1,7832,7832:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000006770715117e-06}","[52, 40, 41, 45, 48]",19.599998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013096,paper_main_2_5_repeat_1,7835,7835:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000010156072676e-06}","[52, 40, 41, 45, 48]",19.599999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013097,paper_main_2_5_repeat_1,8993,8993:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013098,paper_main_2_5_repeat_1,7919,7919:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.0000013541430235e-06}","[52, 40, 41, 45, 48]",19.6,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013099,paper_main_2_5_repeat_1,7950,7950:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013100,paper_main_2_5_repeat_1,7952,7952:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013101,paper_main_2_5_repeat_1,8027,8027:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000006770715117e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013102,paper_main_2_5_repeat_1,8054,8054:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.0000010156072676e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013103,paper_main_2_5_repeat_1,8061,8061:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.0000013541430235e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.8,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013104,paper_main_2_5_repeat_1,8098,8098:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013105,paper_main_2_5_repeat_1,8102,8102:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013106,paper_main_2_5_repeat_1,8137,8137:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013107,paper_main_2_5_repeat_1,8141,8141:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013108,paper_main_2_5_repeat_1,8146,8146:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,2.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000009999967006}","[52, 29, 30, 31, 32, 33, 44, 50]",7.799997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013109,paper_main_2_5_repeat_1,8150,8150:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,2.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.000001999997039}","[52, 29, 30, 31, 32, 33, 44, 50]",7.799998,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013110,paper_main_2_5_repeat_1,8161,8161:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013111,paper_main_2_5_repeat_1,8173,8173:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[52, 40, 41, 45, 48]",19.599997,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013112,paper_main_2_5_repeat_1,8204,8204:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0.000003,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.9999973776284605e-06}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799999,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013113,paper_main_2_5_repeat_1,8215,8215:storage_out,52,48,"[40, 41, 45, 48]",40,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 40, 41, 45, 48]",19.599996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013114,paper_main_2_5_repeat_1,8220,8220:storage_out,52,50,"[29, 30, 31, 32]",29,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[52, 29, 30, 31, 32, 33, 44, 50]",5.799996,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013115,paper_main_2_5_repeat_1,8994,8994:direct,2,50,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 3, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]",25.399996,,"[""fallback_high_frequency""]"
g4irsf10-013116,paper_main_2_5_repeat_1,8995,8995:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013117,paper_main_2_5_repeat_1,8996,8996:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013118,paper_main_2_5_repeat_1,8997,8997:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013119,paper_main_2_5_repeat_1,8998,8998:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013120,paper_main_2_5_repeat_1,8999,8999:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013121,paper_main_2_5_repeat_1,9000,9000:storage_in,53,47,"[20, 21, 23, 24]",20,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[53, 20, 21, 23, 24, 27, 28, 47]",-131.800004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013122,paper_main_2_5_repeat_1,9001,9001:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-126.000004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013123,paper_main_2_5_repeat_1,9002,9002:storage_in,4,47,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[4, 17, 18, 22, 24, 27, 28, 47]",-132.200004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013124,paper_main_2_5_repeat_1,9003,9003:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,1.000001,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000010000003385}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-132.200003,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013125,paper_main_2_5_repeat_1,9004,9004:direct,3,48,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,0.600001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.6000009999988833}","[3, 16, 17, 18, 22, 24, 27, 45, 48]",42.599997,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-013126,paper_main_2_5_repeat_1,9005,9005:storage_in,5,47,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,3.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 3.000001999997039}","[5, 19, 18, 22, 24, 27, 28, 47]",-130.000002,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013127,paper_main_2_5_repeat_1,9006,9006:storage_in,1,47,"[7, 8, 11, 13]",7,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-128.600004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013128,paper_main_2_5_repeat_1,9007,9007:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,0.000001,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 1.0000003385357559e-06}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-129.600003,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013129,paper_main_2_5_repeat_1,9008,9008:storage_in,2,47,"[9, 7, 8, 11]",9,fallback,,risk_gated_or_node_window_fallback,0,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.0}","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]",-126.000004,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013130,paper_main_2_5_repeat_1,9009,9009:storage_in,3,47,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,0.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.0000006770715117e-06}","[3, 16, 17, 18, 22, 24, 27, 28, 47]",-129.600002,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013131,paper_main_2_5_repeat_1,9010,9010:direct,4,48,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,2.600003,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 2.6000029999995604}","[4, 17, 18, 22, 24, 27, 45, 48]",41.999999,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-013132,paper_main_2_5_repeat_1,9011,9011:storage_in,4,47,"[17, 18, 22, 24]",17,fallback,,risk_gated_or_node_window_fallback,4.200001,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.200000999997428}","[4, 17, 18, 22, 24, 27, 28, 47]",-128.000003,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013133,paper_main_2_5_repeat_1,9012,9012:direct,5,48,"[19, 18, 22, 24]",19,fallback,,risk_gated_or_node_window_fallback,5.000002,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.000001999997039}","[5, 19, 18, 22, 24, 27, 45, 48]",43.599998,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-013134,paper_main_2_5_repeat_1,9013,9013:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,5.200003,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 5.200002999998105}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-128.000001,,"[""model_vs_fallback_disagreement""]"
g4irsf10-013135,paper_main_2_5_repeat_1,9014,9014:direct,3,48,"[16, 17, 18, 22]",16,fallback,,risk_gated_or_node_window_fallback,0.600004,"{""fallback_calls"": 2, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 0.600003999999899}","[3, 16, 17, 18, 22, 24, 27, 45, 48]",42.6,,"[""model_vs_fallback_disagreement"", ""p95_or_p99_delay""]"
g4irsf10-013136,paper_main_2_5_repeat_1,9015,9015:storage_in,0,47,"[6, 12, 13, 23]",6,fallback,,risk_gated_or_node_window_fallback,4.200005,"{""fallback_calls"": 1, ""loop_count"": 0, ""source_retry_count"": 0, ""source_wait_seconds"": 0.0, ""wait_seconds"": 4.200004999998782}","[0, 6, 12, 13, 23, 24, 27, 28, 47]",-128.999999,,"[""model_vs_fallback_disagreement""]"
