sample_id,scenario,context,task_id,segment_id,decision_index,current_node,goal_node,candidate_next_nodes,teacher_next_node,is_branch_node,is_source_retry,current_time,task_entry_time,deadline_or_std,time_slack,candidate_shortest_time_to_goal,candidate_travel_time,candidate_service_time,candidate_node_type,candidate_fault_status,local_node_time_window_pressure,local_queue_or_occupancy_summary,source_retry_age_seconds,label_type,split,edge_capacity_primary
g4a_move_000163,legacy_first16_buffer2,buffer_capacity,5,5:storage_in,4,24,47,[27],27,False,False,9498.615484,9470.615484,23100,13601.384516,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000164,legacy_first16_buffer2,buffer_capacity,5,5:storage_in,5,27,47,"[28, 45]",28,True,False,9501.215484,9470.615484,23100,13598.784516,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000165,legacy_first16_buffer2,buffer_capacity,5,5:storage_in,6,28,47,"[29, 47]",47,True,False,9513.015484,9470.615484,23100,13586.984516,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000166,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,0,5,47,[19],19,False,False,10062.62162,10062.62162,22200,12137.37838,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000167,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,1,19,47,"[18, 25]",18,True,False,10065.22162,10062.62162,22200,12134.77838,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 0, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000168,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,2,18,47,[22],22,False,False,10069.02162,10062.62162,22200,12130.97838,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000169,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,3,22,47,"[24, 26]",24,True,False,10078.42162,10062.62162,22200,12121.57838,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000170,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,4,24,47,[27],27,False,False,10089.82162,10062.62162,22200,12110.17838,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000171,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,5,27,47,"[28, 45]",28,True,False,10092.42162,10062.62162,22200,12107.57838,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000172,legacy_first16_buffer2,buffer_capacity,6,6:storage_in,6,28,47,"[29, 47]",47,True,False,10104.22162,10062.62162,22200,12095.77838,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000173,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,0,3,47,[16],16,False,False,10073.28213,10073.28213,22200,12126.71787,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""candidate_node_pressure"": {""16"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000174,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,1,16,47,"[17, 21]",17,True,False,10075.88213,10073.28213,22200,12124.11787,"{""17"": 36.8, ""21"": 22.8}","{""17"": 3.6, ""21"": 22.8}","{""17"": 1.0, ""21"": 1.0}","{""17"": 5, ""21"": 5}","{""17"": false, ""21"": false}",0,"{""candidate_node_pressure"": {""17"": 0, ""21"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000175,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,2,17,47,[18],18,False,False,10080.48213,10073.28213,22200,12119.51787,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000176,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,3,18,47,[22],22,False,False,10083.08213,10073.28213,22200,12116.91787,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000177,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,4,22,47,"[24, 26]",24,True,False,10092.48213,10073.28213,22200,12107.51787,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000178,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,5,24,47,[27],27,False,False,10103.88213,10073.28213,22200,12096.11787,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000179,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,6,27,47,"[28, 45]",28,True,False,10106.48213,10073.28213,22200,12093.51787,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000180,legacy_first16_buffer2,buffer_capacity,7,7:storage_in,7,28,47,"[29, 47]",47,True,False,10118.28213,10073.28213,22200,12081.71787,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000181,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,0,0,47,[6],6,False,False,10084.10648,10084.10648,23400,13315.89352,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""candidate_node_pressure"": {""6"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000182,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,1,6,47,"[8, 12]",12,True,False,10088.30648,10084.10648,23400,13311.69352,"{""12"": 25.2, ""8"": 35.6}","{""12"": 10.0, ""8"": 2.8}","{""12"": 1.0, ""8"": 1.0}","{""12"": 5, ""8"": 5}","{""12"": false, ""8"": false}",0,"{""candidate_node_pressure"": {""12"": 0, ""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000183,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,2,12,47,[13],13,False,False,10099.30648,10084.10648,23400,13300.69352,"{""13"": 21.2}","{""13"": 4.0}","{""13"": 1.0}","{""13"": 5}","{""13"": false}",0,"{""candidate_node_pressure"": {""13"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000184,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,3,13,47,[23],23,False,False,10104.30648,10084.10648,23400,13295.69352,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000185,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,4,23,47,[24],24,False,False,10108.50648,10084.10648,23400,13291.49352,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000186,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,5,24,47,[27],27,False,False,10111.10648,10084.10648,23400,13288.89352,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000187,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,6,27,47,"[28, 45]",28,True,False,10113.70648,10084.10648,23400,13286.29352,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000188,legacy_first16_buffer2,buffer_capacity,8,8:storage_in,7,28,47,"[29, 47]",47,True,False,10125.50648,10084.10648,23400,13274.49352,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000189,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,0,4,47,[17],17,False,False,10085.33414,10085.33414,23400,13314.66586,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""candidate_node_pressure"": {""17"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000190,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,1,17,47,[18],18,False,False,10089.93414,10085.33414,23400,13310.06586,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000191,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,2,18,47,[22],22,False,False,10092.53414,10085.33414,23400,13307.46586,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000192,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,3,22,47,"[24, 26]",24,True,False,10101.93414,10085.33414,23400,13298.06586,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000193,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,4,24,47,[27],27,False,False,10113.33414,10085.33414,23400,13286.66586,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000194,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,5,27,47,"[28, 45]",28,True,False,10115.93414,10085.33414,23400,13284.06586,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000195,legacy_first16_buffer2,buffer_capacity,9,9:storage_in,6,28,47,"[29, 47]",47,True,False,10127.73414,10085.33414,23400,13272.26586,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000196,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,0,5,47,[19],19,False,False,10087.97294,10087.97294,22200,12112.02706,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000197,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,1,19,47,"[18, 25]",18,True,False,10090.57294,10087.97294,22200,12109.42706,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 0, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000198,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,2,18,47,[22],22,False,False,10094.37294,10087.97294,22200,12105.62706,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000199,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,3,22,47,"[24, 26]",24,True,False,10103.77294,10087.97294,22200,12096.22706,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000200,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,4,24,47,[27],27,False,False,10115.17294,10087.97294,22200,12084.82706,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000201,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,5,27,47,"[28, 45]",28,True,False,10117.77294,10087.97294,22200,12082.22706,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000202,legacy_first16_buffer2,buffer_capacity,10,10:storage_in,6,28,47,"[29, 47]",47,True,False,10129.57294,10087.97294,22200,12070.42706,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000203,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,0,1,47,[7],7,False,False,10089.43982,10089.43982,23400,13310.56018,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""candidate_node_pressure"": {""7"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000204,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,1,7,47,[8],8,False,False,10095.23982,10089.43982,23400,13304.76018,"{""8"": 35.6}","{""8"": 1.6}","{""8"": 1.0}","{""8"": 5}","{""8"": false}",0,"{""candidate_node_pressure"": {""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000205,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,2,8,47,[11],11,False,False,10097.83982,10089.43982,23400,13302.16018,"{""11"": 32.4}","{""11"": 3.2}","{""11"": 1.0}","{""11"": 4}","{""11"": false}",0,"{""candidate_node_pressure"": {""11"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000206,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,3,11,47,"[13, 14]",13,True,False,10102.03982,10089.43982,23400,13297.96018,"{""13"": 21.2, ""14"": 41.6}","{""13"": 11.2, ""14"": 12.8}","{""13"": 1.0, ""14"": 1.0}","{""13"": 5, ""14"": 5}","{""13"": false, ""14"": false}",0,"{""candidate_node_pressure"": {""13"": 0, ""14"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000207,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,4,13,47,[23],23,False,False,10114.23982,10089.43982,23400,13285.76018,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000208,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,5,23,47,[24],24,False,False,10118.43982,10089.43982,23400,13281.56018,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000209,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,6,24,47,[27],27,False,False,10121.03982,10089.43982,23400,13278.96018,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000210,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,7,27,47,"[28, 45]",28,True,False,10123.63982,10089.43982,23400,13276.36018,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000211,legacy_first16_buffer2,buffer_capacity,11,11:storage_in,8,28,47,"[29, 47]",47,True,False,10135.43982,10089.43982,23400,13264.56018,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000212,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,0,0,47,[6],6,False,False,10645.1686,10645.1686,24000,13354.8314,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""candidate_node_pressure"": {""6"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000213,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,1,6,47,"[8, 12]",12,True,False,10649.3686,10645.1686,24000,13350.6314,"{""12"": 25.2, ""8"": 35.6}","{""12"": 10.0, ""8"": 2.8}","{""12"": 1.0, ""8"": 1.0}","{""12"": 5, ""8"": 5}","{""12"": false, ""8"": false}",0,"{""candidate_node_pressure"": {""12"": 0, ""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000214,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,2,12,47,[13],13,False,False,10660.3686,10645.1686,24000,13339.6314,"{""13"": 21.2}","{""13"": 4.0}","{""13"": 1.0}","{""13"": 5}","{""13"": false}",0,"{""candidate_node_pressure"": {""13"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000215,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,3,13,47,[23],23,False,False,10665.3686,10645.1686,24000,13334.6314,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000216,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,4,23,47,[24],24,False,False,10669.5686,10645.1686,24000,13330.4314,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000217,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,5,24,47,[27],27,False,False,10672.1686,10645.1686,24000,13327.8314,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000218,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,6,27,47,"[28, 45]",28,True,False,10674.7686,10645.1686,24000,13325.2314,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000219,legacy_first16_buffer2,buffer_capacity,12,12:storage_in,7,28,47,"[29, 47]",47,True,False,10686.5686,10645.1686,24000,13313.4314,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000220,legacy_first16_buffer2,buffer_capacity,13,13:storage_in,0,4,47,[17],17,False,False,10665.17885,10665.17885,24300,13634.82115,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""candidate_node_pressure"": {""17"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000221,legacy_first16_buffer2,buffer_capacity,13,13:storage_in,1,17,47,[18],18,False,False,10669.77885,10665.17885,24300,13630.22115,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000222,legacy_first16_buffer2,buffer_capacity,13,13:storage_in,2,18,47,[22],22,False,False,10672.37885,10665.17885,24300,13627.62115,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000223,legacy_first16_buffer2,buffer_capacity,13,13:storage_in,3,22,47,"[24, 26]",24,True,False,10681.77885,10665.17885,24300,13618.22115,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
