source_file,schema,case_id,map,scale,speed_mps,release,coordination,arm,arm_label,family,variant,s4_ablation,status,binary_sha256,raw_bag_population,segment_population,completed_segment_count,failed_segment_count,wall_seconds,cpu_seconds,event_count,decision_count,event_limit_reached,time_limit_reached,loop_count,reservation_conflicts,runtime_full_astar_calls,scorer_runtime_global_scan_count
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,,,,COMPLETE,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,57012,87206,87206,0,52.12661919998936,49.71875,8338492,673546,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,,,,COMPLETE,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,28506,43603,43603,0,43.678754300111905,42.734375,6719486,552825,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,G31_BASE_COORDINATION_UNCHANGED,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,,,,COMPLETE,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,28506,43603,43603,0,39.880525400163606,39.109375,6336627,552825,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\nanning_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_2x_speed_2p5,nanning,2,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,,,,COMPLETE,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,57012,87206,87206,0,755.5073117001448,740.609375,14547927,1105650,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,canonical,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,28506,43603,43603,0,24.208793100202456,23.65625,4061624,340668,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,same_hca,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,28506,43603,43603,0,21.970915499841794,21.578125,3939931,340733,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,57012,87206,87206,0,56.60255530010909,55.609375,8476044,683767,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,28506,43603,43603,0,73.09920319984667,71.890625,8605281,692374,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\same_hca\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,28506,43603,43603,0,49.253931999905035,48.203125,7556756,655815,False,False,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\nanning_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_2x_speed_2p5,nanning,2,2.5,canonical,neutral_fifo,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,,,none,COMPLETE,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,57012,87206,77567,9639,1473.0164570999332,1442.234375,16790794,1278494,False,True,0,0,0,0
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,canonical,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,28506,43603,43603,0,27.83823399990797,27.46875,3949959,333453,False,False,0,0,0,421792
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,same_hca,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,28506,43603,43603,0,24.19324279995635,23.65625,3829878,333216,False,False,0,0,0,357606
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,57012,87206,87206,0,64.2317777001299,63.203125,8189748,669997,False,False,0,0,0,1012081
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,28506,43603,43603,0,70.42784699983895,69.28125,6963903,572954,False,False,0,0,0,994335
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\nanning_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,28506,43603,43603,0,47.50053570000455,46.484375,6255504,551085,False,False,0,0,0,663547
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\nanning_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_nanning_2x_speed_2p5,nanning,2,2.5,canonical,neutral_fifo,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,,,none,COMPLETE,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,57012,87206,79232,7974,1744.4081177001353,1703.59375,17072608,1263794,False,True,0,0,0,3300395
