case_id,category,workload_mode,scale,execution_status,protocol_manifest_sha256,map_sha256,workload_segment_count,raw_bag_count,junction_count,peak_active_bag_count,runtime_thread_count,peak_working_set_bytes,cpp_internal_accounted_bytes,peak_junction_local_state_accounted_bytes,sum_final_junction_local_state_accounted_bytes,max_junction_service_utilization,bottleneck_node,bottleneck_score,decision_latency_us_p50,decision_latency_us_p95,decision_latency_us_p99,event_throughput_per_second,wall_seconds,blocker
frontier_rolling_multiday_carryover_3p25x,capacity_frontier,rolling_multiday_carryover,3.25,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,141521,92522,53,117250,1,1106894848,82636824,237300,468536,0.21830762210056573,46,59265.2183076221,5.1,17.6,29.1,11338.48628360453,1765.916145400006,
frontier_rolling_multiday_carryover_3p5x,capacity_frontier,rolling_multiday_carryover,3.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,152388,99611,53,128023,1,1185796096,85560428,250972,523252,0.2512120721728587,46,62683.25121207217,5.1,17.2,27.0,11958.314994788921,1674.9705889999968,
frontier_rolling_multiday_carryover_3p75x,capacity_frontier,rolling_multiday_carryover,3.75,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,163240,106749,53,136911,1,1265692672,88462936,252308,560832,0.26220319500197653,46,63017.262203195,5.1,17.2,25.7,12663.470459951362,1581.8398336999962,
frontier_rolling_multiday_carryover_4p0x,capacity_frontier,rolling_multiday_carryover,4.0,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,174412,114024,53,141393,1,1346658304,91430236,253028,578724,0.2684796198678206,46,63197.26847961987,5.0,16.8,25.0,13174.434278732133,1520.6772664999953,
ablation_aging_full,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,826822656,58974652,145848,393828,0.4437079288962701,46,36402.294638604195,6.1,20.2,34.7,8399.545951051961,1461.7580710999973,
ablation_queue_fifo,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,100752,1,826880000,58968492,145484,387692,0.4437079288962701,46,36311.29406784225,5.8,17.7,22.4,6318.726036879409,1932.6471194999976,
ablation_queue_deadline,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,105791,1,831393792,59003772,148616,422948,0.4437079288962701,46,37094.29928135112,5.8,17.5,25.5,7170.868573399092,1734.4104682999969,
ablation_source_admission_off,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101866,1,835080192,58974744,145508,393920,0.44384797696465833,46,36317.29409902099,4.8,16.2,23.4,13184.529543656323,876.8068544999987,
ablation_backpressure_off,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,100974,1,831905792,58965540,112452,384740,0.445722005082407,46,28053.242273886113,6.0,17.9,26.2,8851.577607067411,1284.4710571999967,
ablation_pibt_lite_off,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,102801,1,830582784,58979028,153120,398204,0.32985973981586336,27,38220.32985973982,5.1,17.8,24.199999999999996,12185.893631748746,1012.4881786000042,
ablation_deadlock_escape_off,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101866,1,833847296,58974532,145956,393708,0.4437079288962701,46,36429.29480795114,6.0,19.2,41.0,7097.312358455868,1729.4375979000033,
ablation_diagnostic_one_hop,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,833937408,58974652,145848,393828,0.4437079288962701,46,36402.294638604195,5.3,16.3,24.0,9731.482694128517,1261.7741737999968,
ablation_diagnostic_two_hop,system_ablation,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,834088960,58974652,145848,393828,0.4437079288962701,46,36402.294638604195,5.5,16.8,24.7,9734.262443725347,1261.278626899999,
fault_single_immediate,temporal_fault,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,831844352,59232224,146740,393820,0.4437079288962701,46,36625.29604099816,5.6,16.5,24.2,10043.342738140876,1223.8452214000063,
fault_single_delayed_30s,temporal_fault,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,837214208,59232276,146736,393872,0.4437079288962701,46,36624.29603101245,5.4,16.5,24.4,10428.177212419223,1178.515176199995,
fault_sensor_loss,temporal_fault,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,824086528,59360048,146740,393820,0.4437079288962701,46,36625.29604099816,5.4,16.0,23.8,10235.223866671946,1200.9066467999946,
fault_repeated_delayed_5s,temporal_fault,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101867,1,836280320,59232284,146828,393880,0.4437079288962701,46,36647.29617527096,5.4,16.3,24.03699999998789,10084.794841255196,1218.6037975,
fault_fault_policy_off,temporal_fault,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,108733,71149,53,101838,1,984141824,68806184,146220,393712,0.4437079288962701,46,36495.2952278358,5.5,16.4,24.5,10496.723323779912,1173.9555905000016,
trace_highflow_2p5,decision_trace,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,1024,1021,53,39,1,360181760,23814024,368,12376,1.0,44,32.00366144537503,2.0,3.7,10.396999999999936,798986.0933317817,0.6091988999978639,
trace_highflow_4p0,decision_trace,empirical_interarrival_jitter,4.0,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,1024,1024,53,42,1,363233280,23814000,352,12328,0.00884951694847758,44,28.00337828174832,2.0,3.7,8.70599999999995,826129.8598776397,0.5891464000014821,
trace_fault_delayed,decision_trace,empirical_interarrival_jitter,2.5,EXECUTED,54c0bbe092ebf37fc705ef1cf4415a29ee4ba3e8c107730ed70d41601b08b440,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,1024,1021,53,39,1,364146688,23824232,368,12400,0.008279423659012117,44,32.00366144537503,3.1,5.4,25.171999999999933,582586.2658910853,0.71774419999565,
