task_id,segment_id,start_node,entry_time,java_release_time,output_start_time,output_tth,finish_time_if_reconstructable,tth_if_entry_denominator,tth_if_release_denominator,closest_denominator,confidence
732,732:storage_in,4,17369.2141,17369,17369,80,17449,79.7859,80,java_release_time_tth,high
732,732:storage_out,52,22200,22275,22590,146,22736,536,461,java_release_time_tth,medium
733,733:storage_in,1,17370.16178,17370,17370,50,17420,49.83822,50,java_release_time_tth,high
733,733:storage_out,52,25800,25818,26176,185,26361,561,543,java_release_time_tth,medium
734,734:storage_in,5,17374.39286,17374,17374,79,17453,78.60714,79,java_release_time_tth,high
734,734:storage_out,52,24300,24323,24658,197,24855,555,532,java_release_time_tth,medium
735,735:storage_in,5,17374.48298,17375,17376,46,17422,47.51702,47,java_release_time_tth,medium
735,735:storage_out,52,19500,19642,19708,222,19930,430,288,java_release_time_tth,medium
736,736:storage_in,3,17377.17878,17377,17377,49,17426,48.82122,49,java_release_time_tth,high
736,736:storage_out,52,26700,26711,27511,200,27711,1011,1000,java_release_time_tth,medium
737,737:storage_in,2,17377.47783,17377,17377,53,17430,52.52217,53,java_release_time_tth,high
737,737:storage_out,52,25800,25819,26177,213,26390,590,571,java_release_time_tth,medium
738,738:storage_in,4,17378.77414,17378,17378,47,17425,46.22586,47,java_release_time_tth,high
738,738:storage_out,52,24300,24324,24664,199,24863,563,539,java_release_time_tth,medium
739,739:storage_in,4,17379.95496,17379,17381,47,17428,48.04504,49,original_entry_time_tth,medium
739,739:storage_out,52,19500,19643,19710,171,19881,381,238,java_release_time_tth,medium
740,740:storage_in,5,17381.43661,17381,17381,77,17458,76.56339,77,java_release_time_tth,high
740,740:storage_out,52,23100,23114,23296,199,23495,395,381,java_release_time_tth,medium
741,741:storage_in,5,17382.62157,17382,17383,79,17462,79.37843,80,original_entry_time_tth,medium
741,741:storage_out,52,19500,19644,19712,171,19883,383,239,java_release_time_tth,medium
742,742:storage_in,3,17383.9729,17383,17383,54,17437,53.0271,54,java_release_time_tth,high
742,742:storage_out,52,22200,22276,22592,199,22791,591,515,java_release_time_tth,medium
743,743:storage_in,0,17385.27116,17385,17385,50,17435,49.72884,50,java_release_time_tth,high
743,743:storage_out,52,21300,21360,21402,210,21612,312,252,java_release_time_tth,medium
744,744:storage_in,4,17386.63957,17386,17386,47,17433,46.36043,47,java_release_time_tth,high
744,744:storage_out,52,25800,25820,26179,199,26378,578,558,java_release_time_tth,medium
745,745:storage_in,3,17387.67283,17387,17387,54,17441,53.32717,54,java_release_time_tth,high
745,745:storage_out,52,24600,24607,25066,171,25237,637,630,java_release_time_tth,medium
746,746:storage_in,3,17387.84542,17388,17389,54,17443,55.15458,55,java_release_time_tth,medium
746,746:storage_out,52,19500,19645,19714,200,19914,414,269,java_release_time_tth,medium
747,747:storage_in,1,17387.92115,17387,17387,72,17459,71.07885,72,java_release_time_tth,high
747,747:storage_out,52,22200,22277,22594,210,22804,604,527,java_release_time_tth,medium
748,748:storage_in,2,17390.58777,17390,17390,75,17465,74.41223,75,java_release_time_tth,high
748,748:storage_out,52,22200,22278,22596,210,22806,606,528,java_release_time_tth,medium
749,749:storage_in,5,17392.10315,17392,17392,46,17438,45.89685,46,java_release_time_tth,high
749,749:storage_out,52,25500,25511,25896,199,26095,595,584,java_release_time_tth,medium
750,750:storage_in,4,17393.28214,17393,17393,80,17473,79.71786,80,java_release_time_tth,high
750,750:storage_out,52,19500,19646,19716,171,19887,387,241,java_release_time_tth,medium
751,751:storage_in,0,17393.47782,17393,17394,72,17466,72.52218,73,original_entry_time_tth,medium
751,751:storage_out,52,21300,21361,21406,210,21616,316,255,java_release_time_tth,medium
752,752:storage_in,1,17396.10648,17396,17396,50,17446,49.89352,50,java_release_time_tth,high
752,752:storage_out,52,21300,21362,21408,210,21618,318,256,java_release_time_tth,medium
753,753:storage_in,2,17398.81116,17398,17398,53,17451,52.18884,53,java_release_time_tth,high
753,753:storage_out,52,22200,22279,22598,213,22811,611,532,java_release_time_tth,medium
754,754:storage_in,4,17401.05957,17401,17401,47,17448,46.94043,47,java_release_time_tth,high
754,754:storage_out,52,23700,23740,23772,197,23969,269,229,java_release_time_tth,medium
755,755:storage_in,0,17406.81115,17406,17406,50,17456,49.18885,50,java_release_time_tth,high
755,755:storage_out,52,22200,22280,22600,210,22810,610,530,java_release_time_tth,medium
756,756:storage_in,3,17408.10752,17408,17408,54,17462,53.89248,54,java_release_time_tth,high
756,756:storage_out,52,22200,22281,22601,250,22851,651,570,java_release_time_tth,medium
757,757:storage_in,1,17409.2749,17409,17409,50,17459,49.7251,50,java_release_time_tth,high
757,757:storage_out,52,22200,22282,22602,235,22837,637,555,java_release_time_tth,medium
758,758:storage_in,4,17410.5547,17410,17410,80,17490,79.4453,80,java_release_time_tth,high
758,758:storage_out,52,22500,22544,23068,250,23318,818,774,java_release_time_tth,medium
759,759:storage_in,1,17411.20625,17411,17411,72,17483,71.79375,72,java_release_time_tth,high
759,759:storage_out,52,20700,20760,20788,235,21023,323,263,java_release_time_tth,medium
760,760:direct,5,17411.84538,17411,17411,194,17605,193.15462,194,java_release_time_tth,high
761,761:storage_in,2,17418.2919,17418,17418,53,17471,52.7081,53,java_release_time_tth,high
761,761:storage_out,52,20700,20761,20790,185,20975,275,214,java_release_time_tth,medium
762,762:direct,3,17419.81635,17419,17419,196,17615,195.18365,196,java_release_time_tth,high
763,763:storage_in,4,17422.62148,17422,17422,47,17469,46.37852,47,java_release_time_tth,high
763,763:storage_out,52,26700,26712,27513,200,27713,1013,1001,java_release_time_tth,medium
764,764:direct,5,17425.14969,17425,17425,194,17619,193.85031,194,java_release_time_tth,high
765,765:storage_in,3,17427.9488,17427,17427,54,17481,53.0512,54,java_release_time_tth,high
765,765:storage_out,52,21900,22001,22062,171,22233,333,232,java_release_time_tth,medium
766,766:storage_in,4,17430.51203,17430,17430,47,17477,46.48797,47,java_release_time_tth,high
766,766:storage_out,52,28200,28202,28637,171,28808,608,606,java_release_time_tth,medium
767,767:storage_in,5,17435.8455,17435,17435,79,17514,78.1545,79,java_release_time_tth,high
767,767:storage_out,52,21900,22002,22064,171,22235,335,233,java_release_time_tth,medium
768,768:storage_in,3,17438.5121,17438,17438,54,17492,53.4879,54,java_release_time_tth,high
768,768:storage_out,52,21900,22003,22065,146,22211,311,208,java_release_time_tth,medium
769,769:storage_in,0,17441.25449,17441,17441,46,17487,45.74551,46,java_release_time_tth,high
769,769:storage_out,52,21900,22004,22067,185,22252,352,248,java_release_time_tth,medium
770,770:storage_in,1,17443.82372,17443,17443,50,17493,49.17628,50,java_release_time_tth,high
770,770:storage_out,52,27000,27007,27956,210,28166,1166,1159,java_release_time_tth,medium
771,771:storage_in,4,17446.48295,17446,17446,80,17526,79.51705,80,java_release_time_tth,high
771,771:storage_out,52,21900,22005,22068,171,22239,339,234,java_release_time_tth,medium
772,772:storage_in,2,17446.97019,17446,17446,53,17499,52.02981,53,java_release_time_tth,high
772,772:storage_out,52,21900,22006,22071,185,22256,356,250,java_release_time_tth,medium
773,773:storage_in,0,17449.52429,17449,17449,46,17495,45.47571,46,java_release_time_tth,high
773,773:storage_out,52,24300,24325,24671,213,24884,584,559,java_release_time_tth,medium
774,774:storage_in,1,17454.58782,17454,17454,50,17504,49.41218,50,java_release_time_tth,high
774,774:storage_out,52,27900,27901,28497,210,28707,807,806,java_release_time_tth,medium
775,775:storage_in,5,17457.28823,17457,17457,46,17503,45.71177,46,java_release_time_tth,high
775,775:storage_out,52,24600,24608,25068,200,25268,668,660,java_release_time_tth,medium
776,776:storage_in,5,17464.80499,17464,17464,46,17510,45.19501,46,java_release_time_tth,high
776,776:storage_out,52,23100,23115,23298,199,23497,397,382,java_release_time_tth,medium
777,777:storage_in,2,17465.06426,17465,17465,53,17518,52.93574,53,java_release_time_tth,high
777,777:storage_out,52,24300,24326,24675,235,24910,610,584,java_release_time_tth,medium
778,778:storage_in,3,17467.31468,17467,17467,54,17521,53.68532,54,java_release_time_tth,high
778,778:storage_out,52,24600,24609,25070,146,25216,616,607,java_release_time_tth,medium
779,779:storage_in,0,17468.30351,17468,17468,46,17514,45.69649,46,java_release_time_tth,high
779,779:storage_out,52,27900,27902,28498,185,28683,783,781,java_release_time_tth,medium
780,780:storage_in,0,17487.63142,17487,17487,46,17533,45.36858,46,java_release_time_tth,high
780,780:storage_out,52,23700,23741,23773,210,23983,283,242,java_release_time_tth,medium
781,781:storage_in,1,17494.92968,17494,17494,50,17544,49.07032,50,java_release_time_tth,high
781,781:storage_out,52,20700,20762,20793,210,21003,303,241,java_release_time_tth,medium
782,782:direct,4,17499.81638,17499,17499,189,17688,188.18362,189,java_release_time_tth,high
783,783:direct,5,17505.28214,17505,17505,194,17699,193.71786,194,java_release_time_tth,high
784,784:direct,3,17507.84539,17507,17507,196,17703,195.15461,196,java_release_time_tth,high
785,785:storage_in,4,17513.30579,17513,17513,80,17593,79.69421,80,java_release_time_tth,high
785,785:storage_out,52,22200,22283,22604,171,22775,575,492,java_release_time_tth,medium
786,786:storage_in,2,17517.29586,17517,17517,53,17570,52.70414,53,java_release_time_tth,high
786,786:storage_out,52,21300,21363,21410,185,21595,295,232,java_release_time_tth,medium
787,787:storage_in,3,17526.12231,17526,17526,54,17580,53.87769,54,java_release_time_tth,high
787,787:storage_out,52,25500,25512,25898,199,26097,597,585,java_release_time_tth,medium
788,788:storage_in,5,17535.46461,17535,17535,46,17581,45.53539,46,java_release_time_tth,high
788,788:storage_out,52,24300,24327,24676,197,24873,573,546,java_release_time_tth,medium
789,789:storage_in,53,17577.98134,17577,17577,47,17624,46.01866,47,java_release_time_tth,high
789,789:storage_out,52,24000,24025,24373,235,24608,608,583,java_release_time_tth,medium
790,790:storage_in,53,17582.85708,17582,17582,47,17629,46.14292,47,java_release_time_tth,high
790,790:storage_out,52,24000,24026,24375,210,24585,585,559,java_release_time_tth,medium
791,791:storage_in,53,17587.95901,17587,17587,47,17634,46.04099,47,java_release_time_tth,high
791,791:storage_out,52,20700,20763,20797,213,21010,310,247,java_release_time_tth,medium
792,792:storage_in,53,17593.29227,17593,17593,47,17640,46.70773,47,java_release_time_tth,high
792,792:storage_out,52,20700,20764,20799,185,20984,284,220,java_release_time_tth,medium
793,793:storage_in,53,17598.38134,17598,17598,47,17645,46.61866,47,java_release_time_tth,high
793,793:storage_out,52,23700,23742,23779,185,23964,264,222,java_release_time_tth,medium
794,794:storage_in,53,17603.25708,17603,17603,47,17650,46.74292,47,java_release_time_tth,high
794,794:storage_out,52,23700,23743,23780,210,23990,290,247,java_release_time_tth,medium
795,795:storage_in,53,17608.35901,17608,17608,47,17655,46.64099,47,java_release_time_tth,high
795,795:storage_out,52,23700,23744,23782,213,23995,295,251,java_release_time_tth,medium
796,796:storage_in,53,17613.69227,17613,17613,47,17660,46.30773,47,java_release_time_tth,high
796,796:storage_out,52,23700,23745,23784,185,23969,269,224,java_release_time_tth,medium
797,797:storage_in,0,17617.4999,17617,17617,46,17663,45.5001,46,java_release_time_tth,high
797,797:storage_out,52,26700,26713,27516,213,27729,1029,1016,java_release_time_tth,medium
798,798:storage_in,53,17619.97923,17619,17619,47,17666,46.02077,47,java_release_time_tth,high
798,798:storage_out,52,23700,23746,23785,235,24020,320,274,java_release_time_tth,medium
799,799:storage_in,53,17622.08807,17622,17622,47,17669,46.91193,47,java_release_time_tth,high
799,799:storage_out,52,23700,23747,23786,197,23983,283,236,java_release_time_tth,medium
800,800:storage_in,53,17623.65708,17623,17624,47,17671,47.34292,48,original_entry_time_tth,medium
800,800:storage_out,52,23700,23748,23787,210,23997,297,249,java_release_time_tth,medium
801,801:storage_in,53,17625.53624,17625,17626,47,17673,47.46376,48,original_entry_time_tth,medium
801,801:storage_out,52,20700,20765,20800,235,21035,335,270,java_release_time_tth,medium
802,802:storage_in,53,17627.20845,17627,17628,47,17675,47.79155,48,original_entry_time_tth,medium
802,802:storage_out,52,23700,23749,23788,146,23934,234,185,java_release_time_tth,medium
803,803:storage_in,53,17628.5101,17628,17630,47,17677,48.4899,49,original_entry_time_tth,medium
803,803:storage_out,52,20700,20766,20802,210,21012,312,246,java_release_time_tth,medium
804,804:storage_in,53,17628.75901,17629,17632,47,17679,50.24099,50,java_release_time_tth,medium
804,804:storage_out,52,23700,23750,23789,210,23999,299,249,java_release_time_tth,medium
805,805:storage_in,53,17631.70121,17631,17634,47,17681,49.29879,50,original_entry_time_tth,medium
805,805:storage_out,52,20700,20767,20804,250,21054,354,287,java_release_time_tth,medium
806,806:storage_in,53,17632.50899,17632,17636,47,17683,50.49101,51,original_entry_time_tth,medium
806,806:storage_out,52,23700,23751,23791,146,23937,237,186,java_release_time_tth,medium
807,807:storage_in,53,17634.09227,17634,17638,47,17685,50.90773,51,original_entry_time_tth,medium
807,807:storage_out,52,23700,23752,23792,210,24002,302,250,java_release_time_tth,medium
808,808:storage_in,53,17637.5992,17637,17640,47,17687,49.4008,50,original_entry_time_tth,medium
808,808:storage_out,52,23700,23753,23794,200,23994,294,241,java_release_time_tth,medium
809,809:storage_in,53,17639.18134,17639,17642,47,17689,49.81866,50,original_entry_time_tth,medium
809,809:storage_out,52,23700,23754,23796,199,23995,295,241,java_release_time_tth,medium
810,810:storage_in,53,17642.48806,17642,17644,47,17691,48.51194,49,original_entry_time_tth,medium
810,810:storage_out,52,23700,23755,23798,222,24020,320,265,java_release_time_tth,medium
811,811:storage_in,53,17644.05708,17644,17646,47,17693,48.94292,49,original_entry_time_tth,medium
811,811:storage_out,52,23700,23756,23799,250,24049,349,293,java_release_time_tth,medium
812,812:storage_in,53,17647.60843,17647,17648,47,17695,47.39157,48,original_entry_time_tth,medium
812,812:storage_out,52,23700,23757,23800,171,23971,271,214,java_release_time_tth,medium
813,813:storage_in,53,17649.15901,17649,17650,47,17697,47.84099,48,original_entry_time_tth,medium
813,813:storage_out,52,20700,20768,20805,210,21015,315,247,java_release_time_tth,medium
814,814:storage_in,53,17654.49227,17654,17654,47,17701,46.50773,47,java_release_time_tth,high
814,814:storage_out,52,20700,20769,20810,235,21045,345,276,java_release_time_tth,medium
815,815:storage_in,53,17659.58134,17659,17659,47,17706,46.41866,47,java_release_time_tth,high
815,815:storage_out,52,24000,24027,24376,199,24575,575,548,java_release_time_tth,medium
816,816:storage_in,53,17664.45708,17664,17664,47,17711,46.54292,47,java_release_time_tth,high
816,816:storage_out,52,24000,24028,24377,250,24627,627,599,java_release_time_tth,medium
817,817:storage_in,53,17669.55901,17669,17669,47,17716,46.44099,47,java_release_time_tth,high
817,817:storage_out,52,23700,23758,23801,185,23986,286,228,java_release_time_tth,medium
818,818:storage_in,53,17674.89227,17674,17674,47,17721,46.10773,47,java_release_time_tth,high
818,818:storage_out,52,23700,23759,23802,210,24012,312,253,java_release_time_tth,medium
819,819:storage_in,53,17677.39673,17677,17677,47,17724,46.60327,47,java_release_time_tth,high
819,819:storage_out,52,23700,23760,23804,199,24003,303,243,java_release_time_tth,medium
820,820:storage_in,53,17679.4462,17679,17679,47,17726,46.5538,47,java_release_time_tth,high
820,820:storage_out,52,20700,20770,20812,213,21025,325,255,java_release_time_tth,medium
821,821:storage_in,53,17682.04388,17682,17682,47,17729,46.95612,47,java_release_time_tth,high
821,821:storage_out,52,23700,23761,23806,210,24016,316,255,java_release_time_tth,medium
822,822:storage_in,53,17684.08394,17684,17684,47,17731,46.91606,47,java_release_time_tth,high
822,822:storage_out,52,23700,23762,23808,146,23954,254,192,java_release_time_tth,medium
823,823:storage_in,53,17686.13219,17686,17686,47,17733,46.86781,47,java_release_time_tth,high
823,823:storage_out,52,23700,23763,23809,210,24019,319,256,java_release_time_tth,medium
824,824:storage_in,53,17690.18902,17690,17690,47,17737,46.81098,47,java_release_time_tth,high
824,824:storage_out,52,24000,24029,24379,210,24589,589,560,java_release_time_tth,medium
825,825:storage_in,53,17695.29227,17695,17695,47,17742,46.70773,47,java_release_time_tth,high
825,825:storage_out,52,24000,24030,24381,213,24594,594,564,java_release_time_tth,medium
826,826:storage_in,53,17700.38134,17700,17700,47,17747,46.61866,47,java_release_time_tth,high
826,826:storage_out,52,20700,20771,20813,250,21063,363,292,java_release_time_tth,medium
827,827:storage_in,53,17705.25708,17705,17705,47,17752,46.74292,47,java_release_time_tth,high
827,827:storage_out,52,20700,20772,20814,199,21013,313,241,java_release_time_tth,medium
828,828:storage_in,53,17729.35382,17729,17729,47,17776,46.64618,47,java_release_time_tth,high
828,828:storage_out,52,20700,20773,20816,199,21015,315,242,java_release_time_tth,medium
829,829:storage_in,53,17772.06064,17772,17772,47,17819,46.93936,47,java_release_time_tth,high
829,829:storage_out,52,23700,23764,23810,146,23956,256,192,java_release_time_tth,medium
830,830:storage_in,53,17773.98526,17773,17774,47,17821,47.01474,48,original_entry_time_tth,medium
830,830:storage_out,52,21900,22007,22072,171,22243,343,236,java_release_time_tth,medium
831,831:storage_in,53,17781.98525,17781,17781,47,17828,46.01475,47,java_release_time_tth,high
831,831:storage_out,52,20400,20431,20449,222,20671,271,240,java_release_time_tth,medium
832,832:storage_in,53,17787.31866,17787,17787,47,17834,46.68134,47,java_release_time_tth,high
832,832:storage_out,52,21900,22008,22073,185,22258,358,250,java_release_time_tth,medium
833,833:storage_in,53,17788.02247,17788,17789,47,17836,47.97753,48,original_entry_time_tth,medium
833,833:storage_out,52,23700,23765,23811,171,23982,282,217,java_release_time_tth,medium
834,834:direct,53,17789.98533,17789,17791,190,17981,191.01467,192,original_entry_time_tth,medium
835,835:storage_in,53,17790.68912,17790,17793,47,17840,49.31088,50,original_entry_time_tth,medium
835,835:storage_out,52,24000,24031,24383,199,24582,582,551,java_release_time_tth,medium
836,836:storage_in,53,17792.65207,17792,17795,47,17842,49.34793,50,original_entry_time_tth,medium
836,836:storage_out,52,22200,22284,22606,171,22777,577,493,java_release_time_tth,medium
837,837:storage_in,53,17793.52445,17793,17797,47,17844,50.47555,51,original_entry_time_tth,medium
837,837:storage_out,52,23700,23766,23813,213,24026,326,260,java_release_time_tth,medium
838,838:storage_in,53,17795.70055,17795,17799,47,17846,50.29945,51,original_entry_time_tth,medium
838,838:storage_out,52,20700,20774,20818,213,21031,331,257,java_release_time_tth,medium
839,839:storage_in,53,17797.9854,17797,17801,47,17848,50.0146,51,original_entry_time_tth,medium
839,839:storage_out,52,22200,22285,22609,210,22819,619,534,java_release_time_tth,medium
840,840:storage_in,53,17803.31864,17803,17803,47,17850,46.68136,47,java_release_time_tth,high
840,840:storage_out,52,22200,22286,22612,210,22822,622,536,java_release_time_tth,medium
841,841:storage_in,53,17805.98523,17805,17805,47,17852,46.01477,47,java_release_time_tth,high
841,841:storage_out,52,21900,22009,22074,210,22284,384,275,java_release_time_tth,medium
842,842:storage_in,53,17808.65164,17808,17808,47,17855,46.34836,47,java_release_time_tth,high
842,842:storage_out,52,21900,22010,22076,185,22261,361,251,java_release_time_tth,medium
843,843:storage_in,2,17829.89066,17829,17829,53,17882,52.10934,53,java_release_time_tth,high
843,843:storage_out,52,28500,28500,28801,222,29023,523,523,ambiguous_equal,tie
844,844:storage_in,0,17832.55728,17832,17832,46,17878,45.44272,46,java_release_time_tth,high
844,844:storage_out,52,26400,26414,27117,200,27317,917,903,java_release_time_tth,medium
845,845:storage_in,5,17838.39289,17838,17838,46,17884,45.60711,46,java_release_time_tth,high
845,845:storage_out,52,20700,20775,20820,199,21019,319,244,java_release_time_tth,medium
846,846:direct,3,17838.48292,17838,17838,196,18034,195.51708,196,java_release_time_tth,high
847,847:storage_in,1,17839.83527,17839,17839,50,17889,49.16473,50,java_release_time_tth,high
847,847:storage_out,52,27600,27603,28309,197,28506,906,903,java_release_time_tth,medium
848,848:direct,4,17841.28218,17841,17841,189,18030,188.71782,189,java_release_time_tth,high
849,849:storage_in,3,17843.78385,17843,17843,54,17897,53.21615,54,java_release_time_tth,high
849,849:storage_out,52,22200,22287,22613,250,22863,663,576,java_release_time_tth,medium
850,850:storage_in,53,17844.22912,17844,17844,73,17917,72.77088,73,java_release_time_tth,high
850,850:storage_out,52,23700,23767,23815,185,24000,300,233,java_release_time_tth,medium
851,851:direct,5,17846.48296,17846,17846,194,18040,193.51704,194,java_release_time_tth,high
852,852:storage_in,2,17847.64994,17847,17847,53,17900,52.35006,53,java_release_time_tth,high
852,852:storage_out,52,21300,21364,21411,222,21633,333,269,java_release_time_tth,medium
853,853:storage_in,4,17849.11721,17849,17849,80,17929,79.88279,80,java_release_time_tth,high
853,853:storage_out,52,24900,24915,25312,199,25511,611,596,java_release_time_tth,medium
854,854:direct,3,17849.17862,17849,17849,196,18045,195.82138,196,java_release_time_tth,high
855,855:storage_in,1,17850.14278,17850,17851,50,17901,50.85722,51,original_entry_time_tth,medium
855,855:storage_out,52,20700,20776,20823,210,21033,333,257,java_release_time_tth,medium
856,856:storage_in,0,17850.53999,17850,17852,46,17898,47.46001,48,original_entry_time_tth,medium
856,856:storage_out,52,25500,25513,25911,200,26111,611,598,java_release_time_tth,medium
857,857:direct,5,17851.67286,17851,17851,275,18126,274.32714,275,java_release_time_tth,high
858,858:storage_in,1,17852.99262,17852,17853,72,17925,72.00738,73,original_entry_time_tth,medium
858,858:storage_out,52,21300,21365,21413,200,21613,313,248,java_release_time_tth,medium
859,859:storage_in,4,17853.43665,17853,17853,80,17933,79.56335,80,java_release_time_tth,high
859,859:storage_out,52,23100,23116,23300,277,23577,477,461,java_release_time_tth,medium
860,860:storage_in,3,17854.45071,17854,17854,54,17908,53.54929,54,java_release_time_tth,high
860,860:storage_out,52,21300,21366,21419,171,21590,290,224,java_release_time_tth,medium
861,861:storage_in,2,17855.87332,17855,17856,53,17909,53.12668,54,original_entry_time_tth,medium
861,861:storage_out,52,20700,20777,20827,210,21037,337,260,java_release_time_tth,medium
862,862:direct,4,17857.11739,17857,17857,218,18075,217.88261,218,java_release_time_tth,high
863,863:direct,4,17857.14961,17858,17859,189,18048,190.85039,190,java_release_time_tth,medium
864,864:storage_in,0,17858.53994,17858,17863,50,17913,54.46006,55,original_entry_time_tth,medium
864,864:storage_out,52,21300,21367,21421,146,21567,267,200,java_release_time_tth,medium
865,865:storage_in,5,17858.66753,17858,17858,77,17935,76.33247,77,java_release_time_tth,high
865,865:storage_out,52,23700,23768,23816,199,24015,315,247,java_release_time_tth,medium
866,866:storage_in,2,17859.92116,17859,17859,53,17912,52.07884,53,java_release_time_tth,high
866,866:storage_out,52,25800,25821,26187,213,26400,600,579,java_release_time_tth,medium
867,867:direct,5,17859.94887,17859,17860,194,18054,194.05113,195,original_entry_time_tth,medium
868,868:storage_in,1,17860.99265,17860,17860,50,17910,49.00735,50,java_release_time_tth,high
868,868:storage_out,52,20700,20778,20828,185,21013,313,235,java_release_time_tth,medium
869,869:storage_in,3,17861.43661,17861,17861,54,17915,53.56339,54,java_release_time_tth,high
869,869:storage_out,52,24900,24916,25314,199,25513,613,597,java_release_time_tth,medium
870,870:storage_in,3,17862.48295,17862,17863,54,17917,54.51705,55,original_entry_time_tth,medium
870,870:storage_out,52,26100,26114,26636,146,26782,682,668,java_release_time_tth,medium
871,871:storage_in,0,17862.60449,17862,17868,50,17918,55.39551,56,original_entry_time_tth,medium
871,871:storage_out,52,20700,20779,20829,213,21042,342,263,java_release_time_tth,medium
872,872:storage_in,53,17863.47064,17863,17866,73,17939,75.52936,76,original_entry_time_tth,medium
872,872:storage_out,52,21900,22011,22077,199,22276,376,265,java_release_time_tth,medium
873,873:storage_in,2,17863.83533,17863,17863,78,17941,77.16467,78,java_release_time_tth,high
873,873:storage_out,52,21300,21368,21422,200,21622,322,254,java_release_time_tth,medium
874,874:storage_in,4,17864.04157,17864,17864,80,17944,79.95843,80,java_release_time_tth,high
874,874:storage_out,52,21900,22012,22079,199,22278,378,266,java_release_time_tth,medium
875,875:storage_in,4,17865.2327,17865,17866,80,17946,80.7673,81,original_entry_time_tth,medium
875,875:storage_out,52,24900,24917,25316,200,25516,616,599,java_release_time_tth,medium
876,876:storage_in,53,17866.13731,17866,17869,73,17942,75.86269,76,original_entry_time_tth,medium
876,876:storage_out,52,22200,22288,22614,199,22813,613,525,java_release_time_tth,medium
877,877:storage_in,1,17867.93782,17867,17869,50,17919,51.06218,52,original_entry_time_tth,medium
877,877:storage_out,52,20700,20780,20833,235,21068,368,288,java_release_time_tth,medium
878,878:storage_in,53,17868.80402,17868,17874,47,17921,52.19598,53,original_entry_time_tth,medium
878,878:storage_out,52,21900,22013,22081,199,22280,380,267,java_release_time_tth,medium
879,879:storage_in,5,17869.30627,17869,17869,79,17948,78.69373,79,java_release_time_tth,high
879,879:storage_out,52,22500,22545,23069,199,23268,768,723,java_release_time_tth,medium
880,880:storage_in,5,17870.33964,17870,17871,79,17950,79.66036,80,original_entry_time_tth,medium
880,880:storage_out,52,22200,22289,22616,146,22762,562,473,java_release_time_tth,medium
881,881:storage_in,2,17870.58782,17870,17870,53,17923,52.41218,53,java_release_time_tth,high
881,881:storage_out,52,20700,20781,20835,235,21070,370,289,java_release_time_tth,medium
882,882:direct,5,17870.61558,17871,17873,195,18068,197.38442,197,java_release_time_tth,medium
883,883:storage_in,3,17872.10746,17872,17872,54,17926,53.89254,54,java_release_time_tth,high
883,883:storage_out,52,21900,22014,22083,275,22358,458,344,java_release_time_tth,medium
884,884:storage_in,3,17873.1173,17873,17874,54,17928,54.8827,55,original_entry_time_tth,medium
884,884:storage_out,52,21900,22015,22084,146,22230,330,215,java_release_time_tth,medium
885,885:storage_in,0,17873.43977,17873,17874,50,17924,50.56023,51,original_entry_time_tth,medium
885,885:storage_out,52,23700,23769,23818,185,24003,303,234,java_release_time_tth,medium
886,886:storage_in,53,17874.13727,17874,17888,73,17961,86.86273,87,original_entry_time_tth,medium
886,886:storage_out,52,22200,22290,22617,275,22892,692,602,java_release_time_tth,medium
887,887:storage_in,4,17874.76984,17874,17874,80,17954,79.23016,80,java_release_time_tth,high
887,887:storage_out,52,21900,22016,22085,199,22284,384,268,java_release_time_tth,medium
888,888:storage_in,1,17874.89033,17874,17879,50,17929,54.10967,55,original_entry_time_tth,medium
888,888:storage_out,52,22200,22291,22619,213,22832,632,541,java_release_time_tth,medium
889,889:storage_in,4,17875.56243,17875,17876,80,17956,80.43757,81,original_entry_time_tth,medium
889,889:storage_out,52,24900,24918,25318,200,25518,618,600,java_release_time_tth,medium
890,890:storage_in,1,17876.1065,17876,17884,50,17934,57.8935,58,original_entry_time_tth,medium
890,890:storage_out,52,20700,20782,20836,210,21046,346,264,java_release_time_tth,medium
891,891:storage_in,5,17877.33416,17877,17878,79,17957,79.66584,80,original_entry_time_tth,medium
891,891:storage_out,52,26100,26115,26637,199,26836,736,721,java_release_time_tth,medium
892,892:storage_in,5,17878.33972,17878,17880,79,17959,80.66028,81,original_entry_time_tth,medium
892,892:storage_out,52,24900,24919,25322,222,25544,644,625,java_release_time_tth,medium
893,893:storage_in,2,17878.4091,17878,17878,53,17931,52.5909,53,java_release_time_tth,high
893,893:storage_out,52,21900,22017,22087,213,22300,400,283,java_release_time_tth,medium
894,894:storage_in,2,17878.58808,17879,17880,53,17933,54.41192,54,java_release_time_tth,medium
894,894:storage_out,52,20700,20783,20837,235,21072,372,289,java_release_time_tth,medium
895,895:storage_in,53,17879.39195,17879,17894,73,17967,87.60805,88,original_entry_time_tth,medium
895,895:storage_out,52,21900,22018,22090,146,22236,336,218,java_release_time_tth,medium
896,896:storage_in,3,17880.10758,17880,17880,82,17962,81.89242,82,java_release_time_tth,high
896,896:storage_out,52,21900,22019,22091,199,22290,390,271,java_release_time_tth,medium
897,897:storage_in,0,17881.47781,17881,17886,50,17936,54.52219,55,original_entry_time_tth,medium
897,897:storage_out,52,26400,26415,27118,185,27303,903,888,java_release_time_tth,medium
898,898:storage_in,0,17881.80337,17882,17891,50,17941,59.19663,59,java_release_time_tth,medium
