task_id,segment_id,start_node,entry_time,java_release_time,output_start_time,output_tth,finish_time_if_reconstructable,tth_if_entry_denominator,tth_if_release_denominator,closest_denominator,confidence
159,159:storage_in,1,14257.25449,14257,14257,51,14308,50.74551,51,java_release_time_tth,high
159,159:storage_out,52,21300,21313,21317,185,21502,202,189,java_release_time_tth,medium
160,160:storage_in,1,14258.50193,14258,14259,51,14310,51.49807,52,original_entry_time_tth,medium
160,160:storage_out,52,25500,25500,25869,171,26040,540,540,ambiguous_equal,tie
161,161:storage_in,2,14259.92116,14259,14259,53,14312,52.07884,53,java_release_time_tth,high
161,161:storage_out,52,25200,25200,25661,185,25846,646,646,ambiguous_equal,tie
162,162:storage_in,4,14259.9489,14259,14259,47,14306,46.0511,47,java_release_time_tth,high
162,162:storage_out,52,24900,24901,25276,222,25498,598,597,java_release_time_tth,medium
163,163:storage_in,0,14262.60449,14262,14264,50,14314,51.39551,52,original_entry_time_tth,medium
163,163:storage_out,52,25200,25201,25662,210,25872,672,671,java_release_time_tth,medium
164,164:storage_in,5,14262.61544,14262,14262,79,14341,78.38456,79,java_release_time_tth,high
164,164:storage_out,52,23700,23710,23717,146,23863,163,153,java_release_time_tth,medium
165,165:storage_in,5,14263.97293,14263,14264,79,14343,79.02707,80,original_entry_time_tth,medium
165,165:storage_out,52,22500,22510,23009,199,23208,708,698,java_release_time_tth,medium
166,166:storage_in,3,14265.28217,14265,14265,54,14319,53.71783,54,java_release_time_tth,high
166,166:storage_out,52,24900,24902,25279,200,25479,579,577,java_release_time_tth,medium
167,167:storage_in,1,14266.14278,14266,14266,51,14317,50.85722,51,java_release_time_tth,high
167,167:storage_out,52,24000,24013,24341,210,24551,551,538,java_release_time_tth,medium
168,168:storage_in,3,14266.76983,14266,14267,54,14321,54.23017,55,original_entry_time_tth,medium
168,168:storage_out,52,24900,24903,25283,199,25482,582,579,java_release_time_tth,medium
169,169:storage_in,4,14267.94879,14267,14267,80,14347,79.05121,80,java_release_time_tth,high
169,169:storage_out,52,23700,23711,23718,200,23918,218,207,java_release_time_tth,medium
170,170:storage_in,2,14268.44148,14268,14268,78,14346,77.55852,78,java_release_time_tth,high
170,170:storage_out,52,23700,23712,23719,210,23929,229,217,java_release_time_tth,medium
171,171:storage_in,4,14269.33408,14269,14269,80,14349,79.66592,80,java_release_time_tth,high
171,171:storage_out,52,25800,25800,26139,199,26338,538,538,ambiguous_equal,tie
172,172:storage_in,5,14270.48292,14270,14271,79,14350,79.51708,80,original_entry_time_tth,medium
172,172:storage_out,52,20400,20407,20409,200,20609,209,202,java_release_time_tth,medium
173,173:storage_in,5,14271.97292,14271,14273,79,14352,80.02708,81,original_entry_time_tth,medium
173,173:storage_out,52,24000,24014,24342,199,24541,541,527,java_release_time_tth,medium
174,174:storage_in,3,14274.70806,14274,14274,54,14328,53.29194,54,java_release_time_tth,high
174,174:storage_out,52,21900,21929,21943,250,22193,293,264,java_release_time_tth,medium
175,175:storage_in,0,14278.60449,14278,14278,46,14324,45.39551,46,java_release_time_tth,high
175,175:storage_out,52,25800,25801,26142,210,26352,552,551,java_release_time_tth,medium
176,176:storage_in,4,14280.00097,14280,14280,80,14360,79.99903,80,java_release_time_tth,high
176,176:storage_out,52,22500,22511,23011,199,23210,710,699,java_release_time_tth,medium
177,177:storage_in,1,14281.25448,14281,14281,51,14332,50.74552,51,java_release_time_tth,high
177,177:storage_out,52,22200,22221,22492,185,22677,477,456,java_release_time_tth,medium
178,178:storage_in,5,14282.66752,14282,14282,79,14361,78.33248,79,java_release_time_tth,high
178,178:storage_out,52,22500,22512,23013,199,23212,712,700,java_release_time_tth,medium
179,179:storage_in,2,14283.93781,14283,14283,53,14336,52.06219,53,java_release_time_tth,high
179,179:storage_out,52,24000,24015,24344,235,24579,579,564,java_release_time_tth,medium
180,180:storage_in,3,14285.43641,14285,14285,54,14339,53.56359,54,java_release_time_tth,high
180,180:storage_out,52,19500,19538,19546,199,19745,245,207,java_release_time_tth,medium
181,181:storage_in,0,14286.58777,14286,14287,46,14333,46.41223,47,original_entry_time_tth,medium
181,181:storage_out,52,21300,21314,21318,235,21553,253,239,java_release_time_tth,medium
182,182:storage_in,1,14289.47782,14289,14290,51,14341,51.52218,52,original_entry_time_tth,medium
182,182:storage_out,52,21900,21930,21944,210,22154,254,224,java_release_time_tth,medium
183,183:storage_in,2,14292.14448,14292,14292,53,14345,52.85552,53,java_release_time_tth,high
183,183:storage_out,52,25800,25802,26144,210,26354,554,552,java_release_time_tth,medium
184,184:storage_in,3,14318.61549,14318,14318,54,14372,53.38451,54,java_release_time_tth,high
184,184:storage_out,52,23700,23713,23720,171,23891,191,178,java_release_time_tth,medium
185,185:storage_in,4,14329.28824,14329,14329,80,14409,79.71176,80,java_release_time_tth,high
185,185:storage_out,52,21300,21315,21319,146,21465,165,150,java_release_time_tth,medium
186,186:storage_in,0,14329.43982,14329,14329,46,14375,45.56018,46,java_release_time_tth,high
186,186:storage_out,52,22500,22513,23015,210,23225,725,712,java_release_time_tth,medium
187,187:storage_in,1,14331.93781,14331,14331,51,14382,50.06219,51,java_release_time_tth,high
187,187:storage_out,52,24900,24904,25285,213,25498,598,594,java_release_time_tth,medium
188,188:storage_in,2,14337.25449,14337,14337,53,14390,52.74551,53,java_release_time_tth,high
188,188:storage_out,52,24300,24306,24612,185,24797,497,491,java_release_time_tth,medium
189,189:storage_in,0,14340.10648,14340,14340,46,14386,45.89352,46,java_release_time_tth,high
189,189:storage_out,52,22500,22514,23017,185,23202,702,688,java_release_time_tth,medium
190,190:storage_in,1,14345.2711,14345,14345,51,14396,50.7289,51,java_release_time_tth,high
190,190:storage_out,52,23700,23714,23722,210,23932,232,218,java_release_time_tth,medium
191,191:storage_in,2,14414.78355,14414,14414,53,14467,52.21645,53,java_release_time_tth,high
191,191:storage_out,52,23700,23715,23723,185,23908,208,193,java_release_time_tth,medium
192,192:storage_in,4,14427.47038,14427,14427,47,14474,46.52962,47,java_release_time_tth,high
192,192:storage_out,52,23700,23716,23726,199,23925,225,209,java_release_time_tth,medium
193,193:storage_in,53,14577.75708,14577,14577,47,14624,46.24292,47,java_release_time_tth,high
193,193:storage_out,52,20700,20712,20719,210,20929,229,217,java_release_time_tth,medium
194,194:storage_in,53,14582.85901,14582,14582,47,14629,46.14099,47,java_release_time_tth,high
194,194:storage_out,52,20700,20713,20721,185,20906,206,193,java_release_time_tth,medium
195,195:storage_in,53,14588.19227,14588,14588,47,14635,46.80773,47,java_release_time_tth,high
195,195:storage_out,52,20700,20714,20722,199,20921,221,207,java_release_time_tth,medium
196,196:storage_in,53,14593.28134,14593,14593,47,14640,46.71866,47,java_release_time_tth,high
196,196:storage_out,52,20700,20715,20723,250,20973,273,258,java_release_time_tth,medium
197,197:storage_in,53,14598.15708,14598,14598,47,14645,46.84292,47,java_release_time_tth,high
197,197:storage_out,52,20700,20716,20724,210,20934,234,218,java_release_time_tth,medium
198,198:storage_in,53,14603.25901,14603,14603,47,14650,46.74099,47,java_release_time_tth,high
198,198:storage_out,52,20700,20717,20726,185,20911,211,194,java_release_time_tth,medium
199,199:storage_in,53,14681.52445,14681,14681,47,14728,46.47555,47,java_release_time_tth,high
199,199:storage_out,52,20700,20718,20727,210,20937,237,219,java_release_time_tth,medium
200,200:storage_in,53,14686.89579,14686,14686,47,14733,46.10421,47,java_release_time_tth,high
200,200:storage_out,52,20700,20719,20729,199,20928,228,209,java_release_time_tth,medium
201,201:storage_in,53,14745.56245,14745,14745,47,14792,46.43755,47,java_release_time_tth,high
201,201:storage_out,52,20700,20720,20730,185,20915,215,195,java_release_time_tth,medium
202,202:storage_in,53,14792.65194,14792,14792,47,14839,46.34806,47,java_release_time_tth,high
202,202:storage_out,52,19500,19539,19548,171,19719,219,180,java_release_time_tth,medium
203,203:storage_in,5,14843.81627,14843,14843,46,14889,45.18373,46,java_release_time_tth,high
203,203:storage_out,52,24600,24602,25058,146,25204,604,602,java_release_time_tth,medium
204,204:storage_in,3,14846.48295,14846,14846,54,14900,53.51705,54,java_release_time_tth,high
204,204:storage_out,52,21900,21931,21946,146,22092,192,161,java_release_time_tth,medium
205,205:storage_in,4,14849.23362,14849,14849,47,14896,46.76638,47,java_release_time_tth,high
205,205:storage_out,52,19500,19540,19550,171,19721,221,181,java_release_time_tth,medium
206,206:storage_in,5,14854.61557,14854,14854,79,14933,78.38443,79,java_release_time_tth,high
206,206:storage_out,52,19500,19541,19551,146,19697,197,156,java_release_time_tth,medium
207,207:storage_in,2,14855.83527,14855,14855,53,14908,52.16473,53,java_release_time_tth,high
207,207:storage_out,52,26400,26400,27090,200,27290,890,890,ambiguous_equal,tie
208,208:storage_in,3,14857.28813,14857,14857,54,14911,53.71187,54,java_release_time_tth,high
208,208:storage_out,52,19500,19542,19552,171,19723,223,181,java_release_time_tth,medium
209,209:storage_in,0,14858.25444,14858,14858,46,14904,45.74556,46,java_release_time_tth,high
209,209:storage_out,52,25800,25803,26146,210,26356,556,553,java_release_time_tth,medium
210,210:storage_in,5,14858.66752,14858,14858,79,14937,78.33248,79,java_release_time_tth,high
210,210:storage_out,52,20700,20721,20731,199,20930,230,209,java_release_time_tth,medium
211,211:storage_in,4,14859.95491,14859,14859,47,14906,46.04509,47,java_release_time_tth,high
211,211:storage_out,52,19500,19543,19553,146,19699,199,156,java_release_time_tth,medium
212,212:storage_in,1,14860.82182,14860,14862,51,14913,52.17818,53,original_entry_time_tth,medium
212,212:storage_out,52,23700,23717,23728,210,23938,238,221,java_release_time_tth,medium
213,213:storage_in,3,14861.33419,14861,14861,54,14915,53.66581,54,java_release_time_tth,high
213,213:storage_out,52,19500,19544,19554,199,19753,253,209,java_release_time_tth,medium
214,214:storage_in,5,14862.62156,14862,14862,79,14941,78.37844,79,java_release_time_tth,high
214,214:storage_out,52,20400,20408,20410,146,20556,156,148,java_release_time_tth,medium
215,215:storage_in,4,14863.97301,14863,14863,80,14943,79.02699,80,java_release_time_tth,high
215,215:storage_out,52,25500,25501,25871,250,26121,621,620,java_release_time_tth,medium
216,216:storage_in,2,14865.5483,14865,14865,53,14918,52.4517,53,java_release_time_tth,high
216,216:storage_out,52,24300,24307,24615,210,24825,525,518,java_release_time_tth,medium
217,217:storage_in,5,14866.63978,14866,14866,79,14945,78.36022,79,java_release_time_tth,high
217,217:storage_out,52,25800,25804,26148,199,26347,547,543,java_release_time_tth,medium
218,218:storage_in,3,14867.95502,14867,14867,54,14921,53.04498,54,java_release_time_tth,high
218,218:storage_out,52,19500,19545,19556,171,19727,227,182,java_release_time_tth,medium
219,219:storage_in,0,14868.92116,14868,14870,46,14916,47.07884,48,original_entry_time_tth,medium
219,219:storage_out,52,22200,22222,22493,210,22703,503,481,java_release_time_tth,medium
220,220:storage_in,3,14869.44076,14869,14869,54,14923,53.55924,54,java_release_time_tth,high
220,220:storage_out,52,24300,24308,24616,277,24893,593,585,java_release_time_tth,medium
221,221:storage_in,1,14871.47714,14871,14874,51,14925,53.52286,54,original_entry_time_tth,medium
221,221:storage_out,52,24300,24309,24619,210,24829,529,520,java_release_time_tth,medium
222,222:storage_in,4,14872.10315,14872,14872,80,14952,79.89685,80,java_release_time_tth,high
222,222:storage_out,52,25500,25502,25873,199,26072,572,570,java_release_time_tth,medium
223,223:storage_in,2,14873.79428,14873,14873,53,14926,52.20572,53,java_release_time_tth,high
223,223:storage_out,52,22200,22223,22495,185,22680,480,457,java_release_time_tth,medium
224,224:storage_in,5,14874.63957,14874,14874,79,14953,78.36043,79,java_release_time_tth,high
224,224:storage_out,52,22200,22224,22496,199,22695,495,471,java_release_time_tth,medium
225,225:storage_in,5,14875.67291,14875,14876,79,14955,79.32709,80,original_entry_time_tth,medium
225,225:storage_out,52,19500,19546,19558,171,19729,229,183,java_release_time_tth,medium
226,226:storage_in,3,14877.43642,14877,14877,54,14931,53.56358,54,java_release_time_tth,high
226,226:storage_out,52,23100,23104,23277,275,23552,452,448,java_release_time_tth,medium
227,227:storage_in,4,14879.97296,14879,14879,80,14959,79.02704,80,java_release_time_tth,high
227,227:storage_out,52,22200,22225,22498,275,22773,573,548,java_release_time_tth,medium
228,228:storage_in,5,14882.77424,14882,14882,46,14928,45.22576,46,java_release_time_tth,high
228,228:storage_out,52,23100,23105,23279,275,23554,454,449,java_release_time_tth,medium
229,229:storage_in,0,14884.10648,14884,14885,72,14957,72.89352,73,original_entry_time_tth,medium
229,229:storage_out,52,20700,20722,20732,210,20942,242,220,java_release_time_tth,medium
230,230:storage_in,3,14885.43644,14885,14885,54,14939,53.56356,54,java_release_time_tth,high
230,230:storage_out,52,21900,21932,21947,199,22146,246,214,java_release_time_tth,medium
231,231:storage_in,1,14886.81115,14886,14886,51,14937,50.18885,51,java_release_time_tth,high
231,231:storage_out,52,21900,21933,21948,185,22133,233,200,java_release_time_tth,medium
232,232:storage_in,4,14888.10738,14888,14888,47,14935,46.89262,47,java_release_time_tth,high
232,232:storage_out,52,21900,21934,21949,199,22148,248,214,java_release_time_tth,medium
233,233:storage_in,2,14889.47782,14889,14889,53,14942,52.52218,53,java_release_time_tth,high
233,233:storage_out,52,21900,21935,21951,210,22161,261,226,java_release_time_tth,medium
234,234:storage_in,0,14892.10644,14892,14894,46,14940,47.89356,48,original_entry_time_tth,medium
234,234:storage_out,52,20700,20723,20733,235,20968,268,245,java_release_time_tth,medium
235,235:storage_in,1,14894.58807,14894,14894,51,14945,50.41193,51,java_release_time_tth,high
235,235:storage_out,52,25800,25805,26150,210,26360,560,555,java_release_time_tth,medium
236,236:storage_in,4,14923.84544,14923,14923,47,14970,46.15456,47,java_release_time_tth,high
236,236:storage_out,52,22200,22226,22500,171,22671,471,445,java_release_time_tth,medium
237,237:storage_in,5,14934.48295,14934,14934,46,14980,45.51705,46,java_release_time_tth,high
237,237:storage_out,52,24300,24310,24621,197,24818,518,508,java_release_time_tth,medium
238,238:storage_in,5,14941.4366,14941,14941,46,14987,45.5634,46,java_release_time_tth,high
238,238:storage_out,52,19500,19547,19560,199,19759,259,212,java_release_time_tth,medium
239,239:storage_in,3,14944.00076,14944,14944,54,14998,53.99924,54,java_release_time_tth,high
239,239:storage_out,52,24300,24311,24626,199,24825,525,514,java_release_time_tth,medium
240,240:storage_in,0,14996.31389,14996,14996,46,15042,45.68611,46,java_release_time_tth,high
240,240:storage_out,52,25500,25503,25879,146,26025,525,522,java_release_time_tth,medium
241,241:storage_in,3,15006.67027,15006,15006,54,15060,53.32973,54,java_release_time_tth,high
241,241:storage_out,52,21900,21936,21952,146,22098,198,162,java_release_time_tth,medium
242,242:storage_in,2,15025.04903,15025,15025,53,15078,52.95097,53,java_release_time_tth,high
242,242:storage_out,52,21900,21937,21953,210,22163,263,226,java_release_time_tth,medium
243,243:storage_in,4,15031.12563,15031,15031,80,15111,79.87437,80,java_release_time_tth,high
243,243:storage_out,52,24600,24603,25059,200,25259,659,656,java_release_time_tth,medium
244,244:storage_in,53,15177.99227,15177,15177,47,15224,46.00773,47,java_release_time_tth,high
244,244:storage_out,52,21300,21316,21320,210,21530,230,214,java_release_time_tth,medium
245,245:storage_in,53,15183.08134,15183,15183,47,15230,46.91866,47,java_release_time_tth,high
245,245:storage_out,52,21300,21317,21322,210,21532,232,215,java_release_time_tth,medium
246,246:storage_in,53,15187.95708,15187,15187,47,15234,46.04292,47,java_release_time_tth,high
246,246:storage_out,52,21300,21318,21323,146,21469,169,151,java_release_time_tth,medium
247,247:storage_in,53,15193.05901,15193,15193,47,15240,46.94099,47,java_release_time_tth,high
247,247:storage_out,52,21300,21319,21324,171,21495,195,176,java_release_time_tth,medium
248,248:storage_in,53,15198.39227,15198,15198,47,15245,46.60773,47,java_release_time_tth,high
248,248:storage_out,52,21300,21320,21326,210,21536,236,216,java_release_time_tth,medium
249,249:storage_in,53,15203.48134,15203,15203,47,15250,46.51866,47,java_release_time_tth,high
249,249:storage_out,52,21300,21321,21327,185,21512,212,191,java_release_time_tth,medium
250,250:storage_in,53,15222.30902,15222,15222,47,15269,46.69098,47,java_release_time_tth,high
250,250:storage_out,52,21600,21604,21605,171,21776,176,172,java_release_time_tth,medium
