scenario,context,replay_variant,variant_mode,diagnostic_ablation,hybrid_repair,max_tasks,planned_count,unplanned_count,decision_count,legacy_route_next_labels,route_intent_task_coverage,move_now_legacy_labels,wait_edge_capacity_labels,wait_edge_queue_labels,wait_node_capacity_labels,wait_merge_group_labels,wait_fault_repair_labels,wait_until_safe_labels,wait_executable_labels,reroute_now_legacy_labels,legacy_no_path_labels,temporarily_blocked_labels,globally_unsafe_labels,fallback_safe_labels,sipp_repair_labels,abstain_labels,route_intent_only_labels,primary_g4a_label_count,primary_g4a_label_coverage,branch_decision_count,branch_effective_label_coverage,unresolved_edge_capacity_cases,unresolved_edge_capacity_share_of_g3d,mean_wait_inserted,max_wait_inserted,mean_travel_time,p95_travel_time,p99_travel_time,late_count,max_lateness,makespan,node_reservation_conflicts,edge_reservation_conflicts,merge_group_conflicts,post_shield_conflicts,real_constraint_conflicts,label_taxonomy_distribution,block_reason_distribution
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,fifo_queue,False,False,32,13,19,259,207,32,137,0,32,0,3,0,0,35,0,52,0,21,0,0,14,0,172,0.6640926640926641,73,0.9041095890410958,12,0.022181146025878003,2.151074757281271,9.599999999998545,62.2063792307672,78.1781799999986,79.83199599999563,0,0.0,13154.240860000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:14;LEGACY_NEXT_GLOBALLY_UNSAFE:21;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:137;WAIT_EDGE_QUEUE:32;WAIT_MERGE_GROUP:3,edge_capacity:32;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,wait_budget,False,False,32,15,17,267,218,32,152,31,0,0,3,0,0,34,3,49,0,17,0,0,12,0,189,0.7078651685393258,79,0.9873417721518988,6,0.011090573012939002,2.106943894736507,9.599999999998545,64.8987933333312,83.49149499999585,89.55077899999763,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:49;MOVE_NOW_LEGACY:152;REROUTE_NOW_LEGACY:3;WAIT_EDGE_CAPACITY:31;WAIT_MERGE_GROUP:3,edge_capacity:28;edge_capacity+merge_group:12;legacy_astar_no_path:49;merge_group:26
legacy_offset64_merge32,merge_group,capacity_wait_budget_10s,wait_budget,False,False,32,15,17,265,213,32,146,33,0,0,3,0,0,36,2,52,0,17,0,0,12,0,184,0.6943396226415094,77,0.987012987012987,6,0.011090573012939002,2.1815966999996634,9.599999999998545,63.89879333333108,78.25291399999605,79.84694279999512,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:146;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:33;WAIT_MERGE_GROUP:3,edge_capacity:29;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
legacy_offset64_merge32,merge_group,capacity_wait_budget_30s,wait_budget,False,False,32,15,17,265,213,32,146,33,0,0,3,0,0,36,2,52,0,17,0,0,12,0,184,0.6943396226415094,77,0.987012987012987,6,0.011090573012939002,2.1815966999996634,9.599999999998545,63.89879333333108,78.25291399999605,79.84694279999512,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:146;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:33;WAIT_MERGE_GROUP:3,edge_capacity:29;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
legacy_offset64_merge32,merge_group,capacity_wait_budget_60s,wait_budget,False,False,32,15,17,265,213,32,146,33,0,0,3,0,0,36,2,52,0,17,0,0,12,0,184,0.6943396226415094,77,0.987012987012987,6,0.011090573012939002,2.1815966999996634,9.599999999998545,63.89879333333108,78.25291399999605,79.84694279999512,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:146;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:33;WAIT_MERGE_GROUP:3,edge_capacity:29;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
legacy_offset64_merge32,merge_group,route_intent_only_teacher,route_intent,False,False,32,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,ROUTE_INTENT_LEGACY:32,none
legacy_offset64_merge32,merge_group,hybrid_executable_teacher,hybrid,False,True,32,15,17,263,212,32,145,33,0,0,3,0,0,36,0,50,0,17,2,1,12,0,181,0.688212927756654,77,0.961038961038961,8,0.014787430683918669,2.2057109183670036,9.599999999998545,63.89879333333108,78.25291399999605,79.84694279999512,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;FALLBACK_SAFE_MOVE:2;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:50;MOVE_NOW_LEGACY:145;SIPP_REPAIR_MOVE:1;WAIT_EDGE_CAPACITY:33;WAIT_MERGE_GROUP:3,edge_capacity:29;edge_capacity+merge_group:12;legacy_astar_no_path:51;merge_group:26
ALL,aggregate,capacity_wait_budget_10s,wait_budget,False,False,144,92,52,1162,997,144,769,168,0,0,3,0,0,171,4,165,0,21,0,0,32,0,944,0.8123924268502581,407,0.9631449631449631,30,0.05545286506469501,2.6043595414167213,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,capacity_wait_budget_30s,wait_budget,False,False,144,92,52,1162,997,144,769,168,0,0,3,0,0,171,4,165,0,21,0,0,32,0,944,0.8123924268502581,407,0.9631449631449631,30,0.05545286506469501,2.6043595414167213,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,capacity_wait_budget_5s,wait_budget,False,False,144,96,48,1183,1033,144,808,159,0,0,3,0,0,162,11,150,0,20,0,0,32,0,981,0.8292476754015216,428,0.9672897196261683,29,0.053604436229205174,2.408902952774601,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,capacity_wait_budget_60s,wait_budget,False,False,144,92,52,1162,997,144,769,168,0,0,3,0,0,171,4,165,0,21,0,0,32,0,944,0.8123924268502581,407,0.9631449631449631,30,0.05545286506469501,2.6043595414167213,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,edge_release_wait_scheduler,edge_release_wait,False,False,144,88,56,1150,985,144,750,167,0,0,3,0,0,170,0,165,0,29,0,0,36,0,920,0.8,399,0.9323308270676691,42,0.07763401109057301,2.589571539963513,14.665369999998802,,,,0,0.0,13154.240860000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,fifo_edge_queue_scheduler,fifo_queue,False,False,144,88,56,1150,985,144,750,0,167,0,3,0,0,170,0,165,0,29,0,0,36,0,920,0.8,399,0.9323308270676691,42,0.07763401109057301,2.589571539963513,14.665369999998802,,,,0,0.0,13154.240860000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,g3d_reroute_anchor,reroute,False,False,144,94,50,1549,1512,144,1024,0,0,0,0,0,0,0,34,37,372,32,0,0,50,0,1058,0.6830213040671401,687,0.6419213973799127,421,0.7781885397412199,1.0,1.0,,,,0,0.0,13163.04086,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,hybrid_executable_teacher,hybrid,False,True,144,92,52,1147,982,144,758,166,0,0,3,0,0,169,0,154,0,21,4,11,30,0,927,0.8081952920662598,405,0.9580246913580247,32,0.059149722735674676,2.6561687054270933,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,route_intent_only_teacher,route_intent,False,False,144,0,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,0,0.0,0.0,0,0,0,0,0,aggregate,aggregate
