schema,map,load_factor,status,metric,metric_label,preferred_direction,arm_a,arm_b,paired_seed_count,expected_seed_count,missing_seeds,failed_seeds,p0d0_mean,p1d1_mean,mean_delta_p1d1_minus_p0d0,relative_delta_vs_p0d0_percent,relative_delta_status,paired_cohen_dz,paired_cohen_dz_status,seed_win_count,seed_tie_count,seed_loss_count,failed_seed_count,failed_seed_rate,bootstrap_ci_low,bootstrap_ci_high,bootstrap_replicates,confidence_level,timing_protocol
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,network_backlog_area_seconds,network backlog area (bag-s),lower,P0D0,P1D1,10,10,,,27891048.6604912,18342768.99633146,-9548279.664159736,-34.23420818768016,AVAILABLE,-4.161018385121105,AVAILABLE,10,0,0,0,0.0,-10922480.202817362,-8238554.931038894,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_mean_seconds,1x full-population mean THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_p95_seconds,1x full-population P95 THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_p99_seconds,1x full-population P99 THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_max_seconds,1x full-population max THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,completed_raw_bag_count,completed raw bags,higher,P0D0,P1D1,10,10,,,28506.0,28506.0,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,completion_rate,raw-bag completion rate,higher,P0D0,P1D1,10,10,,,1.0,1.0,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_raw_bag_count,fixed-denominator on-time bags,higher,P0D0,P1D1,10,10,,,18455.9,18471.6,15.7,0.08506764774408183,AVAILABLE,3.3634278064012353,AVAILABLE,10,0,0,0,0.0,12.9,18.3,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_rate,fixed-denominator on-time rate,higher,P0D0,P1D1,10,10,,,0.6474391356205711,0.6479898968638181,0.0005507612432470666,0.08506764774408661,AVAILABLE,3.3634278064010643,AVAILABLE,10,0,0,0,0.0,0.0004525363081456679,0.0006419701115555121,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_count,fixed-denominator missed bags,lower,P0D0,P1D1,10,10,,,10050.1,10034.4,-15.7,-0.1562173510711336,AVAILABLE,-3.3634278064012353,AVAILABLE,10,0,0,0,0.0,-18.4,-12.8,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_rate,fixed-denominator missed rate,lower,P0D0,P1D1,10,10,,,0.3525608643794289,0.35201010313618186,-0.0005507612432470666,-0.15621735107114235,AVAILABLE,-3.3634278064010643,AVAILABLE,10,0,0,0,0.0,-0.0006419701115555121,-0.00045244860731072524,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_sum_seconds,all-population tardiness sum (s),lower,P0D0,P1D1,10,10,,,91154512.76055165,91062640.80922748,-91871.9513241604,-0.10078705764737435,AVAILABLE,-4.806540067563725,AVAILABLE,10,0,0,0,0.0,-103594.4971951843,-81300.96437686235,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_mean_seconds,all-population tardiness mean (s),lower,P0D0,P1D1,10,10,,,3197.730750036892,3194.5078513024446,-3.2228987344475626,-0.10078705764737636,AVAILABLE,-4.806540067564021,AVAILABLE,10,0,0,0,0.0,-3.6295010652160866,-2.853933806626536,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p95_seconds,all-population tardiness P95 (s),lower,P0D0,P1D1,10,10,,,27477.556672053306,27469.52972521528,-8.02694683802656,-0.029212738722837594,AVAILABLE,-8.367393840931221,AVAILABLE,10,0,0,0,0.0,-8.56146770889368,-7.431300570111562,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p99_seconds,all-population tardiness P99 (s),lower,P0D0,P1D1,10,10,,,44640.074418523385,44637.403748366036,-2.670670157345012,-0.005982674070625693,AVAILABLE,-1.2034501279485255,AVAILABLE,10,0,0,0,0.0,-4.036598825252185,-1.4400962319227257,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_max_seconds,all-population tardiness max (s),lower,P0D0,P1D1,10,10,,,48907.10050756745,48772.119587047586,-134.98092051985878,-0.2759945266004331,AVAILABLE,-2.8000676316424937,AVAILABLE,10,0,0,0,0.0,-164.24991067359446,-107.97113037720824,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_90_percent_seconds,time to 90% completion (s),lower,P0D0,P1D1,10,10,,,68139.63022963841,68126.47115083667,-13.159078801740543,-0.019311931628323974,AVAILABLE,-0.9794979354181513,AVAILABLE,10,0,0,0,0.0,-22.223641562563717,-6.2337399181239395,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_95_percent_seconds,time to 95% completion (s),lower,P0D0,P1D1,10,10,,,71972.14446061107,71973.68877044147,1.5443098303832812,0.002145704900079018,AVAILABLE,1.0211525892758022,AVAILABLE,1,2,7,0,0.0,0.6892610689401772,2.425977842874345,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_99_percent_seconds,time to 99% completion (s),lower,P0D0,P1D1,10,10,,,75442.83976355656,75442.45624653579,-0.38351702076470245,-0.000508354433590614,AVAILABLE,-0.9063187860978564,AVAILABLE,8,1,1,0,0.0,-0.6301490562959225,-0.13876577017901587,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_area_seconds,total raw-bag backlog area (bag-s),lower,P0D0,P1D1,10,10,,,193464846.69722706,193178423.7924694,-286422.90475765767,-0.1480490691964883,AVAILABLE,-4.916726880474817,AVAILABLE,10,0,0,0,0.0,-322726.14855976606,-254789.4540802544,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_peak,total raw-bag backlog peak,lower,P0D0,P1D1,10,10,,,3607.2,3601.6,-5.6,-0.15524506542470615,AVAILABLE,-3.9165201946093178,AVAILABLE,10,0,0,0,0.0,-6.4,-4.8,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,source_backlog_area_seconds,source backlog area (bag-s),lower,P0D0,P1D1,10,10,,,187668016.98066762,187668019.9378141,2.957146483659744,1.575732791999593e-06,AVAILABLE,0.24603900417532318,AVAILABLE,4,0,6,0,0.0,-3.5916258454322816,10.654131857156754,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,network_backlog_area_seconds,network backlog area (bag-s),lower,P0D0,P1D1,10,10,,,5796829.716559103,5510403.854655159,-286425.86190394487,-4.941077725394395,AVAILABLE,-4.916580471961378,AVAILABLE,10,0,0,0,0.0,-322124.25669569196,-254840.10734882465,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_mean_seconds,1x full-population mean THT (s),lower,P0D0,P1D1,10,10,,,298.1931285530162,285.70002499786915,-12.493103555147092,-4.189601422329866,AVAILABLE,-5.4447155001952385,AVAILABLE,10,0,0,0,0.0,-13.928326574331487,-11.253194285430716,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_p95_seconds,1x full-population P95 THT (s),lower,P0D0,P1D1,10,10,,,524.657374854097,483.81194528762353,-40.845429566473555,-7.785162569730834,AVAILABLE,-3.984682231621981,AVAILABLE,10,0,0,0,0.0,-46.80047929231609,-34.7528568829878,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_p99_seconds,1x full-population P99 THT (s),lower,P0D0,P1D1,10,10,,,624.5240748347857,574.6488900416806,-49.87518479310502,-7.986110832684748,AVAILABLE,-3.4556100068065887,AVAILABLE,10,0,0,0,0.0,-58.446437511770114,-41.678057591662274,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,1.0,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_max_seconds,1x full-population max THT (s),lower,P0D0,P1D1,10,10,,,983.3511282834967,849.286238470066,-134.06488981343063,-13.63347088922851,AVAILABLE,-3.257278791623359,AVAILABLE,10,0,0,0,0.0,-157.2200860873337,-109.18744936019438,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,completed_raw_bag_count,completed raw bags,higher,P0D0,P1D1,10,10,,,46876.2,56186.4,9310.2,19.861251551960272,AVAILABLE,9.914543340385316,AVAILABLE,10,0,0,0,0.0,8717.765,9811.305,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,completion_rate,raw-bag completion rate,higher,P0D0,P1D1,10,10,,,0.8222163754998947,0.9855188381393392,0.1633024626394443,19.86125155196027,AVAILABLE,9.914543340385313,AVAILABLE,10,0,0,0,0.0,0.15262207956219745,0.17225689328562413,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_raw_bag_count,fixed-denominator on-time bags,higher,P0D0,P1D1,10,10,,,20353.5,20712.2,358.7,1.7623504556955807,AVAILABLE,1.3167008738462662,AVAILABLE,8,0,2,0,0.0,192.5900000000001,513.3024999999999,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_rate,fixed-denominator on-time rate,higher,P0D0,P1D1,10,10,,,0.3570037886760682,0.36329544657265134,0.006291657896583164,1.7623504556955774,AVAILABLE,1.316700873846263,AVAILABLE,8,0,2,0,0.0,0.0033606082929909355,0.009005253280011213,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_count,fixed-denominator missed bags,lower,P0D0,P1D1,10,10,,,36658.5,36299.8,-358.7,-0.9784906638296712,AVAILABLE,-1.3167008738462662,AVAILABLE,8,0,2,0,0.0,-512.205,-194.0,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_rate,fixed-denominator missed rate,lower,P0D0,P1D1,10,10,,,0.6429962113239318,0.6367045534273487,-0.006291657896583147,-0.9784906638296668,AVAILABLE,-1.3167008738462573,AVAILABLE,8,0,2,0,0.0,-0.008963025328001108,-0.003411562478074769,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_sum_seconds,all-population tardiness sum (s),lower,P0D0,P1D1,10,10,,,884523094.0912359,578124402.4294524,-306398691.66178346,-34.6399877751727,AVAILABLE,-5.581604883032007,AVAILABLE,10,0,0,0,0.0,-339302408.7914195,-274719560.6168929,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_mean_seconds,all-population tardiness mean (s),lower,P0D0,P1D1,10,10,,,15514.682770140247,10140.39855520684,-5374.284214933408,-34.63998777517271,AVAILABLE,-5.581604883032004,AVAILABLE,10,0,0,0,0.0,-5942.672987156462,-4816.931685492705,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p95_seconds,all-population tardiness P95 (s),lower,P0D0,P1D1,10,10,,,34206.455967361704,33130.68187314343,-1075.7740942182718,-3.14494461292549,AVAILABLE,-0.11592572800409003,AVAILABLE,6,0,4,0,0.0,-6520.706835685721,4218.609294465119,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p99_seconds,all-population tardiness P99 (s),lower,P0D0,P1D1,10,10,,,48183.93877047046,48093.14994061604,-90.78882985442215,-0.18842135402608912,AVAILABLE,-0.015199679277128017,AVAILABLE,6,0,4,0,0.0,-3500.616394384243,3439.0853295955167,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_max_seconds,all-population tardiness max (s),lower,P0D0,P1D1,10,10,,,56066.02314065121,58621.12290319465,2555.0997625434393,4.5573051545559675,AVAILABLE,0.9684070723415074,AVAILABLE,1,0,9,0,0.0,1027.2749132246277,4083.657444475256,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,time_to_90_percent_seconds,time to 90% completion (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,time_to_95_percent_seconds,time to 95% completion (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,time_to_99_percent_seconds,time to 99% completion (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_area_seconds,total raw-bag backlog area (bag-s),lower,P0D0,P1D1,10,10,,,1127524268.0102715,820363101.2752472,-307161166.7350242,-27.242089190423176,AVAILABLE,-5.528625635024868,AVAILABLE,10,0,0,0,0.0,-339857630.5408461,-274746615.4978955,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_peak,total raw-bag backlog peak,lower,P0D0,P1D1,10,10,,,20108.5,15828.1,-4280.4,-21.286520625606084,AVAILABLE,-4.053819412377794,AVAILABLE,10,0,0,0,0.0,-4896.1,-3656.58,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,source_backlog_area_seconds,source backlog area (bag-s),lower,P0D0,P1D1,10,10,,,132029397.45832936,131918003.36325848,-111394.09507090152,-0.08437067593681878,AVAILABLE,-1.1929319572415178,AVAILABLE,10,0,0,0,0.0,-166720.09149930475,-59383.39300143353,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,network_backlog_area_seconds,network backlog area (bag-s),lower,P0D0,P1D1,10,10,,,995494870.5519421,688445097.9119904,-307049772.6399516,-30.843933175638657,AVAILABLE,-5.5308268221602335,AVAILABLE,10,0,0,0,0.0,-339367377.2696413,-274748624.5403339,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_mean_seconds,1x full-population mean THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_p95_seconds,1x full-population P95 THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_p99_seconds,1x full-population P99 THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,nanning,2.0,N_M_METRIC_NOT_AVAILABLE_FOR_EVERY_FROZEN_SEED,population_latency_max_seconds,1x full-population max THT (s),lower,P0D0,P1D1,10,10,,,,,,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,N_M_INCOMPLETE_OR_METRIC_UNAVAILABLE,,,,0,0.0,,,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
