raw_bag_id,segment_id,start,goal,scheduled_release_seconds
5535,0,4,47,23970
5535,1,52,49,27867
5536,0,1,50,24001
5537,0,2,50,23957
5538,0,0,47,24032
5538,1,52,49,29429
5539,0,0,47,24035
5539,1,52,50,28396
5540,0,4,48,23973
5541,0,1,47,24017
5541,1,52,49,27434
5542,0,1,50,24027
5543,0,2,47,23965
5543,1,52,49,27435
5544,0,2,47,23967
5544,1,52,50,27074
5545,0,53,47,24132
5545,1,52,50,28549
5546,0,5,47,23975
5546,1,52,49,27076
5547,0,53,47,24137
5547,1,52,50,27868
5548,0,0,49,24041
5549,0,5,48,23978
5550,0,1,47,24030
5550,1,52,49,29431
5551,0,3,48,23973
5552,0,3,48,23976
5553,0,4,49,23976
5554,0,0,50,24046
5555,0,3,47,23978
5555,1,52,49,28691
5556,0,5,49,23986
5557,0,4,48,23980
5558,0,1,50,24033
5559,0,5,48,23991
5560,0,2,47,23982
5560,1,52,50,27078
5561,0,2,49,23984
5562,0,3,47,23985
5562,1,52,49,27870
5563,0,3,48,23987
5564,0,4,47,23987
5564,1,52,48,29108
5565,0,2,47,23989
5565,1,52,50,27872
5566,0,5,48,23994
5567,0,4,47,23992
5567,1,52,49,32404
5568,0,3,48,23992
5569,0,0,47,24053
5569,1,52,50,27080
5570,0,5,49,23997
5571,0,4,47,23995
5571,1,52,49,27085
5572,0,4,48,23998
5573,0,1,47,24036
5573,1,52,50,27087
5574,0,5,48,24000
5575,0,3,49,24000
5576,0,3,48,24002
5577,0,4,49,24006
5578,0,2,50,24001
5579,0,0,50,24056
5580,0,5,47,24008
5580,1,52,49,28692
5581,0,5,47,24011
5581,1,52,49,27874
5582,0,0,47,24069
5582,1,52,50,27437
5583,0,1,50,24039
5584,0,0,47,24076
5584,1,52,49,28850
5585,0,1,47,24042
5585,1,52,50,28551
5586,0,3,47,24007
5586,1,52,49,27879
5587,0,4,48,24009
5588,0,2,50,24009
5589,0,2,47,24011
5589,1,52,50,27439
5590,0,1,50,24047
5591,0,5,48,24014
5592,0,0,50,24081
5593,0,4,49,24014
5594,0,0,50,24083
5595,0,2,47,24013
5595,1,52,49,27441
5596,0,5,47,24016
5596,1,52,49,33901
5597,0,1,47,24049
5597,1,52,50,28553
5598,0,1,50,24054
5599,0,0,47,24088
5599,1,52,49,27443
5600,0,2,47,24017
5600,1,52,50,27445
5601,0,2,47,24019
5601,1,52,50,28120
5602,0,1,47,24057
5602,1,52,49,27447
5603,0,3,48,24021
5604,0,0,50,24091
5605,0,2,47,24023
5605,1,52,49,27448
5606,0,3,49,24026
5607,0,3,49,24029
5608,0,4,49,24033
5609,0,0,47,24097
5609,1,52,50,28555
5610,0,0,47,24100
5610,1,52,49,27450
5611,0,4,48,24035
5612,0,1,47,24065
5612,1,52,49,27452
5613,0,5,48,24042
5614,0,2,50,24039
5615,0,3,48,24041
5616,0,0,47,24103
5616,1,52,49,27453
5617,0,4,48,24045
5618,0,5,49,24045
5619,0,5,48,24047
5620,0,1,50,24070
5621,0,3,47,24047
5621,1,52,49,27880
5622,0,4,49,24049
5623,0,3,48,24049
5624,0,2,47,24049
5624,1,52,50,32105
5625,0,4,47,24053
5625,1,52,49,27882
5626,0,5,48,24051
5627,0,4,48,24058
5628,0,5,47,24055
5628,1,52,49,27883
5629,0,5,48,24058
5630,0,0,50,24105
5631,0,3,47,24055
5631,1,52,49,27884
5632,0,3,49,24057
5633,0,3,48,24059
5634,0,1,47,24077
5634,1,52,50,27457
5635,0,4,49,24060
5636,0,4,48,24063
5637,0,2,50,24061
5638,0,5,48,24069
5639,0,0,50,24109
5640,0,4,49,24067
5641,0,3,48,24064
5642,0,1,50,24082
5643,0,5,47,24072
5643,1,52,49,27459
5644,0,5,47,24076
5644,1,52,49,28397
5645,0,1,50,24084
5646,0,4,48,24070
5647,0,2,47,24069
5647,1,52,49,29433
5648,0,3,49,24071
5649,0,2,50,24072
5650,0,0,47,24121
5650,1,52,49,28398
5651,0,1,47,24089
5651,1,52,50,27888
5652,0,1,47,24092
5652,1,52,49,28399
5653,0,4,49,24077
5654,0,2,47,24077
5654,1,52,49,32405
5655,0,5,48,24086
5656,0,5,47,24089
5656,1,52,49,28693
5657,0,3,47,24083
5657,1,52,49,28239
5658,0,0,47,24126
5658,1,52,50,28557
5659,0,0,50,24128
5660,0,1,47,24098
5660,1,52,49,28400
5661,0,4,49,24090
5662,0,3,47,24091
5662,1,52,48,28121
5663,0,2,47,24093
5663,1,52,49,28852
5664,0,4,48,24097
5665,0,1,50,24101
5666,0,5,48,24099
5667,0,3,48,24100
5668,0,0,47,24137
5668,1,52,49,28401
5669,0,5,47,24106
5669,1,52,49,28240
5670,0,4,48,24104
5671,0,2,50,24105
5672,0,5,48,24108
5673,0,0,47,24142
5673,1,52,50,27460
5674,0,3,48,24108
5675,0,3,47,24110
5675,1,52,49,27890
5676,0,3,49,24112
5677,0,1,50,24117
5678,0,4,47,24114
5678,1,52,49,28695
5679,0,2,50,24114
5680,0,4,48,24116
5681,0,4,47,24119
5681,1,52,49,28697
5682,0,5,49,24121
5683,0,5,48,24127
5684,0,0,50,24147
5685,0,5,49,24130
5686,0,1,50,24119
5687,0,1,50,24122
5688,0,3,48,24119
5689,0,3,49,24121
5690,0,2,50,24122
5691,0,4,48,24125
5692,0,0,50,24149
5693,0,4,47,24130
5693,1,52,49,28403
5694,0,5,49,24132
5695,0,1,50,24127
5696,0,2,50,24128
5697,0,2,50,24130
5698,0,5,48,24134
5699,0,3,49,24132
5700,0,0,47,24151
5700,1,52,50,27461
5701,0,3,47,24137
5701,1,52,49,28699
5702,0,4,49,24140
5703,0,1,50,24143
5704,0,2,50,24143
5705,0,5,47,24143
5705,1,52,49,28700
5706,0,0,50,24153
5707,0,3,48,24150
5708,0,4,48,24153
5709,0,0,50,24155
5710,0,5,48,24156
5711,0,1,50,24158
5712,0,3,48,24158
5713,0,3,47,24160
5713,1,52,49,28404
5714,0,2,47,24162
5714,1,52,50,27463
5715,0,4,48,24163
5716,0,2,50,24164
5717,0,5,48,24166
5718,0,4,49,24165
5719,0,5,49,24168
5720,0,1,50,24168
5721,0,3,48,24169
5722,0,3,49,24171
5723,0,0,50,24176
5724,0,4,48,24173
5725,0,4,49,24176
5726,0,5,48,24175
5727,0,1,50,24174
5728,0,5,49,24178
5729,0,4,49,24182
5730,0,3,49,24177
5731,0,5,49,24181
5732,0,2,50,24178
5733,0,4,49,24189
5734,0,53,47,24180
5734,1,52,50,28407
5735,0,3,48,24182
5736,0,5,49,24187
5737,0,0,50,24183
5738,0,53,47,24187
5738,1,52,50,28408
5739,0,1,50,24187
5740,0,53,47,24190
5740,1,52,49,28410
5741,0,2,50,24192
5742,0,4,47,24193
5742,1,52,48,28122
5743,0,0,50,24196
5744,0,53,47,24197
5744,1,52,49,28411
5745,0,3,49,24199
5746,0,1,50,24201
5747,0,4,47,24201
5747,1,52,49,28241
5748,0,5,47,24204
5748,1,52,48,28124
5749,0,2,50,24204
5750,0,0,50,24206
5751,0,3,47,24206
5751,1,52,48,28126
5752,0,2,50,24208
5753,0,4,47,24209
5753,1,52,48,27465
5754,0,5,47,24215
5754,1,52,48,27467
5755,0,3,47,24217
5755,1,52,48,27469
5756,0,1,50,24223
5757,0,4,47,24220
5757,1,52,48,27471
5758,0,2,50,24224
5759,0,53,47,24222
5759,1,52,50,28412
5760,0,5,47,24222
5760,1,52,48,28131
5761,0,5,47,24224
5761,1,52,49,28243
5762,0,53,47,24225
5762,1,52,49,28414
5763,0,0,50,24232
5764,0,3,47,24225
5764,1,52,49,28248
5765,0,3,48,24227
5766,0,4,47,24232
5766,1,52,48,27473
5767,0,4,47,24236
5767,1,52,49,28250
5768,0,53,47,24232
5768,1,52,49,28416
5769,0,1,50,24233
5770,0,53,47,24246
5770,1,52,49,28418
5771,0,5,49,24232
5772,0,0,50,24239
5773,0,53,47,24250
5773,1,52,49,28252
5774,0,2,50,24233
5775,0,3,47,24234
5775,1,52,49,32406
5776,0,5,47,24236
5776,1,52,48,27475
5777,0,4,47,24238
5777,1,52,49,28254
5778,0,0,50,24242
5779,0,53,47,24254
5779,1,52,49,28256
5780,0,5,47,24245
5780,1,52,49,28257
5781,0,1,50,24240
5782,0,2,50,24242
5783,0,53,47,24256
5783,1,52,49,28258
5784,0,0,47,24246
5784,1,52,50,27477
5785,0,53,47,24258
5785,1,52,49,28260
5786,0,1,47,24249
5786,1,52,50,28132
5787,0,3,47,24255
5787,1,52,49,27891
5788,0,4,47,24260
5788,1,52,49,28262
5789,0,3,48,24260
5790,0,2,50,24262
5791,0,5,47,24265
5791,1,52,49,28419
5792,0,0,50,24266
5793,0,1,50,24268
5794,0,53,47,24273
5794,1,52,50,28422
5795,0,2,47,24276
5795,1,52,50,32704
5796,0,53,47,24278
5796,1,52,49,28266
5797,0,4,47,24278
5797,1,52,48,33302
5798,0,3,47,24279
5798,1,52,49,27892
5799,0,0,47,24280
5799,1,52,50,28133
5800,0,53,47,24281
5800,1,52,49,28423
5801,0,1,50,24283
5802,0,53,47,24283
5802,1,52,49,28427
5803,0,5,47,24284
5803,1,52,48,28134
5804,0,4,47,24284
5804,1,52,49,28267
5805,0,1,50,24285
5806,0,3,48,24286
5807,0,5,47,24287
5807,1,52,49,27894
5808,0,2,47,24288
5808,1,52,50,27478
5809,0,4,47,24289
5809,1,52,48,29714
5810,0,3,49,24289
5811,0,0,50,24291
5812,0,5,47,24292
5812,1,52,48,31519
5813,0,4,47,24299
5813,1,52,49,28702
5814,0,1,47,24294
5814,1,52,50,27481
5815,0,3,47,24294
5815,1,52,48,28136
5816,0,5,47,24301
5816,1,52,49,27895
5817,0,3,47,24297
5817,1,52,49,27897
5818,0,2,47,24299
5818,1,52,50,27899
5819,0,0,50,24305
5820,0,53,47,24310
5820,1,52,49,28269
5821,0,4,47,24312
5821,1,52,49,28704
5822,0,4,48,24317
5823,0,1,47,24318
5823,1,52,50,28141
5824,0,5,47,24320
5824,1,52,49,27900
5825,0,2,50,24321
5826,0,0,47,24324
5826,1,52,50,28705
5827,0,53,47,24329
5827,1,52,49,28270
5828,0,2,50,24331
5829,0,1,50,24336
5830,0,53,47,24332
5830,1,52,49,28272
5831,0,3,47,24333
5831,1,52,49,28707
5832,0,2,50,24335
5833,0,0,50,24336
5834,0,4,47,24337
5834,1,52,49,27901
5835,0,5,49,24339
5836,0,0,50,24340
5837,0,3,49,24341
5838,0,1,50,24343
5839,0,4,47,24345
5839,1,52,49,27903
5840,0,2,50,24345
5841,0,5,47,24347
5841,1,52,49,27905
5842,0,0,50,24349
5843,0,3,49,24349
5844,0,1,47,24350
5844,1,52,50,32705
5845,0,2,50,24352
5846,0,4,49,24354
5847,0,0,50,24355
5848,0,1,50,24358
5849,0,2,47,24360
5849,1,52,50,28855
5850,0,5,47,24368
5850,1,52,49,27907
5851,0,53,47,24371
5851,1,52,49,27909
5852,0,3,49,24375
5853,0,4,49,24381
5854,0,0,50,24381
5855,0,53,47,24383
5855,1,52,49,27911
5856,0,1,50,24383
5857,0,53,49,24385
5858,0,2,47,24386
5858,1,52,50,28428
5859,0,5,47,24386
5859,1,52,49,27912
5860,0,5,48,24388
5861,0,1,50,24390
5862,0,3,49,24389
5863,0,53,49,24389
5864,0,0,47,24392
5864,1,52,50,28429
5865,0,4,49,24394
5866,0,53,47,24393
5866,1,52,50,28142
5867,0,2,50,24394
5868,0,1,50,24398
5869,0,53,47,24397
5869,1,52,50,28857
5870,0,5,49,24400
5871,0,53,47,24402
5871,1,52,50,28143
5872,0,2,50,24401
5873,0,3,49,24402
5874,0,0,47,24404
5874,1,52,50,28559
5875,0,4,49,24406
5876,0,53,50,24407
5877,0,1,47,24407
5877,1,52,50,27913
5878,0,5,49,24408
5879,0,2,50,24409
5880,0,53,47,24412
5880,1,52,50,27915
5881,0,0,47,24415
5881,1,52,50,28561
5882,0,1,50,24414
5883,0,0,50,24417
5884,0,3,49,24418
5885,0,53,47,24422
5885,1,52,49,28431
5886,0,4,49,24426
5887,0,5,49,24431
5888,0,1,49,24432
5889,0,53,47,24432
5889,1,52,49,28859
5890,0,2,49,24435
5891,0,0,49,24438
5892,0,3,47,24437
5892,1,52,48,28144
5893,0,2,50,24438
5894,0,1,50,24439
5895,0,3,49,24440
5896,0,0,47,24441
5896,1,52,50,28432
5897,0,4,49,24445
5898,0,2,49,24443
5899,0,5,49,24453
5900,0,0,50,24447
5901,0,53,47,24445
5901,1,52,49,27917
5902,0,1,49,24447
5903,0,4,48,24448
5904,0,53,50,24451
5905,0,1,50,24449
5906,0,2,49,24450
5907,0,3,49,24450
5908,0,5,48,24466
5909,0,53,47,24454
5909,1,52,49,27919
5910,0,2,50,24452
5911,0,53,49,24459
5912,0,0,49,24459
5913,0,3,48,24453
5914,0,53,50,24467
5915,0,0,47,24469
5915,1,52,50,27921
5916,0,4,47,24457
5916,1,52,49,27923
5917,0,1,49,24456
5918,0,4,47,24464
5918,1,52,49,28434
5919,0,1,50,24460
5920,0,5,49,24469
5921,0,5,47,24472
5921,1,52,49,28860
5922,0,3,48,24459
5923,0,2,50,24461
5924,0,3,49,24462
5925,0,53,49,24483
5926,0,3,48,24464
5927,0,4,48,24467
5928,0,53,47,24509
5928,1,52,50,28988
5929,0,0,50,24477
5930,0,4,49,24470
5931,0,4,49,24475
5932,0,5,48,24482
5933,0,53,50,24511
5934,0,1,50,24473
5935,0,53,47,24514
5935,1,52,48,28146
5936,0,5,48,24495
5937,0,3,48,24467
5938,0,53,50,24555
5939,0,2,50,24469
5940,0,4,48,24480
5941,0,53,50,24562
5942,0,0,50,24489
5943,0,53,47,24568
5943,1,52,48,28148
5944,0,3,49,24472
5945,0,5,48,24498
5946,0,53,48,24591
5947,0,1,50,24482
5948,0,4,49,24486
5949,0,0,50,24502
5950,0,3,48,24475
5951,0,53,48,24603
5952,0,5,49,24505
5953,0,5,49,24514
5954,0,4,48,24493
5955,0,5,48,24516
5956,0,2,47,24481
5956,1,52,50,28708
5957,0,53,49,24606
5958,0,3,48,24484
5959,0,2,49,24483
5960,0,53,47,24608
5960,1,52,49,28862
5961,0,0,50,24505
5962,0,4,48,24496
5963,0,1,50,24490
5964,0,3,49,24488
5965,0,3,47,24490
5965,1,52,48,28151
5966,0,0,49,24516
5967,0,4,49,24500
5968,0,1,50,24503
5969,0,2,47,24494
5969,1,52,50,28563
5970,0,1,50,24514
5971,0,5,49,24522
5972,0,2,50,24496
5973,0,0,50,24522
5974,0,2,49,24498
5975,0,0,47,24540
5975,1,52,50,27925
5976,0,0,49,24544
5977,0,3,49,24501
5978,0,53,47,24612
5978,1,52,50,27927
5979,0,1,47,24520
5979,1,52,50,28565
5980,0,1,49,24530
5981,0,1,50,24532
5982,0,4,49,24506
5983,0,2,49,24506
5984,0,4,48,24511
5985,0,2,47,24508
5985,1,52,50,28154
5986,0,0,50,24549
5987,0,5,49,24524
5988,0,2,50,24510
5989,0,0,50,24551
5990,0,1,49,24542
5991,0,3,48,24514
5992,0,5,47,24528
5992,1,52,48,28157
5993,0,2,49,24516
5994,0,5,49,24531
5995,0,4,48,24520
5996,0,3,49,24520
5997,0,5,49,24536
5998,0,3,47,24522
5998,1,52,48,28158
5999,0,0,50,24569
6000,0,3,49,24524
6001,0,1,47,24545
6001,1,52,50,27929
6002,0,4,48,24526
6003,0,4,48,24529
6004,0,2,50,24526
6005,0,4,49,24532
6006,0,0,47,24574
6006,1,52,50,27931
6007,0,5,48,24541
6008,0,3,48,24531
6009,0,1,50,24550
6010,0,1,50,24567
6011,0,5,49,24543
6012,0,2,50,24534
6013,0,2,47,24536
6013,1,52,50,27932
6014,0,3,49,24537
6015,0,4,48,24537
6016,0,0,47,24578
6016,1,52,50,28863
6017,0,5,48,24545
6018,0,1,50,24570
6019,0,5,49,24548
6020,0,3,48,24544
6021,0,0,47,24583
6021,1,52,49,28865
6022,0,2,50,24545
6023,0,0,47,24593
6023,1,52,50,28710
6024,0,1,50,24575
6025,0,0,50,24599
6026,0,2,47,24549
6026,1,52,49,28866
6027,0,3,49,24550
6028,0,1,50,24579
6029,0,1,50,24588
6030,0,2,50,24553
6031,0,0,49,24604
6032,0,4,49,24554
6033,0,2,50,24559
6034,0,1,47,24590
6034,1,52,49,33902
6035,0,0,50,24606
6036,0,0,50,24611
6037,0,4,48,24558
6038,0,1,50,24594
6039,0,2,47,24561
6039,1,52,49,28867
6040,0,1,50,24600
6041,0,5,49,24562
6042,0,0,50,24614
6043,0,2,50,24563
6044,0,3,47,24565
6044,1,52,49,27934
6045,0,1,49,24605
6046,0,2,50,24565
6047,0,0,50,24620
6048,0,2,47,24569
6048,1,52,49,32706
6049,0,4,49,24570
6050,0,4,49,24572
6051,0,5,48,24574
6052,0,0,50,24622
6053,0,5,47,24576
6053,1,52,49,27935
6054,0,1,50,24611
6055,0,5,49,24582
6056,0,3,48,24573
6057,0,3,48,24576
6058,0,4,48,24580
6059,0,2,50,24579
6060,0,5,48,24586
6061,0,3,47,24581
6061,1,52,49,27937
6062,0,0,50,24628
6063,0,3,48,24583
6064,0,4,47,24584
6064,1,52,49,28711
6065,0,1,50,24616
6066,0,4,47,24587
6066,1,52,48,28159
6067,0,4,49,24589
6068,0,2,50,24589
6069,0,5,48,24591
6070,0,1,50,24624
6071,0,5,47,24593
6071,1,52,49,27939
6072,0,5,47,24595
6072,1,52,49,28869
6073,0,3,47,24592
6073,1,52,48,28160
6074,0,0,47,24632
6074,1,52,50,29715
6075,0,2,47,24595
6075,1,52,50,28436
6076,0,0,47,24636
6076,1,52,50,27941
6077,0,1,47,24629
6077,1,52,50,27943
6078,0,0,50,24641
6079,0,3,49,24600
6080,0,4,47,24600
6080,1,52,48,29716
6081,0,1,50,24633
6082,0,3,49,24602
6083,0,5,48,24603
6084,0,2,47,24605
6084,1,52,50,28567
6085,0,2,50,24607
6086,0,4,49,24607
6087,0,1,47,24639
6087,1,52,49,28438
6088,0,3,47,24608
6088,1,52,48,28162
6089,0,0,50,24648
6090,0,2,47,24610
6090,1,52,49,29436
6091,0,0,50,24651
6092,0,0,47,24654
6092,1,52,49,29438
6093,0,1,50,24642
6094,0,1,50,24649
6095,0,1,47,24652
6095,1,52,49,29440
6096,0,5,49,24616
6097,0,2,50,24616
6098,0,3,49,24618
6099,0,2,47,24620
6099,1,52,49,28439
6100,0,0,47,24660
6100,1,52,49,29442
6101,0,0,50,24664
6102,0,4,49,24624
6103,0,2,50,24624
6104,0,1,50,24655
6105,0,5,49,24628
6106,0,4,49,24626
6107,0,4,48,24629
6108,0,1,50,24662
6109,0,0,47,24668
6109,1,52,50,28990
6110,0,2,47,24628
6110,1,52,49,29444
6111,0,5,47,24631
6111,1,52,48,31520
6112,0,0,47,24671
6112,1,52,49,29446
6113,0,2,50,24632
6114,0,3,47,24632
6114,1,52,48,28163
6115,0,3,49,24634
6116,0,5,49,24634
6117,0,4,48,24636
6118,0,0,50,24678
6119,0,4,49,24640
6120,0,5,48,24638
6121,0,1,50,24669
6122,0,3,47,24640
6122,1,52,49,28441
6123,0,3,48,24643
6124,0,2,50,24642
6125,0,4,48,24645
6126,0,5,49,24645
6127,0,0,50,24680
6128,0,4,47,24648
6128,1,52,49,28712
6129,0,1,50,24672
6130,0,5,49,24650
6131,0,5,48,24652
6132,0,3,47,24653
6132,1,52,48,28165
6133,0,3,47,24655
6133,1,52,49,28274
6134,0,3,47,24657
6134,1,52,49,28870
6135,0,2,50,24657
6136,0,4,47,24658
6136,1,52,49,28872
6137,0,4,48,24661
6138,0,1,50,24675
6139,0,5,48,24663
6140,0,2,49,24663
6141,0,0,50,24683
6142,0,3,48,24664
6143,0,0,49,24686
6144,0,5,49,24669
6145,0,1,49,24679
6146,0,1,50,24681
6147,0,3,49,24671
6148,0,2,50,24672
6149,0,4,48,24672
6150,0,4,49,24676
6151,0,2,47,24674
6151,1,52,49,28442
6152,0,0,50,24693
6153,0,1,50,24684
6154,0,0,49,24696
6155,0,5,49,24681
6156,0,1,50,24691
6157,0,5,48,24683
6158,0,1,50,24694
6159,0,2,50,24685
6160,0,2,47,24687
6160,1,52,49,28443
6161,0,0,50,24704
6162,0,3,48,24688
6163,0,0,47,24711
6163,1,52,49,28445
6164,0,3,49,24693
6165,0,4,48,24693
6166,0,4,48,24695
6167,0,1,50,24698
6168,0,4,49,24697
6169,0,5,47,24699
6169,1,52,48,28167
6170,0,2,50,24697
6171,0,3,48,24698
6172,0,0,50,24713
6173,0,2,47,24700
6173,1,52,50,28168
6174,0,5,49,24702
6175,0,4,47,24704
6175,1,52,48,31521
6176,0,1,50,24705
6177,0,3,49,24704
6178,0,5,47,24706
6178,1,52,48,31522
6179,0,5,49,24715
6180,0,2,50,24705
6181,0,3,48,24706
6182,0,3,49,24708
6183,0,4,47,24713
6183,1,52,48,28169
6184,0,4,47,24716
6184,1,52,49,28276
6185,0,5,49,24718
6186,0,4,49,24719
6187,0,1,50,24714
6188,0,5,49,24721
6189,0,5,47,24724
6189,1,52,48,28171
6190,0,3,47,24719
6190,1,52,48,28172
6191,0,0,47,24725
6191,1,52,50,28569
6192,0,2,49,24722
6193,0,4,48,24723
6194,0,3,49,24723
6195,0,0,49,24732
6196,0,1,50,24730
6197,0,5,47,24727
6197,1,52,48,28174
6198,0,1,49,24732
6199,0,2,50,24726
6200,0,3,48,24727
6201,0,4,49,24729
6202,0,0,50,24735
6203,0,5,49,24731
6204,0,2,49,24731
6205,0,3,49,24736
6206,0,0,49,24739
6207,0,1,50,24741
6208,0,4,48,24743
6209,0,1,49,24744
6210,0,2,50,24744
6211,0,2,49,24747
6212,0,0,50,24747
6213,0,5,48,24748
6214,0,0,49,24750
6215,0,1,50,24751
6216,0,3,47,24751
6216,1,52,48,28176
6217,0,2,50,24753
6218,0,4,47,24755
6218,1,52,49,28714
6219,0,3,48,24755
6220,0,4,48,24757
6221,0,5,49,24761
6222,0,5,48,24766
6223,0,3,49,24760
6224,0,0,50,24760
6225,0,3,48,24762
6226,0,4,49,24764
6227,0,1,50,24763
6228,0,4,48,24770
6229,0,5,49,24768
6230,0,5,48,24772
6231,0,3,49,24770
6232,0,3,48,24772
6233,0,4,49,24773
6234,0,4,47,24775
6234,1,52,48,28178
6235,0,2,50,24774
6236,0,5,47,24781
6236,1,52,49,28716
6237,0,4,49,24778
6238,0,53,47,24777
6238,1,52,50,28571
6239,0,5,48,24786
6240,0,0,50,24780
6241,0,3,48,24781
6242,0,1,50,24782
6243,0,3,47,24784
6243,1,52,49,28719
6244,0,53,47,24784
6244,1,52,50,28573
6245,0,4,47,24787
6245,1,52,49,28723
6246,0,1,50,24793
6247,0,2,50,24787
6248,0,53,47,24789
6248,1,52,50,28575
6249,0,2,49,24789
6250,0,0,50,24793
6251,0,53,47,24795
6251,1,52,50,28577
6252,0,5,49,24794
6253,0,4,48,24797
6254,0,1,47,24797
6254,1,52,50,28579
6255,0,53,47,24800
6255,1,52,50,28581
6256,0,5,48,24800
6257,0,2,47,24802
6257,1,52,50,28180
6258,0,53,47,24804
6258,1,52,50,28583
6259,0,3,48,24807
6260,0,3,49,24809
6261,0,0,47,24808
6261,1,52,50,28183
6262,0,0,49,24810
6263,0,4,49,24810
6264,0,53,47,24811
6264,1,52,50,30903
6265,0,1,49,24811
6266,0,1,50,24813
6267,0,4,48,24813
6268,0,2,49,24814
6269,0,53,47,24815
6269,1,52,50,30904
6270,0,5,48,24816
6271,0,53,47,24817
6271,1,52,49,28724
6272,0,2,47,24817
6272,1,52,50,28185
6273,0,5,49,24819
6274,0,3,48,24818
6275,0,53,47,24821
6275,1,52,50,28725
6276,0,53,47,24826
6276,1,52,50,28585
6277,0,4,48,24821
6278,0,0,47,24824
6278,1,52,50,28187
6279,0,53,47,24829
6279,1,52,49,28726
6280,0,3,49,24824
6281,0,0,50,24826
6282,0,53,47,24832
6282,1,52,50,28728
6283,0,5,48,24825
6284,0,3,48,24827
6285,0,53,47,24834
6285,1,52,50,28587
6286,0,53,47,24837
6286,1,52,49,28730
6287,0,4,48,24830
6288,0,4,49,24835
6289,0,1,50,24832
6290,0,5,48,24837
6291,0,53,47,24848
6291,1,52,49,28731
6292,0,5,49,24840
6293,0,2,50,24835
6294,0,53,47,24850
6294,1,52,50,28732
6295,0,3,47,24837
6295,1,52,49,35400
6296,0,0,50,24839
6297,0,53,47,24852
6297,1,52,49,28734
6298,0,4,49,24840
6299,0,1,50,24846
6300,0,2,47,24842
6300,1,52,49,28446
6301,0,1,50,24849
6302,0,5,49,24848
6303,0,2,50,24849
6304,0,3,49,24850
6305,0,0,50,24855
6306,0,1,50,24859
6307,0,4,49,24860
6308,0,5,49,24864
6309,0,2,50,24866
6310,0,0,50,24869
6311,0,3,49,24872
6312,0,1,50,24876
6313,0,0,49,24876
6314,0,4,49,24877
6315,0,53,47,24878
6315,1,52,50,28589
6316,0,53,47,24880
6316,1,52,50,28591
6317,0,3,47,24880
6317,1,52,48,31523
6318,0,53,47,24882
6318,1,52,49,28736
6319,0,5,49,24882
6320,0,2,50,24883
6321,0,3,47,24885
6321,1,52,49,28278
6322,0,4,47,24885
6322,1,52,48,31524
6323,0,0,50,24887
6324,0,1,50,24888
6325,0,2,50,24893
6326,0,1,50,24894
6327,0,4,47,24896
6327,1,52,49,28284
6328,0,2,50,24897
6329,0,5,47,24898
6329,1,52,49,28287
6330,0,5,47,24900
6330,1,52,48,29109
6331,0,0,50,24899
6332,0,0,50,24901
6333,0,3,47,24901
6333,1,52,49,28289
6334,0,3,48,24903
6335,0,1,50,24908
6336,0,4,49,24906
6337,0,2,50,24909
6338,0,0,50,24913
6339,0,5,47,24914
6339,1,52,49,28290
6340,0,1,50,24916
6341,0,3,47,24917
6341,1,52,49,28873
6342,0,1,50,24921
6343,0,4,47,24922
6343,1,52,49,28874
6344,0,4,48,24927
6345,0,53,47,24932
6345,1,52,49,28739
6346,0,2,50,24934
6347,0,0,50,24936
6348,0,53,47,24939
6348,1,52,50,28593
6349,0,5,47,24941
6349,1,52,49,28448
6350,0,1,50,24941
6351,0,3,47,24944
6351,1,52,49,35100
6352,0,2,50,24944
6353,0,2,50,24946
6354,0,4,47,24946
6354,1,52,49,28876
6355,0,0,47,24950
6355,1,52,50,28594
6356,0,5,47,24952
6356,1,52,49,28450
6357,0,3,47,24954
6357,1,52,49,28451
6358,0,0,50,24955
6359,0,4,47,24960
6359,1,52,49,28452
6360,0,1,47,24960
6360,1,52,50,32106
6361,0,2,50,24963
6362,0,0,50,24966
6363,0,5,47,24968
6363,1,52,49,33004
6364,0,3,47,24970
6364,1,52,49,28454
6365,0,1,50,24971
6366,0,4,49,24973
6367,0,2,47,24974
6367,1,52,50,28455
6368,0,0,50,24978
6369,0,1,50,24979
6370,0,5,49,24981
6371,0,2,50,24981
6372,0,53,47,24988
6372,1,52,49,28741
6373,0,0,47,24985
6373,1,52,50,33303
6374,0,5,48,24985
6375,0,3,49,24986
6376,0,53,47,24991
6376,1,52,49,28291
6377,0,1,50,24992
6378,0,53,47,24995
6378,1,52,49,28293
6379,0,53,47,24997
6379,1,52,50,28596
6380,0,53,47,24999
6380,1,52,50,28458
6381,0,2,47,24996
6381,1,52,50,28459
6382,0,53,50,25001
6383,0,0,47,25000
6383,1,52,50,34500
6384,0,4,49,25001
6385,0,53,47,25003
6385,1,52,49,28461
6386,0,1,50,25003
6387,0,5,49,25004
6388,0,1,50,25007
6389,0,53,50,25005
6390,0,2,47,25003
6390,1,52,50,28743
6391,0,3,49,25005
6392,0,53,47,25007
6392,1,52,50,28991
6393,0,4,49,25010
6394,0,53,50,25010
6395,0,5,49,25013
6396,0,0,50,25014
6397,0,3,49,25016
6398,0,1,47,25023
6398,1,52,50,28462
6399,0,2,50,25019
6400,0,4,49,25024
6401,0,2,47,25024
6401,1,52,50,28745
