release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_p01,historical_dh_seconds_p05,historical_dh_seconds_median,historical_dh_seconds_mean,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,historical_hca_seconds_min,historical_hca_seconds_p01,historical_hca_seconds_p05,historical_hca_seconds_median,historical_hca_seconds_mean,historical_hca_seconds_p95,historical_hca_seconds_p99,historical_hca_seconds_max,current_dh_seconds_min,current_dh_seconds_p01,current_dh_seconds_p05,current_dh_seconds_median,current_dh_seconds_mean,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,historical_minus_current_seconds_min,historical_minus_current_seconds_p01,historical_minus_current_seconds_p05,historical_minus_current_seconds_median,historical_minus_current_seconds_mean,historical_minus_current_seconds_p95,historical_minus_current_seconds_p99,historical_minus_current_seconds_max,historical_excess_over_current_free_flow_min,historical_excess_over_current_free_flow_p01,historical_excess_over_current_free_flow_p05,historical_excess_over_current_free_flow_median,historical_excess_over_current_free_flow_mean,historical_excess_over_current_free_flow_p95,historical_excess_over_current_free_flow_p99,historical_excess_over_current_free_flow_max,current_excess_over_free_flow_min,current_excess_over_free_flow_p01,current_excess_over_free_flow_p05,current_excess_over_free_flow_median,current_excess_over_free_flow_mean,current_excess_over_free_flow_p95,current_excess_over_free_flow_p99,current_excess_over_free_flow_max,current_source_wait_seconds_min,current_source_wait_seconds_p01,current_source_wait_seconds_p05,current_source_wait_seconds_median,current_source_wait_seconds_mean,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max
68,284,60.200000000,62.645000000,68.130000000,192.650000000,176.718309859,272.410000000,296.730000000,324.700000000,46.000000000,46.000000000,47.000000000,196.000000000,160.017605634,276.000000000,278.000000000,327.000000000,59.600000000,60.732000000,61.800000000,187.900000000,161.086619718,239.570000000,246.834000000,258.400000000,-20.700000000,-10.291000000,-3.070000000,10.200000000,15.631690141,54.875000000,79.891000000,109.500000000,0.500000000,0.500000000,0.600000000,15.500000000,20.917605634,64.510000000,82.691000000,112.500000000,-0.000000000,-0.000000000,0.000000000,2.200000000,5.285915493,21.800000000,24.400000000,25.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
69,367,61.400000000,61.400000000,69.340000000,206.500000000,189.358310627,292.830000000,331.674000000,355.600000000,46.000000000,47.000000000,47.000000000,199.000000000,167.373297003,275.000000000,278.340000000,282.000000000,60.800000000,60.800000000,67.060000000,198.800000000,167.895912807,250.140000000,257.868000000,259.800000000,-21.200000000,-14.544000000,-3.900000000,12.600000000,21.462397820,68.230000000,118.796000000,197.100000000,0.300000000,0.300000000,0.400000000,22.400000000,28.557220708,81.350000000,122.030000000,216.700000000,-14.200000000,-6.600000000,-0.000000000,1.400000000,7.094822888,23.940000000,26.868000000,29.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
70,262,60.200000000,62.254000000,67.135000000,140.950000000,166.591984733,287.725000000,302.195000000,344.700000000,46.000000000,46.000000000,47.000000000,80.000000000,140.343511450,275.950000000,278.000000000,284.000000000,59.600000000,60.800000000,62.200000000,97.200000000,148.177099237,251.150000000,265.512000000,270.800000000,-13.900000000,-12.473000000,-7.935000000,14.850000000,18.414885496,56.235000000,77.773000000,122.100000000,0.600000000,0.700000000,0.800000000,23.450000000,28.704198473,73.280000000,90.097000000,131.700000000,-14.200000000,-0.000000000,0.000000000,6.600000000,10.289312977,31.590000000,35.112000000,36.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
71,400,61.400000000,62.794000000,77.590000000,160.250000000,176.212250000,299.430000000,336.832000000,346.200000000,46.000000000,46.000000000,47.000000000,171.000000000,150.860000000,275.000000000,279.010000000,327.000000000,59.800000000,60.800000000,62.590000000,157.800000000,153.862000000,254.030000000,281.000000000,291.400000000,-39.300000000,-6.401000000,-0.205000000,14.850000000,22.350250000,73.965000000,105.047000000,129.000000000,0.500000000,0.500000000,0.500000000,27.500000000,31.661250000,92.990000000,119.634000000,128.800000000,-6.600000000,-0.000000000,0.000000000,1.500000000,9.311000000,39.640000000,54.002000000,55.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
72,287,60.200000000,61.400000000,68.490000000,160.300000000,175.745296167,297.030000000,319.428000000,345.100000000,46.000000000,46.000000000,47.000000000,189.000000000,148.954703833,275.000000000,279.000000000,320.000000000,66.600000000,67.544000000,68.860000000,158.200000000,163.064808362,276.740000000,283.856000000,287.800000000,-29.800000000,-24.960000000,-14.310000000,4.800000000,12.680487805,55.220000000,87.442000000,129.900000000,0.500000000,0.500000000,0.530000000,21.100000000,28.277700348,81.270000000,107.672000000,145.200000000,-0.000000000,0.000000000,0.000000000,9.400000000,15.597212544,46.740000000,48.828000000,55.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
73,440,60.300000000,61.400000000,74.435000000,201.500000000,190.122727273,306.425000000,346.510000000,362.600000000,46.000000000,46.000000000,50.000000000,196.000000000,163.956818182,275.000000000,278.000000000,284.000000000,59.600000000,60.800000000,64.770000000,198.800000000,166.125454545,251.440000000,267.210000000,276.600000000,-31.100000000,-22.564000000,-0.105000000,14.000000000,23.997272727,90.050000000,118.676000000,156.400000000,0.300000000,0.300000000,0.400000000,24.400000000,32.662272727,96.255000000,135.220000000,166.600000000,-0.000000000,-0.000000000,0.000000000,0.800000000,8.665000000,36.410000000,40.322000000,42.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
74,393,60.200000000,63.660000000,69.500000000,201.800000000,184.037404580,291.960000000,317.716000000,358.200000000,46.000000000,46.000000000,47.000000000,196.000000000,166.552162850,276.000000000,286.880000000,351.000000000,59.800000000,60.800000000,63.240000000,198.600000000,165.835623410,252.840000000,268.416000000,276.000000000,-21.000000000,-16.636000000,-9.500000000,8.900000000,18.201781170,68.440000000,92.952000000,144.100000000,0.300000000,0.400000000,0.500000000,21.800000000,25.677608142,79.860000000,95.536000000,144.700000000,-0.000000000,-0.000000000,0.000000000,1.600000000,7.475826972,34.000000000,39.216000000,42.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
75,427,61.400000000,61.682000000,73.600000000,201.200000000,184.870960187,302.650000000,346.436000000,383.900000000,46.000000000,46.000000000,49.300000000,194.000000000,156.936768150,275.000000000,279.000000000,323.000000000,59.800000000,60.800000000,63.400000000,198.400000000,158.472131148,234.340000000,264.992000000,271.000000000,-26.000000000,-16.522000000,-1.540000000,15.900000000,26.398829040,87.450000000,122.902000000,138.500000000,0.300000000,0.300000000,0.400000000,26.900000000,34.145901639,102.410000000,134.606000000,152.700000000,-0.000000000,-0.000000000,0.000000000,1.200000000,7.747072600,31.800000000,37.696000000,39.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
76,410,60.200000000,62.390000000,68.745000000,213.850000000,204.859024390,301.250000000,325.292000000,373.600000000,46.000000000,47.000000000,47.000000000,199.000000000,182.424390244,276.000000000,281.730000000,350.000000000,60.400000000,60.800000000,62.090000000,206.200000000,180.409268293,251.930000000,263.528000000,270.400000000,-26.900000000,-13.202000000,-0.355000000,16.600000000,24.449756098,80.755000000,112.614000000,147.000000000,0.300000000,0.300000000,0.400000000,22.550000000,30.050731707,82.455000000,124.248000000,156.000000000,-0.000000000,-0.000000000,0.000000000,1.000000000,5.600975610,29.200000000,32.982000000,35.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
77,445,61.400000000,61.400000000,66.720000000,206.600000000,188.203595506,290.160000000,351.900000000,436.900000000,46.000000000,47.000000000,47.000000000,199.000000000,172.516853933,276.000000000,280.000000000,350.000000000,59.800000000,60.800000000,60.800000000,206.200000000,166.428764045,243.360000000,251.936000000,260.400000000,-14.700000000,-9.492000000,-0.080000000,10.000000000,21.774831461,74.980000000,114.516000000,215.700000000,0.300000000,0.300000000,0.300000000,16.100000000,26.729438202,82.700000000,127.396000000,219.300000000,-6.600000000,-0.000000000,-0.000000000,0.800000000,4.954606742,20.600000000,25.024000000,26.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
78,279,60.200000000,61.400000000,64.500000000,222.800000000,182.345878136,276.440000000,305.034000000,353.500000000,46.000000000,46.000000000,47.000000000,196.000000000,158.272401434,276.000000000,279.000000000,282.000000000,60.400000000,60.756000000,61.580000000,217.000000000,165.007885305,244.480000000,254.888000000,261.800000000,-12.400000000,-10.154000000,-1.610000000,11.800000000,17.337992832,50.520000000,80.630000000,126.700000000,0.600000000,0.600000000,0.700000000,19.600000000,24.015412186,65.430000000,90.962000000,135.900000000,-0.000000000,-0.000000000,0.000000000,2.400000000,6.677419355,21.800000000,23.800000000,26.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
79,392,60.200000000,61.491000000,68.285000000,203.000000000,190.351530612,303.745000000,327.032000000,346.700000000,46.000000000,46.000000000,47.000000000,196.000000000,167.716836735,275.000000000,280.180000000,327.000000000,59.600000000,59.782000000,61.200000000,198.400000000,162.627040816,236.690000000,244.054000000,249.400000000,-3.400000000,-1.545000000,-0.100000000,19.650000000,27.724489796,96.075000000,116.596000000,130.700000000,0.400000000,0.400000000,0.500000000,21.100000000,29.069897959,92.230000000,119.344000000,132.700000000,-14.200000000,-13.618000000,-0.000000000,0.800000000,1.345408163,7.400000000,10.818000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
80,407,60.200000000,61.400000000,68.790000000,206.600000000,192.236363636,301.980000000,323.688000000,423.100000000,46.000000000,47.000000000,47.000000000,199.000000000,171.230958231,276.000000000,317.540000000,327.000000000,59.600000000,59.824000000,61.400000000,199.000000000,167.165110565,245.800000000,254.528000000,258.000000000,-6.000000000,-2.082000000,0.100000000,19.200000000,25.071253071,81.020000000,117.294000000,179.500000000,0.400000000,0.500000000,0.600000000,24.700000000,29.697788698,84.840000000,119.022000000,186.500000000,-0.000000000,-0.000000000,0.000000000,1.200000000,4.626535627,17.940000000,21.388000000,23.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
81,379,61.400000000,66.434000000,74.050000000,226.500000000,214.472559367,301.620000000,343.452000000,378.900000000,46.000000000,46.000000000,47.000000000,204.000000000,189.844327177,275.000000000,279.220000000,327.000000000,59.600000000,60.268000000,61.400000000,206.200000000,186.216358839,235.200000000,239.220000000,244.000000000,-2.400000000,-1.144000000,0.200000000,21.300000000,28.256200528,85.350000000,136.716000000,175.000000000,0.300000000,0.300000000,0.400000000,23.700000000,29.301055409,84.840000000,138.266000000,175.000000000,-14.200000000,-13.600000000,-0.000000000,0.600000000,1.044854881,6.040000000,9.444000000,11.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
82,391,61.100000000,63.830000000,77.250000000,234.600000000,214.702046036,306.750000000,332.090000000,391.600000000,46.000000000,46.900000000,49.500000000,199.000000000,187.593350384,276.000000000,279.500000000,327.000000000,59.800000000,60.580000000,61.600000000,207.000000000,182.776470588,236.500000000,239.660000000,243.400000000,-6.900000000,-2.060000000,0.300000000,28.200000000,31.925575448,91.850000000,124.700000000,156.000000000,0.300000000,0.300000000,0.600000000,28.600000000,33.138363171,89.050000000,125.600000000,156.600000000,-14.200000000,-13.800000000,0.000000000,0.800000000,1.212787724,6.800000000,7.840000000,9.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
83,379,60.200000000,61.400000000,72.350000000,206.600000000,197.352770449,286.780000000,333.286000000,385.600000000,46.000000000,47.000000000,50.000000000,200.000000000,185.678100264,275.000000000,280.440000000,327.000000000,59.600000000,60.068000000,60.800000000,206.200000000,175.653298153,233.400000000,238.020000000,243.400000000,-2.900000000,-1.100000000,0.000000000,11.600000000,21.699472296,76.810000000,119.296000000,170.800000000,0.300000000,0.300000000,0.400000000,12.700000000,22.367546174,76.850000000,117.076000000,172.600000000,-14.200000000,-13.244000000,-0.000000000,0.400000000,0.668073879,4.600000000,7.644000000,8.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
84,376,61.400000000,61.400000000,70.900000000,222.700000000,199.675265957,289.950000000,318.625000000,343.700000000,46.000000000,46.750000000,47.000000000,200.000000000,186.968085106,273.000000000,276.500000000,320.000000000,59.600000000,59.800000000,60.800000000,206.200000000,174.435638298,233.000000000,238.900000000,241.800000000,-2.700000000,-0.825000000,0.175000000,21.000000000,25.239627660,77.225000000,105.200000000,131.700000000,0.300000000,0.400000000,0.500000000,21.200000000,25.947074468,77.425000000,105.875000000,120.600000000,-14.200000000,-13.200000000,-0.000000000,0.400000000,0.707446809,3.800000000,7.250000000,10.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
85,368,60.200000000,61.400000000,72.170000000,217.700000000,201.880163043,287.000000000,320.256000000,387.200000000,46.000000000,46.000000000,47.000000000,201.500000000,186.076086957,265.850000000,279.330000000,320.000000000,59.600000000,60.334000000,61.000000000,206.200000000,178.844021739,232.400000000,238.398000000,245.600000000,-7.700000000,-1.300000000,0.200000000,14.750000000,23.036141304,75.470000000,107.091000000,169.200000000,0.300000000,0.300000000,0.500000000,15.850000000,24.272010870,77.155000000,103.879000000,169.800000000,-13.800000000,-6.600000000,-0.000000000,0.800000000,1.235869565,4.200000000,7.932000000,11.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
86,361,61.400000000,61.400000000,78.900000000,213.300000000,202.325484765,282.300000000,340.800000000,392.500000000,46.000000000,46.000000000,47.000000000,200.000000000,191.016620499,275.000000000,279.400000000,327.000000000,59.600000000,60.800000000,60.800000000,206.600000000,180.427700831,224.800000000,237.120000000,242.200000000,-4.700000000,-1.780000000,0.000000000,15.200000000,21.897783934,69.500000000,124.800000000,187.300000000,0.300000000,0.300000000,0.400000000,15.800000000,23.100554017,71.300000000,125.320000000,188.900000000,-13.600000000,-4.400000000,-0.000000000,0.600000000,1.202770083,5.400000000,8.160000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
87,358,61.100000000,61.500000000,75.030000000,225.250000000,214.544972067,300.745000000,327.430000000,354.900000000,46.000000000,47.000000000,50.000000000,199.000000000,190.497206704,257.000000000,276.000000000,282.000000000,59.600000000,60.400000000,61.800000000,206.700000000,187.093854749,223.690000000,235.258000000,241.200000000,-2.700000000,-0.700000000,-0.015000000,20.650000000,27.451117318,82.820000000,121.800000000,156.500000000,0.300000000,0.300000000,0.400000000,21.550000000,28.281843575,83.615000000,121.800000000,156.500000000,-14.200000000,-11.944000000,-0.000000000,0.600000000,0.830726257,3.600000000,5.372000000,7.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
88,320,61.400000000,61.400000000,71.360000000,212.450000000,212.696562500,306.325000000,352.900000000,363.900000000,46.000000000,47.000000000,47.000000000,200.000000000,192.175000000,250.000000000,279.000000000,284.000000000,60.400000000,60.800000000,60.800000000,206.200000000,189.170000000,222.000000000,223.562000000,231.200000000,-2.600000000,-1.881000000,0.095000000,10.350000000,23.526562500,92.925000000,140.241000000,143.100000000,0.300000000,0.300000000,0.300000000,11.100000000,24.345312500,93.805000000,140.565000000,149.900000000,-13.400000000,-12.534000000,-0.000000000,0.600000000,0.818750000,3.600000000,5.362000000,6.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
89,348,61.400000000,63.494000000,76.705000000,218.300000000,205.001724138,290.130000000,321.753000000,373.000000000,46.000000000,47.000000000,53.000000000,200.000000000,186.939655172,244.000000000,250.000000000,279.000000000,59.600000000,59.800000000,61.400000000,206.200000000,179.798275862,222.800000000,225.906000000,227.400000000,-2.300000000,-1.500000000,0.000000000,18.650000000,25.203448276,79.050000000,122.912000000,173.800000000,0.300000000,0.300000000,0.400000000,19.150000000,26.317816092,78.610000000,123.353000000,174.600000000,-13.800000000,-6.412000000,0.000000000,0.600000000,1.114367816,5.330000000,10.012000000,11.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
90,307,60.300000000,61.400000000,73.780000000,207.100000000,202.751140065,290.850000000,331.386000000,392.700000000,46.000000000,46.000000000,47.600000000,200.000000000,187.045602606,241.000000000,249.880000000,257.000000000,59.600000000,59.836000000,61.400000000,200.600000000,179.562214984,222.540000000,224.400000000,232.000000000,-4.300000000,-2.300000000,-0.440000000,9.200000000,23.188925081,82.250000000,127.186000000,179.700000000,0.300000000,0.400000000,0.400000000,10.700000000,24.258631922,80.570000000,128.598000000,179.700000000,-14.200000000,-0.000000000,0.000000000,0.600000000,1.069706840,4.600000000,6.740000000,11.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
91,337,61.400000000,64.156000000,74.160000000,209.000000000,202.239465875,291.520000000,335.160000000,376.400000000,46.000000000,46.360000000,53.000000000,200.000000000,186.706231454,250.000000000,276.000000000,284.000000000,59.800000000,60.400000000,61.560000000,199.800000000,178.085459941,223.880000000,233.712000000,240.600000000,-2.900000000,-1.628000000,0.100000000,15.000000000,24.154005935,82.360000000,129.408000000,164.800000000,0.300000000,0.300000000,0.500000000,16.200000000,24.736795252,81.240000000,131.840000000,154.300000000,-14.200000000,-13.728000000,-0.000000000,0.400000000,0.582789318,5.000000000,7.712000000,12.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
92,256,61.400000000,61.400000000,77.900000000,202.400000000,201.433203125,300.200000000,321.385000000,372.400000000,46.000000000,46.550000000,50.000000000,210.000000000,195.703125000,240.000000000,252.850000000,276.000000000,60.800000000,60.800000000,61.400000000,198.400000000,180.142968750,222.000000000,229.540000000,237.400000000,-1.800000000,-1.135000000,0.300000000,7.500000000,21.290234375,83.700000000,111.135000000,173.600000000,0.500000000,0.500000000,0.500000000,8.800000000,21.428515625,82.900000000,107.105000000,174.000000000,-14.200000000,-13.980000000,-0.000000000,0.200000000,0.138281250,2.800000000,4.200000000,5.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
93,350,60.200000000,61.500000000,69.605000000,206.600000000,200.341714286,297.615000000,334.600000000,394.200000000,46.000000000,46.490000000,51.350000000,199.000000000,186.508571429,275.000000000,278.510000000,284.000000000,59.600000000,60.400000000,61.690000000,206.200000000,178.536571429,222.800000000,237.404000000,242.600000000,-1.400000000,-0.900000000,0.300000000,5.700000000,21.805142857,82.265000000,126.953000000,157.600000000,0.300000000,0.300000000,0.300000000,7.100000000,22.475428571,82.395000000,120.681000000,157.600000000,-14.200000000,-13.502000000,-0.000000000,0.400000000,0.670285714,5.400000000,6.902000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
94,266,61.400000000,61.400000000,61.400000000,160.700000000,171.958270677,272.850000000,311.850000000,369.900000000,46.000000000,46.000000000,47.000000000,197.000000000,172.744360902,235.000000000,247.350000000,327.000000000,59.800000000,60.400000000,60.800000000,159.500000000,158.640601504,222.150000000,232.470000000,238.400000000,-4.500000000,-2.170000000,-0.450000000,2.300000000,13.317669173,58.675000000,94.410000000,153.500000000,0.500000000,0.500000000,0.500000000,3.300000000,13.810902256,56.775000000,89.310000000,157.700000000,-14.200000000,-14.200000000,-0.000000000,0.400000000,0.493233083,4.200000000,6.800000000,7.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
95,301,60.200000000,61.400000000,67.400000000,163.500000000,170.185382060,274.200000000,325.500000000,340.100000000,46.000000000,46.000000000,47.000000000,197.000000000,160.697674419,240.000000000,275.000000000,276.000000000,59.600000000,60.200000000,60.800000000,159.400000000,154.084385382,231.400000000,238.800000000,243.600000000,-2.400000000,-0.200000000,0.300000000,2.500000000,16.100996678,62.000000000,110.900000000,124.700000000,0.500000000,0.500000000,0.500000000,3.700000000,16.567441860,61.300000000,104.300000000,127.900000000,-14.200000000,-13.600000000,-0.000000000,0.200000000,0.466445183,4.200000000,6.000000000,7.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
96,194,60.200000000,60.300000000,61.400000000,161.100000000,160.860824742,214.905000000,277.324000000,326.900000000,46.000000000,46.000000000,47.000000000,185.000000000,163.886597938,222.000000000,235.000000000,235.000000000,59.600000000,59.600000000,60.400000000,158.000000000,155.064948454,199.470000000,222.028000000,231.400000000,-0.800000000,-0.307000000,0.200000000,0.800000000,5.795876289,32.000000000,84.719000000,111.900000000,0.500000000,0.500000000,0.500000000,0.850000000,6.049484536,32.000000000,71.513000000,112.900000000,-14.200000000,-0.000000000,-0.000000000,0.000000000,0.253608247,1.200000000,3.000000000,3.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
97,180,61.400000000,61.400000000,65.735000000,113.250000000,141.525555556,240.840000000,259.842000000,281.600000000,46.000000000,46.000000000,47.000000000,79.000000000,115.311111111,250.000000000,269.840000000,275.000000000,59.600000000,60.400000000,60.800000000,85.000000000,124.486666667,222.000000000,247.042000000,253.400000000,-17.100000000,-13.157000000,-7.730000000,10.950000000,17.038888889,52.700000000,77.797000000,123.400000000,0.400000000,0.600000000,0.800000000,23.250000000,28.734444444,74.025000000,96.299000000,139.400000000,-0.000000000,-0.000000000,0.000000000,10.700000000,11.695555556,27.010000000,32.178000000,34.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.422222222,6.020000000,8.884000000,9.600000000
98,184,61.400000000,61.400000000,61.400000000,157.900000000,148.413586957,236.100000000,278.977000000,328.200000000,46.000000000,47.000000000,47.000000000,171.000000000,147.239130435,218.000000000,233.500000000,278.000000000,59.600000000,60.800000000,60.800000000,157.400000000,144.955434783,231.970000000,236.600000000,237.600000000,-4.900000000,-3.802000000,-0.670000000,0.600000000,3.458152174,22.470000000,47.606000000,96.500000000,0.500000000,0.500000000,0.500000000,0.600000000,4.652717391,25.715000000,48.440000000,96.900000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,1.194565217,7.600000000,9.434000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.089130435,2.400000000,4.234000000,4.800000000
99,214,61.100000000,61.400000000,63.695000000,199.000000000,171.707943925,295.350000000,312.796000000,342.200000000,46.000000000,46.000000000,47.000000000,185.000000000,148.000000000,275.000000000,277.740000000,278.000000000,60.400000000,60.800000000,61.190000000,198.400000000,157.803738318,262.100000000,270.548000000,272.400000000,-25.400000000,-19.327000000,-10.670000000,4.750000000,13.904205607,51.145000000,68.061000000,124.800000000,0.300000000,0.300000000,0.300000000,20.900000000,26.281775701,74.170000000,89.709000000,124.800000000,-0.000000000,-0.000000000,-0.000000000,8.200000000,12.377570093,33.090000000,38.548000000,40.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
100,62,60.200000000,60.749000000,61.400000000,218.000000000,161.061290323,270.800000000,286.070000000,287.900000000,46.000000000,46.000000000,46.050000000,201.500000000,141.596774194,225.000000000,276.000000000,276.000000000,59.600000000,60.088000000,60.610000000,217.200000000,152.909677419,239.510000000,247.312000000,247.800000000,-14.600000000,-12.038000000,-4.580000000,0.800000000,8.151612903,38.800000000,54.382000000,56.700000000,0.600000000,0.600000000,0.600000000,0.800000000,9.367741935,39.600000000,54.382000000,56.700000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,1.216129032,10.910000000,15.556000000,15.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
101,149,61.400000000,61.400000000,68.900000000,222.700000000,181.526174497,285.720000000,308.008000000,311.900000000,46.000000000,46.000000000,46.400000000,194.000000000,153.979865772,276.000000000,278.000000000,278.000000000,59.600000000,60.592000000,60.880000000,217.000000000,158.702013423,243.960000000,248.016000000,248.800000000,-4.400000000,-3.816000000,-0.160000000,20.400000000,22.824161074,60.600000000,88.940000000,126.600000000,0.500000000,0.600000000,0.700000000,25.400000000,26.861744966,62.500000000,86.932000000,128.000000000,-14.200000000,-6.864000000,-0.000000000,3.200000000,4.037583893,11.520000000,14.136000000,15.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
102,82,60.200000000,60.929000000,61.400000000,217.800000000,161.704878049,260.655000000,270.933000000,271.500000000,46.000000000,46.000000000,47.000000000,194.000000000,146.585365854,275.000000000,276.380000000,278.000000000,59.600000000,59.600000000,60.400000000,214.200000000,149.641463415,236.600000000,237.990000000,238.800000000,-1.700000000,-1.457000000,0.600000000,4.100000000,12.063414634,36.970000000,42.152000000,42.800000000,0.600000000,0.600000000,0.600000000,4.800000000,12.531707317,39.320000000,43.038000000,43.200000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.468292683,2.200000000,3.000000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
103,204,61.400000000,61.521000000,74.760000000,218.350000000,197.124019608,276.485000000,291.734000000,378.500000000,46.000000000,46.000000000,47.000000000,198.500000000,172.808823529,275.000000000,276.000000000,276.000000000,60.400000000,60.800000000,62.800000000,213.700000000,176.681372549,240.280000000,243.800000000,247.800000000,-7.200000000,-5.255000000,-0.055000000,14.950000000,20.442647059,50.890000000,71.691000000,161.500000000,0.600000000,0.603000000,0.800000000,21.050000000,23.858333333,56.620000000,74.116000000,161.500000000,-14.200000000,-13.594000000,-0.000000000,3.000000000,3.415686275,10.370000000,11.200000000,11.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.080392157,2.340000000,4.194000000,4.800000000
104,82,60.200000000,60.929000000,61.400000000,217.800000000,168.330487805,257.815000000,269.716000000,274.900000000,46.000000000,46.000000000,47.000000000,194.000000000,144.963414634,232.000000000,276.000000000,276.000000000,59.600000000,59.600000000,60.400000000,213.000000000,156.019512195,232.000000000,236.790000000,237.600000000,-1.900000000,-0.037000000,0.600000000,1.200000000,12.310975610,39.130000000,52.050000000,56.100000000,0.600000000,0.600000000,0.600000000,1.200000000,12.293902439,37.700000000,52.278000000,57.300000000,-14.200000000,-12.580000000,-0.000000000,0.000000000,-0.017073171,1.990000000,2.676000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
105,308,60.200000000,61.400000000,65.800000000,211.850000000,196.361688312,252.620000000,320.444000000,358.100000000,46.000000000,50.000000000,72.000000000,250.000000000,209.256493506,275.000000000,278.000000000,350.000000000,59.600000000,60.214000000,61.000000000,210.400000000,183.301298701,233.800000000,236.572000000,241.800000000,-18.100000000,-16.586000000,-11.695000000,5.850000000,13.060389610,58.110000000,103.580000000,142.800000000,0.300000000,0.300000000,0.300000000,12.650000000,19.432467532,58.705000000,100.447000000,147.800000000,-14.200000000,-14.200000000,-0.000000000,1.600000000,6.372077922,26.660000000,29.572000000,30.400000000,2.000000000,2.000000000,2.000000000,2.000000000,5.636363636,21.460000000,24.372000000,25.200000000
