release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_p01,historical_dh_seconds_p05,historical_dh_seconds_median,historical_dh_seconds_mean,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,historical_hca_seconds_min,historical_hca_seconds_p01,historical_hca_seconds_p05,historical_hca_seconds_median,historical_hca_seconds_mean,historical_hca_seconds_p95,historical_hca_seconds_p99,historical_hca_seconds_max,current_dh_seconds_min,current_dh_seconds_p01,current_dh_seconds_p05,current_dh_seconds_median,current_dh_seconds_mean,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,historical_minus_current_seconds_min,historical_minus_current_seconds_p01,historical_minus_current_seconds_p05,historical_minus_current_seconds_median,historical_minus_current_seconds_mean,historical_minus_current_seconds_p95,historical_minus_current_seconds_p99,historical_minus_current_seconds_max,historical_excess_over_current_free_flow_min,historical_excess_over_current_free_flow_p01,historical_excess_over_current_free_flow_p05,historical_excess_over_current_free_flow_median,historical_excess_over_current_free_flow_mean,historical_excess_over_current_free_flow_p95,historical_excess_over_current_free_flow_p99,historical_excess_over_current_free_flow_max,current_excess_over_free_flow_min,current_excess_over_free_flow_p01,current_excess_over_free_flow_p05,current_excess_over_free_flow_median,current_excess_over_free_flow_mean,current_excess_over_free_flow_p95,current_excess_over_free_flow_p99,current_excess_over_free_flow_max,current_source_wait_seconds_min,current_source_wait_seconds_p01,current_source_wait_seconds_p05,current_source_wait_seconds_median,current_source_wait_seconds_mean,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max
182,173,60.200000000,60.272000000,61.400000000,203.500000000,162.901734104,269.400000000,302.472000000,336.600000000,46.000000000,46.000000000,47.000000000,199.000000000,152.554913295,250.000000000,279.000000000,279.000000000,59.600000000,59.600000000,59.800000000,198.400000000,149.884393064,218.800000000,222.400000000,224.400000000,0.100000000,0.272000000,0.300000000,1.900000000,13.017341040,61.260000000,95.520000000,140.700000000,0.300000000,0.300000000,0.300000000,2.600000000,13.321387283,61.420000000,95.520000000,140.700000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.304046243,1.400000000,2.112000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
183,297,60.200000000,61.400000000,64.500000000,201.300000000,183.156228956,270.580000000,338.212000000,359.000000000,46.000000000,46.000000000,47.000000000,199.000000000,171.218855219,250.000000000,276.000000000,279.000000000,59.600000000,59.800000000,60.800000000,198.800000000,166.942760943,222.480000000,239.616000000,242.200000000,-3.800000000,-0.416000000,0.300000000,2.700000000,16.213468013,58.680000000,120.428000000,141.200000000,0.300000000,0.300000000,0.400000000,3.600000000,16.899663300,57.960000000,120.332000000,141.200000000,-14.200000000,-13.624000000,-0.000000000,0.400000000,0.686195286,3.840000000,6.032000000,9.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
184,111,60.200000000,61.100000000,61.400000000,116.200000000,123.436936937,225.900000000,251.640000000,259.800000000,46.000000000,46.000000000,46.000000000,72.000000000,109.819819820,222.000000000,231.300000000,241.000000000,59.600000000,59.600000000,60.400000000,70.400000000,113.268468468,217.600000000,230.280000000,240.200000000,-4.900000000,-4.640000000,-3.000000000,1.100000000,10.168468468,48.000000000,64.790000000,136.900000000,0.500000000,0.500000000,0.500000000,3.600000000,11.950450450,51.000000000,65.690000000,137.700000000,-0.000000000,-0.000000000,-0.000000000,0.400000000,1.781981982,6.300000000,6.800000000,7.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
185,159,61.400000000,61.400000000,61.400000000,115.400000000,145.115094340,307.170000000,341.942000000,365.600000000,46.000000000,46.000000000,46.000000000,54.000000000,97.566037736,273.200000000,276.000000000,276.000000000,59.600000000,60.316000000,60.800000000,85.600000000,116.715723270,251.800000000,263.176000000,267.200000000,-14.800000000,-13.540000000,-6.610000000,23.800000000,28.399371069,76.940000000,127.274000000,197.000000000,0.600000000,0.600000000,0.600000000,41.200000000,43.341509434,94.810000000,144.894000000,217.600000000,-14.200000000,-13.600000000,0.000000000,17.800000000,14.942138365,29.620000000,30.968000000,32.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
186,110,60.200000000,60.200000000,61.400000000,203.200000000,166.473636364,254.685000000,310.953000000,349.800000000,46.000000000,46.000000000,47.000000000,185.000000000,144.990909091,235.000000000,235.000000000,275.000000000,59.600000000,59.600000000,60.070000000,199.200000000,153.423636364,220.600000000,232.856000000,249.400000000,-8.300000000,-6.082000000,-2.200000000,3.900000000,13.050000000,54.515000000,94.171000000,132.800000000,0.600000000,0.600000000,0.600000000,8.450000000,15.302727273,55.045000000,95.081000000,132.800000000,-0.000000000,-0.000000000,-0.000000000,0.600000000,2.252727273,10.650000000,17.346000000,18.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
187,215,61.400000000,61.400000000,77.620000000,207.900000000,198.032093023,278.970000000,305.902000000,324.900000000,46.000000000,46.000000000,47.000000000,196.000000000,169.130232558,275.000000000,276.000000000,279.000000000,59.600000000,60.400000000,62.780000000,204.800000000,175.442790698,239.060000000,247.632000000,251.400000000,-5.200000000,-3.758000000,-1.390000000,19.700000000,22.589302326,66.060000000,105.006000000,143.200000000,0.600000000,0.600000000,0.600000000,22.800000000,26.338139535,71.380000000,94.346000000,152.800000000,-14.200000000,-13.916000000,-8.160000000,3.600000000,3.748837209,12.980000000,14.800000000,16.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.076279070,2.120000000,4.172000000,4.800000000
188,142,61.100000000,61.223000000,61.400000000,163.900000000,157.000000000,246.900000000,283.091000000,324.700000000,46.000000000,46.000000000,47.000000000,188.500000000,144.795774648,247.950000000,248.000000000,248.000000000,59.600000000,59.600000000,60.400000000,158.500000000,140.412676056,219.800000000,224.872000000,232.000000000,-5.900000000,-2.962000000,0.100000000,11.000000000,16.587323944,48.775000000,92.407000000,140.700000000,0.500000000,0.500000000,0.600000000,12.450000000,17.891549296,49.480000000,98.121000000,140.700000000,-14.200000000,-0.000000000,-0.000000000,0.400000000,1.304225352,6.800000000,7.600000000,7.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
189,209,60.200000000,61.400000000,71.540000000,218.900000000,191.154545455,265.180000000,275.360000000,337.700000000,46.000000000,46.000000000,47.000000000,196.000000000,168.880382775,275.000000000,276.000000000,276.000000000,59.600000000,60.616000000,60.800000000,213.600000000,172.146411483,240.160000000,245.384000000,248.800000000,-11.500000000,-6.356000000,0.600000000,11.100000000,19.008133971,57.340000000,75.732000000,125.500000000,0.400000000,0.600000000,0.700000000,20.200000000,23.626315789,58.700000000,83.068000000,112.500000000,-14.200000000,-14.104000000,-0.000000000,3.600000000,4.618181818,14.240000000,17.568000000,18.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.814354067,9.040000000,12.368000000,13.200000000
190,147,61.100000000,61.238000000,61.400000000,166.600000000,162.963265306,252.300000000,295.470000000,380.000000000,46.000000000,46.000000000,47.000000000,171.000000000,147.197278912,241.000000000,248.000000000,248.000000000,59.600000000,59.692000000,60.400000000,163.400000000,148.144217687,221.640000000,226.216000000,237.400000000,-5.300000000,-4.056000000,-2.540000000,6.400000000,14.819047619,43.420000000,119.750000000,164.800000000,0.500000000,0.546000000,0.600000000,10.800000000,16.847619048,47.510000000,122.506000000,167.800000000,-14.200000000,-0.000000000,-0.000000000,0.800000000,2.028571429,7.540000000,8.800000000,9.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
191,202,60.200000000,61.400000000,61.405000000,163.300000000,162.964356436,278.880000000,295.882000000,322.700000000,46.000000000,47.000000000,47.000000000,146.000000000,136.925742574,235.000000000,276.000000000,276.000000000,59.800000000,60.400000000,60.800000000,163.600000000,145.148514851,243.150000000,247.196000000,251.000000000,-13.800000000,-9.493000000,-3.950000000,10.400000000,17.815841584,61.580000000,79.596000000,107.300000000,0.500000000,0.600000000,0.600000000,18.300000000,24.543564356,63.470000000,92.079000000,113.100000000,-14.200000000,-14.124000000,0.000000000,6.800000000,6.727722772,17.770000000,19.400000000,21.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.182178218,3.780000000,5.598000000,6.200000000
192,136,60.200000000,60.200000000,61.400000000,162.900000000,145.971323529,247.650000000,293.300000000,327.900000000,46.000000000,46.000000000,46.000000000,146.000000000,123.279411765,219.000000000,226.300000000,232.000000000,59.600000000,59.600000000,60.250000000,161.000000000,132.295588235,219.900000000,234.780000000,236.800000000,-8.300000000,-5.950000000,-3.250000000,4.300000000,13.675735294,53.225000000,83.660000000,112.700000000,0.500000000,0.600000000,0.600000000,9.300000000,15.937500000,53.225000000,83.660000000,115.700000000,-0.000000000,-0.000000000,-0.000000000,0.200000000,2.261764706,9.250000000,10.530000000,10.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
193,333,60.200000000,61.400000000,68.980000000,160.100000000,165.995195195,265.520000000,307.524000000,326.400000000,46.000000000,46.000000000,47.000000000,171.000000000,156.567567568,232.000000000,275.680000000,279.000000000,59.600000000,60.400000000,60.800000000,157.800000000,152.293093093,225.520000000,236.600000000,242.000000000,-6.400000000,-2.168000000,-0.340000000,2.100000000,13.702102102,58.360000000,88.276000000,121.500000000,0.300000000,0.332000000,0.400000000,2.900000000,15.266666667,61.200000000,91.268000000,121.500000000,-6.600000000,-0.000000000,-0.000000000,0.400000000,1.564564565,9.000000000,12.136000000,13.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
194,254,60.200000000,61.400000000,61.400000000,160.100000000,154.062204724,256.070000000,326.964000000,397.700000000,46.000000000,46.000000000,47.000000000,171.000000000,149.688976378,222.000000000,241.110000000,275.000000000,59.600000000,59.600000000,60.800000000,158.200000000,144.477165354,217.400000000,227.690000000,236.600000000,-1.700000000,-1.300000000,-0.300000000,1.750000000,9.585039370,42.820000000,105.532000000,178.300000000,0.300000000,0.400000000,0.500000000,2.800000000,10.396062992,44.065000000,109.364000000,180.100000000,-0.000000000,-0.000000000,-0.000000000,0.400000000,0.811023622,2.400000000,5.210000000,7.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
195,223,60.300000000,61.166000000,61.800000000,199.100000000,166.575336323,255.880000000,282.068000000,353.700000000,46.000000000,46.000000000,47.000000000,185.000000000,147.147982063,250.000000000,275.000000000,276.000000000,60.000000000,60.444000000,60.800000000,198.400000000,151.208071749,233.680000000,247.692000000,255.600000000,-10.100000000,-6.378000000,-0.080000000,3.100000000,15.367264574,54.590000000,66.478000000,131.300000000,0.300000000,0.300000000,0.400000000,10.800000000,19.684753363,60.540000000,72.760000000,140.700000000,-0.000000000,-0.000000000,-0.000000000,1.000000000,4.317488789,13.580000000,16.512000000,20.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
196,137,60.300000000,61.400000000,61.400000000,137.100000000,136.933576642,242.200000000,255.440000000,270.200000000,46.000000000,46.000000000,46.000000000,80.000000000,119.262773723,222.600000000,232.000000000,232.000000000,59.600000000,59.600000000,59.800000000,72.800000000,123.792700730,222.000000000,222.000000000,236.600000000,-11.100000000,-6.928000000,-2.400000000,4.100000000,13.140875912,53.180000000,73.368000000,77.300000000,0.500000000,0.600000000,0.600000000,9.200000000,15.511678832,53.180000000,73.496000000,78.300000000,-0.000000000,-0.000000000,-0.000000000,0.200000000,2.370802920,10.040000000,11.384000000,11.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.026277372,2.000000000,2.728000000,3.200000000
197,191,60.300000000,61.400000000,61.500000000,134.400000000,151.543455497,260.850000000,284.440000000,313.500000000,46.000000000,46.000000000,46.000000000,79.000000000,117.382198953,227.000000000,269.700000000,276.000000000,59.600000000,60.800000000,60.800000000,89.400000000,132.075392670,232.300000000,259.220000000,266.200000000,-15.700000000,-13.040000000,-9.000000000,11.100000000,19.468062827,65.700000000,90.000000000,108.300000000,0.600000000,0.600000000,0.600000000,26.500000000,31.322513089,86.350000000,110.190000000,128.000000000,-0.000000000,-0.000000000,0.000000000,9.800000000,11.854450262,26.100000000,28.140000000,29.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.085863874,2.400000000,4.220000000,4.800000000
198,123,60.200000000,61.166000000,61.400000000,101.600000000,145.970731707,251.950000000,274.158000000,292.600000000,46.000000000,46.000000000,46.000000000,73.000000000,118.512195122,227.000000000,241.000000000,273.000000000,59.600000000,59.600000000,60.220000000,69.800000000,129.905691057,222.000000000,231.824000000,236.600000000,-4.100000000,-1.460000000,0.600000000,10.200000000,16.065040650,55.500000000,65.864000000,122.700000000,0.600000000,0.600000000,0.600000000,10.400000000,16.679674797,55.710000000,66.396000000,122.700000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.614634146,3.000000000,7.892000000,8.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
199,290,60.200000000,61.400000000,64.775000000,199.000000000,167.248275862,258.290000000,299.438000000,341.600000000,46.000000000,46.000000000,47.000000000,185.000000000,151.393103448,250.000000000,275.000000000,284.000000000,59.600000000,60.400000000,60.890000000,198.400000000,153.155862069,226.420000000,246.088000000,248.800000000,-7.500000000,-6.166000000,-0.355000000,2.400000000,14.092413793,55.980000000,95.842000000,120.800000000,0.300000000,0.300000000,0.400000000,3.400000000,17.020000000,60.435000000,92.718000000,120.800000000,-6.600000000,-0.000000000,-0.000000000,0.800000000,2.927586207,12.930000000,15.822000000,17.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
200,125,60.200000000,61.172000000,61.400000000,214.200000000,158.590400000,252.460000000,266.452000000,310.200000000,46.000000000,46.000000000,47.000000000,189.000000000,132.808000000,232.000000000,241.000000000,241.000000000,59.600000000,60.248000000,60.400000000,212.200000000,143.264000000,222.000000000,230.552000000,236.600000000,-0.100000000,0.220000000,0.600000000,4.600000000,15.326400000,50.300000000,91.664000000,106.200000000,0.600000000,0.600000000,0.600000000,4.600000000,15.700800000,50.300000000,93.944000000,108.800000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.374400000,1.920000000,2.904000000,3.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
201,239,60.200000000,61.400000000,62.290000000,157.900000000,163.937656904,256.630000000,283.694000000,310.700000000,46.000000000,46.000000000,47.000000000,171.000000000,149.652719665,235.000000000,276.000000000,284.000000000,59.600000000,59.800000000,60.800000000,159.600000000,149.869456067,232.800000000,242.268000000,247.600000000,-6.800000000,-5.872000000,-3.110000000,4.400000000,14.068200837,51.330000000,81.130000000,90.900000000,0.500000000,0.500000000,0.500000000,9.800000000,17.010460251,53.100000000,81.282000000,97.700000000,-6.600000000,-0.000000000,0.000000000,1.400000000,2.942259414,9.800000000,11.000000000,11.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.101255230,2.420000000,4.724000000,5.400000000
202,194,61.100000000,61.100000000,61.400000000,210.300000000,177.852577320,271.810000000,298.543000000,312.900000000,46.000000000,46.000000000,46.650000000,196.000000000,158.005154639,250.000000000,279.210000000,282.000000000,59.600000000,59.600000000,60.400000000,200.900000000,159.403092784,222.140000000,232.508000000,236.600000000,-1.400000000,-0.249000000,0.400000000,11.200000000,18.449484536,56.270000000,91.962000000,104.700000000,0.300000000,0.300000000,0.600000000,12.400000000,19.221649485,56.680000000,95.496000000,104.700000000,-0.000000000,-0.000000000,-0.000000000,0.100000000,0.772164948,3.000000000,4.056000000,5.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
203,164,61.400000000,61.463000000,65.415000000,126.050000000,163.837804878,271.395000000,300.068000000,344.600000000,46.000000000,46.630000000,47.000000000,80.000000000,131.304878049,232.000000000,237.220000000,269.000000000,59.600000000,60.400000000,60.400000000,75.200000000,138.402439024,222.800000000,235.592000000,240.400000000,-4.000000000,-1.262000000,0.600000000,22.750000000,25.435365854,64.725000000,88.974000000,136.800000000,0.500000000,0.600000000,0.700000000,23.300000000,26.807317073,63.310000000,90.610000000,124.000000000,-14.200000000,-14.074000000,-0.000000000,1.000000000,1.371951220,7.400000000,8.696000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
204,212,60.200000000,60.299000000,61.400000000,206.550000000,185.433962264,279.150000000,314.272000000,349.400000000,46.000000000,46.000000000,47.000000000,200.000000000,170.754716981,242.350000000,275.890000000,278.000000000,59.600000000,60.200000000,60.800000000,199.800000000,166.559433962,232.000000000,236.778000000,238.200000000,-3.100000000,-1.389000000,-0.045000000,9.750000000,18.874528302,76.610000000,109.532000000,118.100000000,0.500000000,0.500000000,0.600000000,11.050000000,20.344339623,76.700000000,109.983000000,119.700000000,-0.000000000,-0.000000000,0.000000000,0.700000000,1.469811321,7.200000000,8.578000000,8.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
205,340,61.400000000,61.400000000,73.755000000,201.400000000,195.559705882,298.550000000,336.310000000,354.900000000,46.000000000,47.000000000,49.850000000,199.000000000,180.438235294,275.000000000,278.610000000,327.000000000,59.600000000,60.400000000,60.800000000,198.800000000,174.687647059,234.410000000,239.644000000,242.000000000,-2.600000000,-0.961000000,0.195000000,5.300000000,20.872058824,80.225000000,121.944000000,135.400000000,0.300000000,0.300000000,0.400000000,6.400000000,22.029705882,80.865000000,119.736000000,135.800000000,-14.200000000,-13.922000000,-0.000000000,0.400000000,1.157647059,6.800000000,8.122000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
206,195,60.300000000,61.400000000,61.400000000,163.800000000,175.205641026,279.730000000,309.368000000,323.400000000,46.000000000,46.000000000,47.000000000,197.000000000,173.594871795,273.600000000,286.580000000,327.000000000,59.600000000,59.800000000,60.680000000,160.200000000,162.473846154,232.600000000,238.800000000,239.200000000,-4.100000000,-2.912000000,-1.330000000,3.800000000,12.731794872,56.950000000,94.772000000,125.000000000,0.500000000,0.500000000,0.500000000,5.900000000,14.087692308,57.980000000,96.844000000,125.000000000,-0.000000000,-0.000000000,0.000000000,0.600000000,1.355897436,5.060000000,8.436000000,10.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
207,229,60.200000000,61.400000000,65.020000000,206.500000000,191.164628821,279.860000000,314.500000000,329.200000000,46.000000000,46.000000000,47.000000000,199.000000000,171.131004367,275.000000000,276.000000000,278.000000000,59.600000000,60.112000000,60.800000000,206.200000000,172.325764192,245.640000000,250.640000000,253.600000000,-9.400000000,-2.104000000,0.300000000,5.400000000,18.838864629,65.260000000,90.800000000,111.200000000,0.300000000,0.300000000,0.340000000,11.400000000,22.727074236,69.120000000,98.980000000,111.800000000,-14.200000000,-14.032000000,-0.000000000,0.800000000,3.888209607,14.600000000,16.576000000,17.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
208,204,60.200000000,60.200000000,61.400000000,185.650000000,176.143137255,287.600000000,335.960000000,361.700000000,46.000000000,46.000000000,47.000000000,189.000000000,162.441176471,234.550000000,273.000000000,276.000000000,59.600000000,59.600000000,60.800000000,182.300000000,162.480392157,232.000000000,237.182000000,239.200000000,-7.900000000,-6.376000000,-3.370000000,2.550000000,13.662745098,75.180000000,115.159000000,146.300000000,0.500000000,0.500000000,0.600000000,4.850000000,15.732352941,75.790000000,118.366000000,148.700000000,-0.000000000,-0.000000000,-0.000000000,0.600000000,2.069607843,8.000000000,8.800000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
209,282,60.200000000,61.100000000,64.500000000,172.500000000,177.365602837,274.645000000,300.675000000,322.800000000,46.000000000,46.810000000,47.000000000,194.000000000,169.695035461,274.900000000,279.000000000,282.000000000,59.600000000,60.400000000,60.800000000,168.300000000,164.768085106,236.390000000,241.238000000,244.200000000,-7.500000000,-5.376000000,-3.095000000,2.300000000,12.597517730,58.975000000,95.284000000,105.000000000,0.500000000,0.500000000,0.500000000,4.150000000,15.343617021,66.235000000,99.800000000,105.000000000,-6.600000000,-0.000000000,0.000000000,1.100000000,2.746099291,9.790000000,11.676000000,14.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.088652482,2.000000000,4.438000000,5.000000000
210,120,60.200000000,60.200000000,61.385000000,157.950000000,150.673333333,262.740000000,280.292000000,296.900000000,46.000000000,46.000000000,47.000000000,171.000000000,138.750000000,225.000000000,234.430000000,273.000000000,59.600000000,59.600000000,60.400000000,157.400000000,141.530000000,232.000000000,236.600000000,237.800000000,-5.600000000,-0.362000000,0.490000000,1.750000000,9.143333333,32.485000000,63.148000000,77.100000000,0.500000000,0.500000000,0.500000000,2.750000000,9.938333333,35.955000000,65.082000000,79.300000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.795000000,3.030000000,9.716000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
211,341,60.300000000,61.400000000,65.800000000,206.500000000,174.673313783,262.600000000,310.800000000,386.400000000,46.000000000,47.000000000,50.000000000,199.000000000,175.692082111,275.000000000,277.200000000,345.000000000,59.600000000,59.800000000,60.800000000,199.200000000,161.977126100,222.000000000,242.080000000,244.000000000,-6.300000000,-4.460000000,-0.200000000,1.900000000,12.696187683,56.400000000,100.200000000,143.000000000,0.300000000,0.300000000,0.300000000,2.700000000,14.343108504,59.700000000,100.800000000,149.800000000,-6.600000000,-0.000000000,-0.000000000,0.400000000,1.646920821,8.800000000,10.760000000,12.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
212,81,60.200000000,60.200000000,61.400000000,65.800000000,109.820987654,247.500000000,275.160000000,325.400000000,46.000000000,46.000000000,46.000000000,47.000000000,86.543209877,204.000000000,276.600000000,279.000000000,59.600000000,59.600000000,59.600000000,61.400000000,97.019753086,222.000000000,232.000000000,232.000000000,-0.400000000,-0.080000000,0.400000000,0.900000000,12.801234568,40.200000000,117.940000000,136.900000000,0.600000000,0.600000000,0.600000000,1.000000000,13.043209877,40.200000000,118.180000000,138.100000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,0.241975309,1.200000000,1.560000000,2.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
213,243,60.200000000,61.400000000,61.570000000,157.900000000,147.655555556,240.170000000,297.856000000,415.600000000,46.000000000,46.000000000,47.000000000,146.000000000,134.341563786,250.000000000,275.000000000,276.000000000,60.400000000,60.568000000,60.800000000,157.400000000,136.131687243,221.680000000,240.064000000,245.200000000,-5.700000000,-4.600000000,0.010000000,2.200000000,11.523868313,43.490000000,77.130000000,183.200000000,0.300000000,0.300000000,0.400000000,3.200000000,14.297530864,49.920000000,78.390000000,184.400000000,-0.000000000,-0.000000000,-0.000000000,0.600000000,2.773662551,10.380000000,12.064000000,13.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
214,145,60.200000000,60.652000000,61.400000000,88.200000000,134.651724138,232.540000000,279.504000000,297.200000000,46.000000000,46.000000000,47.000000000,79.000000000,123.503448276,250.000000000,275.560000000,277.000000000,59.600000000,59.600000000,59.920000000,65.000000000,124.328275862,220.920000000,232.600000000,237.800000000,-4.100000000,-3.812000000,-2.660000000,0.900000000,10.323448276,48.800000000,85.308000000,136.900000000,0.300000000,0.344000000,0.600000000,4.100000000,12.381379310,49.040000000,86.284000000,137.100000000,-0.000000000,-0.000000000,-0.000000000,0.200000000,2.057931034,11.920000000,14.224000000,14.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.166896552,3.320000000,5.624000000,6.200000000
215,147,60.300000000,61.400000000,61.400000000,109.800000000,129.814285714,298.040000000,331.660000000,401.700000000,46.000000000,46.000000000,46.000000000,54.000000000,83.176870748,225.000000000,276.000000000,276.000000000,59.600000000,60.076000000,60.800000000,85.400000000,105.989115646,261.760000000,271.500000000,274.000000000,-26.000000000,-18.362000000,-11.740000000,20.300000000,23.825170068,63.010000000,133.954000000,181.500000000,0.600000000,0.600000000,0.600000000,41.400000000,42.538095238,91.170000000,156.242000000,188.700000000,-0.000000000,0.000000000,0.000000000,21.000000000,18.712925170,34.220000000,36.464000000,37.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
216,213,60.200000000,60.308000000,61.400000000,199.000000000,167.478873239,258.540000000,314.992000000,327.200000000,46.000000000,46.000000000,46.600000000,194.000000000,156.469483568,235.000000000,235.000000000,275.000000000,59.600000000,59.600000000,60.400000000,198.400000000,156.655399061,217.960000000,232.176000000,252.600000000,-13.600000000,-4.656000000,-0.760000000,3.000000000,10.823474178,56.040000000,97.392000000,112.700000000,0.600000000,0.600000000,0.600000000,4.000000000,12.288262911,56.740000000,98.276000000,112.700000000,-0.000000000,-0.000000000,0.000000000,0.400000000,1.464788732,6.160000000,13.888000000,20.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
217,170,60.200000000,61.307000000,61.400000000,131.400000000,162.646470588,291.120000000,326.053000000,337.700000000,46.000000000,46.000000000,46.450000000,78.000000000,118.352941176,275.550000000,276.000000000,276.000000000,60.400000000,60.800000000,60.800000000,94.200000000,138.764705882,258.310000000,264.984000000,270.400000000,-24.800000000,-21.696000000,-2.095000000,20.500000000,23.881764706,69.730000000,86.412000000,99.000000000,0.600000000,0.600000000,0.645000000,38.050000000,40.658235294,90.335000000,113.417000000,132.000000000,-6.600000000,-0.000000000,0.000000000,20.800000000,16.776470588,32.910000000,34.248000000,35.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
218,98,60.200000000,60.200000000,61.100000000,80.200000000,101.286734694,261.405000000,272.894000000,340.600000000,46.000000000,46.000000000,46.000000000,54.000000000,76.000000000,225.000000000,273.060000000,275.000000000,59.600000000,59.600000000,59.600000000,62.900000000,84.540816327,232.060000000,238.466000000,260.000000000,-12.700000000,-9.790000000,-1.730000000,8.950000000,16.745918367,50.225000000,116.627000000,127.200000000,0.600000000,0.600000000,0.600000000,10.250000000,19.345918367,59.120000000,127.783000000,133.700000000,-0.000000000,-0.000000000,-0.000000000,0.100000000,2.600000000,17.670000000,24.460000000,26.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
219,225,61.100000000,61.400000000,65.000000000,162.500000000,169.411555556,295.220000000,318.516000000,341.100000000,46.000000000,46.000000000,46.000000000,146.000000000,135.684444444,275.000000000,277.520000000,278.000000000,59.600000000,59.600000000,60.800000000,160.200000000,143.915555556,244.680000000,250.960000000,259.800000000,-14.400000000,-6.080000000,-1.580000000,18.100000000,25.496000000,75.280000000,105.676000000,166.000000000,0.500000000,0.600000000,0.700000000,28.600000000,32.017777778,84.200000000,114.836000000,181.600000000,-14.200000000,-14.200000000,-5.280000000,6.000000000,6.521777778,20.000000000,22.408000000,27.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.073777778,2.160000000,4.152000000,4.800000000
