map,start,goal,old_status,repaired_status,old_end_tick,repaired_completion_tick,zero_intermediate_nodes,zero_goal,entire_audit_record_identical,old_first_invalid_tick,old_first_invalid_node,sample_raw_bag_id,sample_segment_id
nanning,95,83,COMPLETE,COMPLETE,1066,1066,,False,True,,,3003,0
nanning,95,85,COMPLETE,COMPLETE,1098,1098,,False,True,,,20601,0
nanning,95,87,COMPLETE,COMPLETE,1141,1141,,False,True,,,7899,0
nanning,95,99,COMPLETE,COMPLETE,385,385,,False,True,,,2545,0
nanning,95,101,COMPLETE,COMPLETE,474,474,,False,True,,,2106,0
nanning,95,103,COMPLETE,COMPLETE,501,501,,False,True,,,20377,0
nanning,95,106,COMPLETE,COMPLETE,599,599,,False,True,,,8934,0
nanning,95,108,COMPLETE,COMPLETE,626,626,,False,True,,,2864,0
nanning,95,114,COMPLETE,COMPLETE,906,906,,False,True,,,13157,0
nanning,95,116,COMPLETE,COMPLETE,937,937,,False,True,,,14288,0
nanning,95,118,COMPLETE,COMPLETE,973,973,,False,True,,,14477,0
nanning,95,120,COMPLETE,COMPLETE,1016,1016,,False,True,,,8288,0
nanning,95,124,COMPLETE,COMPLETE,1128,1128,,False,True,,,12545,0
nanning,95,126,COMPLETE,COMPLETE,1171,1171,,False,True,,,18069,0
nanning,134,16,FAILED,COMPLETE,812,1204,55,False,False,811,55,4873,0
nanning,134,17,FAILED,COMPLETE,812,1274,55,False,False,811,55,24001,0
nanning,134,18,FAILED,COMPLETE,812,1305,55,False,False,811,55,9208,0
nanning,134,19,FAILED,COMPLETE,812,1409,55,False,False,811,55,14155,0
nanning,134,20,FAILED,COMPLETE,822,886,56,False,False,821,56,4909,0
nanning,134,21,FAILED,COMPLETE,812,954,55,False,False,811,55,3836,0
nanning,134,22,FAILED,COMPLETE,812,980,55,False,False,811,55,6941,0
nanning,134,23,FAILED,COMPLETE,812,1077,55,False,False,811,55,27684,0
nanning,134,41,FAILED,COMPLETE,812,1259,55,False,False,811,55,2254,0
nanning,134,42,FAILED,COMPLETE,812,1329,55,False,False,811,55,4818,0
nanning,134,43,FAILED,COMPLETE,812,1356,55,False,False,811,55,10143,0
nanning,134,44,FAILED,COMPLETE,812,1443,55,False,False,811,55,2765,0
nanning,134,45,FAILED,COMPLETE,812,900,55,False,False,811,55,5439,0
nanning,134,46,FAILED,COMPLETE,812,980,55,False,False,811,55,8352,0
nanning,134,48,FAILED,COMPLETE,812,1105,55,False,False,811,55,9460,0
nanning,134,53,FAILED,COMPLETE,700,1550,129,True,False,699,129,110,0
nanning,134,60,FAILED,COMPLETE,705,801,91,False,False,704,91,14546,0
nanning,134,62,FAILED,COMPLETE,700,829,129,False,False,699,129,5346,0
nanning,134,64,FAILED,COMPLETE,700,855,129,False,False,699,129,4367,0
nanning,134,67,FAILED,COMPLETE,700,955,129,False,False,699,129,6918,0
nanning,134,69,FAILED,COMPLETE,700,981,129,False,False,699,129,6920,0
nanning,134,71,FAILED,COMPLETE,700,1057,129,False,False,699,129,7348,0
nanning,134,73,FAILED,COMPLETE,700,1080,129,False,False,699,129,10294,0
nanning,134,77,COMPLETE,COMPLETE,285,285,,False,True,,,3410,0
nanning,134,79,COMPLETE,COMPLETE,377,377,,False,True,,,20063,0
nanning,134,83,COMPLETE,COMPLETE,477,477,,False,True,,,28101,0
nanning,134,85,COMPLETE,COMPLETE,509,509,,False,True,,,5420,0
nanning,134,87,COMPLETE,COMPLETE,552,552,,False,True,,,8647,0
nanning,134,99,FAILED,COMPLETE,700,785,129,False,False,699,129,834,0
nanning,134,101,FAILED,COMPLETE,700,874,129,False,False,699,129,2293,0
nanning,134,103,FAILED,COMPLETE,700,901,129,False,False,699,129,26500,0
nanning,134,108,FAILED,COMPLETE,700,1026,129,False,False,699,129,3828,0
nanning,134,110,FAILED,COMPLETE,700,1121,129,False,False,699,129,12403,0
nanning,134,114,FAILED,COMPLETE,700,1306,129,False,False,699,129,3329,0
nanning,134,116,FAILED,COMPLETE,700,1337,129,False,False,699,129,9703,0
nanning,134,118,FAILED,COMPLETE,700,1373,129,False,False,699,129,1896,0
nanning,134,120,FAILED,COMPLETE,700,1416,129,False,False,699,129,13916,0
nanning,134,122,FAILED,COMPLETE,700,1496,129,False,False,699,129,25590,0
nanning,134,124,FAILED,COMPLETE,700,1528,129,False,False,699,129,13574,0
nanning,134,126,FAILED,COMPLETE,700,1571,129,False,False,699,129,8076,0
nanning,136,16,FAILED,COMPLETE,590,1666,53;55,False,False,589,53,13317,0
nanning,136,17,FAILED,COMPLETE,590,1736,53;55,False,False,589,53,3777,0
nanning,136,18,FAILED,COMPLETE,590,1767,53;55,False,False,589,53,2289,0
nanning,136,19,FAILED,COMPLETE,590,1871,53;55,False,False,589,53,9485,0
nanning,136,20,FAILED,COMPLETE,590,1348,53;56,False,False,589,53,7385,0
nanning,136,21,FAILED,COMPLETE,590,1416,53;55,False,False,589,53,23724,0
nanning,136,22,FAILED,COMPLETE,590,1442,53;55,False,False,589,53,3848,0
nanning,136,23,FAILED,COMPLETE,590,1539,53;55,False,False,589,53,6911,0
nanning,136,41,FAILED,COMPLETE,590,1721,53;55,False,False,589,53,5863,0
nanning,136,42,FAILED,COMPLETE,590,1791,53;55,False,False,589,53,2802,0
nanning,136,43,FAILED,COMPLETE,590,1818,53;55,False,False,589,53,6453,0
nanning,136,44,FAILED,COMPLETE,590,1905,53;55,False,False,589,53,10102,0
nanning,136,45,FAILED,COMPLETE,590,1362,53;55,False,False,589,53,2313,0
nanning,136,47,FAILED,COMPLETE,590,1472,53;55,False,False,589,53,1499,0
nanning,136,48,FAILED,COMPLETE,590,1567,53;55,False,False,589,53,5358,0
nanning,136,53,COMPLETE,COMPLETE,589,589,,True,True,,,106,0
nanning,136,60,FAILED,COMPLETE,757,1847,129;91,False,False,756,129,5391,0
nanning,136,62,FAILED,COMPLETE,757,886,129,False,False,756,129,11770,0
nanning,136,64,FAILED,COMPLETE,757,912,129,False,False,756,129,4894,0
nanning,136,67,FAILED,COMPLETE,757,1012,129,False,False,756,129,5432,0
nanning,136,69,FAILED,COMPLETE,757,1038,129,False,False,756,129,4905,0
nanning,136,71,FAILED,COMPLETE,757,1114,129,False,False,756,129,6993,0
nanning,136,77,FAILED,COMPLETE,757,1331,129,False,False,756,129,10470,0
nanning,136,79,FAILED,COMPLETE,757,1423,129,False,False,756,129,3251,0
nanning,136,81,FAILED,COMPLETE,757,1444,129,False,False,756,129,3919,0
nanning,136,83,FAILED,COMPLETE,757,1523,129,False,False,756,129,5904,0
nanning,136,85,FAILED,COMPLETE,757,1555,129,False,False,756,129,2799,0
nanning,136,103,FAILED,COMPLETE,757,958,129,False,False,756,129,2250,0
nanning,136,106,FAILED,COMPLETE,757,1056,129,False,False,756,129,9040,0
nanning,136,110,FAILED,COMPLETE,757,1178,129,False,False,756,129,3408,0
nanning,136,114,COMPLETE,COMPLETE,345,345,,False,True,,,13044,0
nanning,136,116,COMPLETE,COMPLETE,376,376,,False,True,,,8119,0
nanning,136,118,COMPLETE,COMPLETE,412,412,,False,True,,,9915,0
nanning,136,120,COMPLETE,COMPLETE,455,455,,False,True,,,8845,0
nanning,136,122,COMPLETE,COMPLETE,535,535,,False,True,,,13917,0
nanning,136,124,COMPLETE,COMPLETE,567,567,,False,True,,,10971,0
nanning,136,126,COMPLETE,COMPLETE,610,610,,False,True,,,13719,0
nanning,138,16,FAILED,COMPLETE,661,1737,53;55,False,False,660,53,7701,0
nanning,138,17,FAILED,COMPLETE,661,1807,53;55,False,False,660,53,3256,0
nanning,138,18,FAILED,COMPLETE,661,1838,53;55,False,False,660,53,14113,0
nanning,138,19,FAILED,COMPLETE,661,1942,53;55,False,False,660,53,17182,0
nanning,138,20,FAILED,COMPLETE,661,1419,53;56,False,False,660,53,13301,0
nanning,138,21,FAILED,COMPLETE,661,1487,53;55,False,False,660,53,6945,0
nanning,138,22,FAILED,COMPLETE,661,1513,53;55,False,False,660,53,12706,0
nanning,138,23,FAILED,COMPLETE,661,1610,53;55,False,False,660,53,3911,0
nanning,138,42,FAILED,COMPLETE,661,1862,53;55,False,False,660,53,9900,0
nanning,138,43,FAILED,COMPLETE,661,1889,53;55,False,False,660,53,2749,0
nanning,138,44,FAILED,COMPLETE,661,1976,53;55,False,False,660,53,6449,0
nanning,138,45,FAILED,COMPLETE,661,1433,53;55,False,False,660,53,9903,0
nanning,138,46,FAILED,COMPLETE,661,1513,53;55,False,False,660,53,2295,0
nanning,138,47,FAILED,COMPLETE,661,1543,53;55,False,False,660,53,5951,0
nanning,138,48,FAILED,COMPLETE,661,1638,53;55,False,False,660,53,4295,0
nanning,138,53,COMPLETE,COMPLETE,660,660,,True,True,,,108,0
nanning,138,60,FAILED,COMPLETE,828,1918,129;91,False,False,827,129,7699,0
nanning,138,62,FAILED,COMPLETE,828,957,129,False,False,827,129,9688,0
nanning,138,64,FAILED,COMPLETE,828,983,129,False,False,827,129,6879,0
nanning,138,67,FAILED,COMPLETE,828,1083,129,False,False,827,129,4911,0
nanning,138,69,FAILED,COMPLETE,828,1109,129,False,False,827,129,10709,0
nanning,138,71,FAILED,COMPLETE,828,1185,129,False,False,827,129,5413,0
nanning,138,73,FAILED,COMPLETE,828,1208,129,False,False,827,129,2745,0
nanning,138,77,FAILED,COMPLETE,828,1402,129,False,False,827,129,12983,0
nanning,138,81,FAILED,COMPLETE,828,1515,129,False,False,827,129,5361,0
nanning,138,83,FAILED,COMPLETE,828,1594,129,False,False,827,129,4372,0
nanning,138,85,FAILED,COMPLETE,828,1626,129,False,False,827,129,10266,0
nanning,138,87,FAILED,COMPLETE,828,1669,129,False,False,827,129,6389,0
nanning,138,99,FAILED,COMPLETE,828,913,129,False,False,827,129,3398,0
nanning,138,106,FAILED,COMPLETE,828,1127,129,False,False,827,129,3278,0
nanning,138,108,FAILED,COMPLETE,828,1154,129,False,False,827,129,9207,0
nanning,138,110,FAILED,COMPLETE,828,1249,129,False,False,827,129,25603,0
nanning,138,116,COMPLETE,COMPLETE,447,447,,False,True,,,1455,0
nanning,138,118,COMPLETE,COMPLETE,483,483,,False,True,,,8357,0
nanning,138,120,COMPLETE,COMPLETE,526,526,,False,True,,,28445,0
nanning,138,122,COMPLETE,COMPLETE,606,606,,False,True,,,8796,0
nanning,138,124,COMPLETE,COMPLETE,638,638,,False,True,,,6907,0
nanning,138,126,COMPLETE,COMPLETE,681,681,,False,True,,,10976,0
nanning,149,16,FAILED,COMPLETE,961,1353,55,False,False,960,55,3981,0
nanning,149,17,FAILED,COMPLETE,961,1423,55,False,False,960,55,2631,0
nanning,149,18,FAILED,COMPLETE,961,1454,55,False,False,960,55,2771,0
nanning,149,19,FAILED,COMPLETE,961,1558,55,False,False,960,55,9010,0
nanning,149,20,FAILED,COMPLETE,971,1035,56,False,False,970,56,4094,0
nanning,149,21,FAILED,COMPLETE,961,1103,55,False,False,960,55,2553,0
nanning,149,22,FAILED,COMPLETE,961,1129,55,False,False,960,55,2489,0
nanning,149,23,FAILED,COMPLETE,961,1226,55,False,False,960,55,2571,0
nanning,149,41,FAILED,COMPLETE,961,1408,55,False,False,960,55,2143,0
nanning,149,42,FAILED,COMPLETE,961,1478,55,False,False,960,55,1833,0
nanning,149,43,FAILED,COMPLETE,961,1505,55,False,False,960,55,1955,0
nanning,149,44,FAILED,COMPLETE,961,1592,55,False,False,960,55,2195,0
nanning,149,45,FAILED,COMPLETE,961,1049,55,False,False,960,55,1298,0
nanning,149,46,FAILED,COMPLETE,961,1129,55,False,False,960,55,7287,0
nanning,149,47,FAILED,COMPLETE,961,1159,55,False,False,960,55,862,0
nanning,149,48,FAILED,COMPLETE,961,1254,55,False,False,960,55,4277,0
nanning,149,53,COMPLETE,COMPLETE,689,689,,True,True,,,9,0
nanning,149,60,FAILED,COMPLETE,854,950,91,False,False,853,91,4642,0
nanning,149,62,FAILED,COMPLETE,849,978,129,False,False,848,129,4567,0
nanning,149,64,FAILED,COMPLETE,849,1004,129,False,False,848,129,3209,0
nanning,149,67,FAILED,COMPLETE,849,1104,129,False,False,848,129,3814,0
nanning,149,69,FAILED,COMPLETE,849,1130,129,False,False,848,129,5883,0
nanning,149,71,FAILED,COMPLETE,849,1206,129,False,False,848,129,4003,0
nanning,149,73,FAILED,COMPLETE,849,1229,129,False,False,848,129,2508,0
nanning,149,77,COMPLETE,COMPLETE,434,434,,False,True,,,2352,0
nanning,149,79,COMPLETE,COMPLETE,526,526,,False,True,,,2518,0
nanning,149,81,COMPLETE,COMPLETE,547,547,,False,True,,,3566,0
nanning,149,83,COMPLETE,COMPLETE,626,626,,False,True,,,3000,0
nanning,149,85,COMPLETE,COMPLETE,658,658,,False,True,,,5490,0
nanning,149,87,COMPLETE,COMPLETE,701,701,,False,True,,,7722,0
nanning,149,99,FAILED,COMPLETE,849,934,129,False,False,848,129,938,0
nanning,149,101,FAILED,COMPLETE,849,1023,129,False,False,848,129,2116,0
nanning,149,103,FAILED,COMPLETE,849,1050,129,False,False,848,129,2238,0
nanning,149,106,FAILED,COMPLETE,849,1148,129,False,False,848,129,8940,0
nanning,149,108,FAILED,COMPLETE,849,1175,129,False,False,848,129,2482,0
nanning,149,110,FAILED,COMPLETE,849,1270,129,False,False,848,129,2511,0
nanning,149,114,COMPLETE,COMPLETE,445,445,,False,True,,,2414,0
nanning,149,116,COMPLETE,COMPLETE,476,476,,False,True,,,1246,0
nanning,149,118,COMPLETE,COMPLETE,512,512,,False,True,,,1201,0
nanning,149,120,COMPLETE,COMPLETE,555,555,,False,True,,,8222,0
nanning,149,122,COMPLETE,COMPLETE,635,635,,False,True,,,9059,0
nanning,149,124,COMPLETE,COMPLETE,667,667,,False,True,,,7532,0
nanning,149,126,COMPLETE,COMPLETE,710,710,,False,True,,,7497,0
nanning_topology_witness,130,58,FAILED,COMPLETE,176,251,57,False,False,175,57,TOPOLOGY_ONLY,0
