ID EntryTime(s) STD(s) star end Unloader Loader
8055 27390.61386 30600 2 50 1 B2 
8056 27395.3185 34800 53 50 3 T 
8057 27399.68696 30300 0 50 4 B2 
8058 27400.65199 30600 53 50 2 T 
8059 27403.16668 30600 1 50 1 B2 
8060 27403.31841 31500 53 50 5 T 
8061 27405.72452 32400 2 50 1 B2 
8062 27405.9854 30900 53 50 3 T 
8063 27407.08716 31500 2 50 5 B1 
8064 27412.13254 30600 0 50 2 B2 
8065 27413.98522 30600 53 50 1 T 
8066 27414.61408 30600 1 50 2 B2 
8067 27417.50388 30900 2 50 3 B2 
8068 27419.95654 30600 0 50 2 B2 
8069 27427.94721 30600 1 50 2 B2 
8070 27429.27044 32100 0 49 1 B1 
8071 27431.95883 32100 1 49 1 B1 
8072 27433.46586 30600 2 50 2 B2 
8073 27436.62716 28800 2 50 1 B1 
8074 27436.94716 30900 0 50 3 B2 
8075 27437.98175 34200 3 48 5 D1 
8076 27439.00289 30900 53 49 2 T 
8077 27439.15959 30900 5 49 2 C2 
8078 27439.29382 32100 0 49 1 B1 
8079 27441.2972 30900 1 50 3 B2 
8080 27444.49273 30900 3 49 2 C2 
8081 27445.68317 31800 5 48 4 C1 
8082 27447.0871 32100 1 49 1 B1 
8083 27447.15943 30900 4 49 2 C2 
8084 27449.68759 30900 5 49 2 C2 
8085 27449.9605 32100 2 49 1 B1 
8086 27451.42617 34200 4 48 3 D1 
8087 27452.13254 30600 2 50 2 B2 
8088 27452.41313 32100 0 49 1 B1 
8089 27453.87131 32100 5 49 2 D1 
8090 27454.63053 30900 0 50 3 B2 
8091 27455.29377 32100 1 49 1 B1 
8092 27456.34982 31800 3 48 4 C1 
8093 27456.64854 34200 3 48 2 D1 
8094 27457.75753 32100 2 49 1 B1 
8095 27457.82003 30900 3 49 1 C2 
8096 27458.16887 31500 1 50 5 B2 
8097 27458.88184 31800 4 48 4 C1 
8098 27459.42614 32400 4 48 5 D1 
8099 27460.49283 35700 4 49 2 C2 
8100 27460.80398 34200 53 48 1 T 
8101 27463.0854 30900 5 49 1 C2 
8102 27463.47062 32400 53 48 5 T 
8103 27464.21095 31800 5 48 4 C1 
8104 27464.70191 30900 5 49 2 D1 
8105 27465.51052 31200 2 50 4 B2 
8106 27467.31529 32100 3 49 2 D1 
8107 27468.48673 30900 3 49 1 C2 
8108 27468.804 34200 53 48 2 T 
8109 27469.54883 31800 3 48 4 C1 
8110 27469.87123 34200 4 48 1 D1 
8111 27469.99507 33600 2 50 2 A1 
8112 27471.04993 30900 4 49 1 C2 
8113 27471.25583 30600 0 50 1 B1 
8114 27471.47069 34200 53 48 5 T 
8115 27472.29683 31800 4 48 4 C1 
8116 27472.53799 31800 5 48 4 D1 
8117 27472.9688 34800 0 50 3 A1 
8118 27473.29715 29700 0 50 2 B2 
8119 27475.31857 30600 53 50 5 T 
8120 27475.36854 31200 3 49 2 D1 
8121 27475.96387 31500 1 50 5 B2 
8122 27477.67878 38700 5 48 2 C1 
8123 27478.54327 31200 1 50 4 A1 
8124 27478.83721 31500 2 50 5 B2 
8125 27479.95878 31200 1 49 2 B1 
8126 27480.3454 31800 3 48 4 C1 
8127 27480.53808 30900 4 49 1 D1 
8128 27481.28988 30600 0 50 2 B2 
8129 27482.06204 30900 2 50 3 A1 
8130 27482.73716 31200 2 49 2 B1 
8131 27483.01211 34200 4 48 3 C1 
8132 27485.54844 34200 5 48 3 C1 
8133 27489.83793 30000 5 49 2 C2 
8134 27492.18981 31500 0 50 5 A1 
8135 27492.40382 29100 0 50 4 B1 
8136 27494.63054 29700 1 50 2 B2 
8137 27495.13115 32400 1 50 1 A1 
8138 27497.50387 31500 2 50 5 B2 
8139 27497.71654 38700 3 49 1 C2 
8140 27498.07248 31500 2 50 5 A1 
8141 27498.90982 32400 3 48 5 C1 
8142 27500.13253 29700 0 50 2 B2 
8143 27500.40382 31200 1 49 2 B1 
8144 27501.04622 30600 0 50 1 A1 
8145 27503.07049 35100 2 49 3 B1 
8146 27503.60549 32400 1 50 1 B2 
8147 27504.75958 34200 5 48 4 D1 
8148 27505.35937 34200 53 48 3 T 
8149 27505.92244 31200 0 49 2 B1 
8150 27506.12765 32400 2 50 1 B2 
8151 27507.36856 32100 3 49 3 D1 
8152 27508.37053 29700 0 50 2 B2 
8153 27508.40403 32100 1 49 1 B1 
8154 27510.29448 30600 1 50 5 A1 
8155 27511.04992 31200 4 49 2 C2 
8156 27511.08711 32100 2 49 1 B1 
8157 27513.23726 30600 2 50 2 A1 
8158 27513.82012 41100 5 49 2 C2 
8159 27513.92245 35100 0 49 3 B1 
8160 27516.17054 31500 1 50 5 B2 
8161 27517.67887 32400 4 48 5 C1 
8162 27519.01572 35700 3 49 1 C2 
8163 27519.61387 29400 2 50 1 B2 
8164 27520.34968 34200 5 48 1 C1 
8165 27521.9605 28800 1 50 1 B1 
8166 27522.21787 34200 53 48 4 T 
8167 27523.01202 34200 3 48 1 C1 
8168 27523.36839 31800 4 48 4 D1 
8169 27524.38328 30900 4 49 2 C2 
8170 27525.67887 34200 4 48 1 C1 
8171 27526.09294 32100 5 49 3 D1 
8172 27527.05004 35100 5 49 2 C2 
8173 27528.24309 32400 5 48 5 C1 
8174 27529.6875 35100 3 49 1 C2 
8175 27531.0164 34200 3 48 1 C1 
8176 27532.13254 29400 0 50 1 B2 
8177 27532.49279 35100 4 49 2 C2 
8178 27533.68305 34200 4 48 1 C1 
8179 27534.79915 29700 1 50 3 B2 
8180 27537.2808 29400 2 50 1 B2 
8181 27538.90973 34200 5 48 2 C1 
8182 27541.68306 34200 3 48 2 C1 
8183 27544.06216 32100 2 49 2 B1 
8184 27545.29721 31500 0 50 5 B2 
8185 27546.73711 35400 0 49 1 B1 
8186 27547.01218 31800 4 48 4 C1 
8187 27549.68313 34200 5 48 2 C1 
8188 27550.83719 29700 1 50 3 B2 
8189 27553.75382 31200 1 49 2 B1 
8190 27556.13254 29700 2 50 3 B2 
8191 27556.3541 31200 5 49 2 C2 
8192 27558.61412 29400 0 50 1 B2 
8193 27559.08716 31200 2 49 2 B1 
8194 27561.50387 31500 1 50 5 B2 
8195 27562.00377 31200 0 49 2 B1 
8196 27563.31519 31200 3 49 2 D1 
8197 27564.17053 29700 2 50 3 B2 
8198 27567.08711 31200 1 49 2 B1 
8199 27567.15334 31200 3 49 2 C2 
8200 27567.52116 31500 0 50 5 B2 
8201 27569.82625 31200 4 49 2 C2 
8202 27569.92244 31200 2 49 2 B1 
8203 27570.90971 34200 3 48 5 C1 
8204 27572.93887 32400 1 50 1 B2 
8205 27575.0705 29100 0 50 4 B1 
8206 27576.21524 34200 4 48 4 C1 
8207 27577.96045 31200 1 49 2 B1 
8208 27579.01638 34200 5 48 4 C1 
8209 27583.02085 31200 5 49 2 C2 
8210 27584.34989 34200 3 48 5 C1 
8211 27584.53792 31200 4 49 2 D1 
8212 27585.50387 33600 2 50 2 B2 
8213 27585.71661 31200 3 49 2 C2 
8214 27588.38333 31200 4 49 2 C2 
8215 27589.54853 32400 4 48 5 C1 
8216 27591.02096 31200 5 49 2 C2 
8217 27592.24304 36000 5 48 1 C1 
8218 27593.82002 31200 3 49 2 C2 
8219 27594.88465 34200 3 48 4 C1 
8220 27595.96388 32400 0 50 1 B2 
8221 27599.97783 32100 2 49 2 B1 
8222 27600.34976 32400 4 48 5 C1 
8223 27601.28052 40200 1 50 5 B2 
8224 27602.9097 34200 5 48 5 C1 
8225 27604.19785 30600 2 50 2 B2 
8226 27607.67757 35400 0 50 4 B2 
8227 27608.06211 32100 0 49 2 B1 
8228 27609.99951 29400 1 50 1 B2 
8229 27612.58916 29100 1 50 2 B1 
8230 27617.28053 32400 2 50 1 B2 
8231 27617.28678 31800 3 48 4 C1 
8232 27617.92249 32100 2 49 2 B1 
8233 27619.9472 29400 0 50 1 B2 
8234 27620.58917 32100 0 49 2 B1 
8235 27620.98893 30900 4 49 1 C2 
8236 27622.63053 33600 1 50 2 B2 
8237 27623.29378 32100 1 49 2 B1 
8238 27625.29721 30900 2 50 3 B2 
8239 27628.58911 32100 2 49 2 B1 
8240 27628.83549 29400 0 50 1 B2 
8241 27630.09293 32100 5 49 1 D1 
8242 27631.0707 32100 0 49 2 B1 
8243 27631.52121 30900 1 50 3 B2 
8244 27633.75383 29100 1 50 2 B1 
8245 27635.36852 32100 3 49 1 D1 
8246 27640.57604 34200 4 48 3 C1 
8247 27643.94715 35400 2 50 5 B2 
8248 27646.61387 30300 0 50 4 B2 
8249 27648.10752 31200 5 49 2 C2 
8250 27651.39552 31200 4 49 2 D1 
8251 27657.46588 30300 1 50 4 B2 
8252 27659.94746 30900 2 50 3 B2 
8253 27662.83721 30300 0 50 4 B2 
8254 27665.30095 32400 1 50 1 B2 
8255 27666.60383 32100 2 49 3 B1 
8256 27668.90383 29100 0 50 3 B1 
8257 27671.3713 32100 1 49 3 B1 
8258 27673.2972 30900 2 50 3 B2 
8259 27673.82583 32100 2 49 2 B1 
8260 27675.96387 30900 0 50 3 B2 
8261 27676.53894 38400 3 49 2 C2 
8262 27677.31111 32100 0 49 3 B1 
8263 27678.7992 30300 1 50 4 B2 
8264 27679.68695 32100 1 49 3 B1 
8265 27679.73949 31500 0 50 5 A1 
8266 27681.46588 30600 2 50 2 B2 
8267 27682.07014 40800 2 49 2 B1 
8268 27684.62716 32100 0 49 3 B1 
8269 27684.94716 30900 0 50 3 B2 
8270 27689.9225 29100 1 50 3 B1 
8271 27692.42045 32100 2 49 3 B1 
8272 27694.63048 30900 1 50 3 B2 
8273 27696.53586 29700 0 50 2 B1 
8274 27697.2972 30600 2 50 2 B2 
8275 27699.09847 31200 1 50 4 A1 
8276 27700.83554 30600 0 50 2 B2 
8277 27708.17054 30600 1 50 2 B2 
8278 27718.63054 30600 2 50 1 B2 
8279 27726.50056 29400 0 50 1 B2 
8280 27729.55889 34800 1 50 3 B2 
8281 27732.40382 30600 1 50 2 B1 
8282 27734.83721 30600 2 50 1 B2 
8283 27735.07049 32100 2 49 3 B1 
8284 27740.17053 34800 0 50 3 B2 
8285 27743.60549 30600 1 50 2 B2 
8286 27745.73711 32100 0 49 3 B1 
8287 27746.12765 30600 2 50 1 B2 
8288 27747.88518 32400 5 48 5 C1 
8289 27748.49968 33600 0 50 2 B2 
8290 27751.61387 30600 1 50 5 B2 
8291 27756.58912 32100 2 49 3 B1 
8292 27762.60899 32100 0 49 2 B1 
8293 27764.13254 30600 2 50 1 B2 
8294 27766.61413 30600 0 50 1 B2 
8295 27769.46587 30600 1 50 5 B2 
8296 27777.50386 30600 2 50 2 B2 
8297 27779.53658 36600 53 49 2 T 
8298 27783.08134 36600 53 49 2 T 
8299 27787.96388 30600 0 50 1 B2 
8300 27790.43182 33600 53 50 2 T 
8301 27792.98698 30600 1 50 5 B2 
8302 27795.03815 33600 53 50 2 T 
8303 27797.5356 30600 2 50 1 B2 
8304 27800.20227 30600 0 50 5 B2 
8305 27802.28024 30600 1 50 5 B2 
8306 27805.18386 30600 2 50 1 B2 
8307 27807.51733 31200 0 50 4 B2 
8308 27809.73716 30300 2 50 4 B1 
8309 27810.27221 31200 1 50 4 B2 
8310 27814.8372 31200 2 50 4 B2 
8311 27822.10846 36600 53 49 1 T 
8312 27827.40903 36600 53 49 1 T 
8313 27827.96388 31200 0 50 4 B2 
8314 27830.83721 31500 1 50 5 B2 
8315 27835.94719 30600 2 50 5 B2 
8316 27836.2573 33600 53 50 2 T 
8317 27843.9472 31200 0 50 4 B2 
8318 27854.63053 30600 1 50 5 B2 
8319 27857.28048 31500 2 50 5 B2 
8320 27859.9472 31200 0 50 4 B2 
8321 27863.50216 31200 1 50 4 B2 
8322 27865.88225 31500 2 50 5 B2 
8323 27868.85454 31500 0 50 5 B2 
8324 27871.23038 31500 1 50 5 B2 
8325 27873.8029 36600 53 49 2 T 
8326 27878.53713 30900 2 50 3 B2 
8327 27881.52445 33600 53 50 2 T 
8328 27884.74684 32100 1 49 3 B1 
8329 27886.61387 31200 0 50 4 B2 
8330 27889.46588 31500 1 50 5 B2 
8331 27900.62716 31500 2 50 5 B1 
8332 27902.36473 30600 2 50 2 B2 
8333 27905.46602 31500 0 50 5 B2 
8334 27907.96386 31500 1 50 5 B2 
8335 27910.63048 31200 2 50 4 B2 
8336 27913.50388 31500 0 50 5 B2 
8337 27915.96763 31500 1 50 5 B2 
8338 27919.50221 31500 2 50 5 B2 
8339 27921.54586 36600 53 49 1 T 
8340 27924.68288 31200 0 50 4 B2 
8341 27927.21049 30600 1 50 2 B2 
8342 27927.25583 30900 0 50 3 B1 
8343 27942.83721 31500 2 50 5 B2 
8344 27947.96387 31200 0 50 4 B2 
8345 27959.07049 30300 1 50 4 B1 
8346 27964.13253 31200 1 50 4 B2 
8347 27966.7992 31200 2 50 4 B2 
8348 27969.46582 31200 0 50 4 B2 
8349 27972.17053 31200 1 50 4 B2 
8350 27974.62321 36000 2 50 1 B2 
8351 27978.27216 31500 0 50 5 B2 
8352 27979.3186 31200 53 49 2 T 
8353 27980.9472 30600 1 50 2 B2 
8354 27985.50388 31500 2 50 5 B2 
8355 27989.98526 35100 53 49 2 T 
8356 27990.7992 31500 0 50 5 B2 
8357 28003.31859 31200 53 50 4 T 
8358 28004.13254 31500 1 50 5 B2 
8359 28006.41604 30600 2 50 5 B2 
8360 28008.65175 31500 53 50 5 T 
8361 28009.3079 31500 0 50 5 B2 
8362 28011.31874 34800 53 50 3 T 
8363 28017.50387 31500 1 50 5 B2 
8364 28020.17053 31500 2 50 5 B2 
8365 28022.83719 31500 0 50 5 B2 
8366 28025.28987 31500 1 50 5 B2 
8367 28028.17049 31500 2 50 5 B2 
8368 28029.27044 32100 1 49 1 B1 
8369 28031.60554 30600 0 50 5 B2 
8370 28034.19696 30600 1 50 2 B2 
8371 28039.95883 32100 2 49 1 B1 
8372 28040.75951 34200 5 48 3 D1 
8373 28042.33893 32100 0 49 1 B1 
8374 28043.20452 31800 3 48 4 D1 
8375 28044.71264 32100 1 49 1 B1 
8376 28045.54858 32400 3 48 5 C1 
8377 28046.61388 38400 2 50 4 B2 
8378 28047.0208 35700 4 49 1 C2 
8379 28048.64846 34200 4 48 4 D1 
8380 28049.75377 32100 2 49 1 B1 
8381 28049.82616 31200 5 49 2 C2 
8382 28051.20466 31800 5 48 4 D1 
8383 28052.17054 30900 0 50 3 B2 
8384 28052.35415 41400 3 49 1 C2 
8385 28052.62711 32100 0 49 1 B1 
8386 28052.80426 35100 53 49 3 T 
8387 28053.98196 32100 3 49 1 D1 
8388 28054.85326 31200 1 50 4 B2 
8389 28055.1533 31200 4 49 2 C2 
8390 28056.34981 32400 4 48 5 C1 
8391 28056.53789 34200 4 48 2 D1 
8392 28057.7167 31200 5 49 2 C2 
8393 28058.33297 41100 2 50 1 B2 
8394 28059.36853 32400 5 48 5 D1 
8395 28060.35415 41700 3 49 2 C2 
8396 28060.58911 32100 1 49 1 B1 
8397 28063.08711 32100 2 49 1 B1 
8398 28063.15345 38100 4 49 1 C2 
8399 28064.53803 32100 3 49 1 D1 
8400 28065.82615 31200 5 49 2 C2 
8401 28069.5485 40500 5 48 3 C1 
8402 28071.15337 36600 3 49 1 C2 
8403 28072.21548 34200 3 48 5 C1 
8404 28073.29721 30900 0 50 3 B2 
8405 28075.31519 31200 4 49 2 D1 
8406 28075.9472 30600 1 50 2 B2 
8407 28077.67884 36000 4 48 1 C1 
8408 28078.03528 35100 5 49 2 D1 
8409 28078.51711 31500 2 50 5 B2 
8410 28079.47062 34200 53 48 1 T 
8411 28080.24304 34200 5 48 5 C1 
8412 28081.36115 31500 2 50 5 A1 
8413 28081.74423 30600 0 50 2 B2 
8414 28082.88186 34200 3 48 2 C1 
8415 28084.31417 41100 1 50 2 B2 
8416 28085.54846 34200 4 48 2 C1 
8417 28086.86107 30900 2 50 3 B2 
8418 28088.34537 34200 5 48 2 C1 
8419 28089.36359 35400 0 50 4 B2 
8420 28089.5065 33600 0 50 2 A1 
8421 28092.23253 30600 1 50 5 B2 
8422 28092.99287 34800 1 50 3 A1 
8423 28093.40382 31200 2 49 2 B1 
8424 28093.57647 34200 3 48 2 C1 
8425 28094.53124 30900 2 50 3 B2 
8426 28094.73228 31200 53 49 2 T 
8427 28095.93306 31200 2 50 4 A1 
8428 28097.58491 34800 0 50 3 B2 
8429 28099.95164 30600 1 50 5 B2 
8430 28100.49273 40500 4 49 1 C2 
8431 28100.58917 35100 0 49 3 B1 
8432 28102.50622 31500 2 50 5 B2 
8433 28102.83981 32400 0 50 1 A1 
8434 28103.07074 35100 1 49 3 B1 
8435 28103.1533 39000 5 49 2 C2 
8436 28105.73711 35100 2 49 3 B1 
8437 28106.33448 32400 1 50 1 A1 
8438 28107.36847 34200 3 48 1 D1 
8439 28108.48681 40200 3 49 2 C2 
8440 28109.67893 41400 4 48 4 C1 
8441 28111.04993 35100 4 49 2 C2 
8442 28112.7596 35100 4 49 3 D1 
8443 28113.82007 35100 5 49 1 C2 
8444 28113.92244 35400 0 49 1 B1 
8445 28115.42622 32400 5 48 5 D1 
8446 28116.49291 39300 3 49 1 C2 
8447 28118.01091 30600 0 50 1 B2 
8448 28119.15344 35100 4 49 2 C2 
8449 28120.2431 34200 5 48 4 C1 
8450 28121.6876 37800 5 49 2 C2 
8451 28122.69228 31500 1 50 5 B2 
8452 28123.0121 32400 3 48 5 C1 
8453 28123.36853 32100 3 49 3 D1 
8454 28124.49281 35700 3 49 1 C2 
8455 28124.58911 32100 1 49 1 B1 
8456 28125.54454 32400 4 48 5 C1 
8457 28126.91037 30600 2 50 5 B1 
8458 28127.04997 35100 4 49 2 C2 
8459 28128.69423 33600 2 50 2 B2 
8460 28131.01209 34200 5 48 4 C1 
8461 28132.23258 35400 0 50 4 B2 
8462 28133.63157 32400 3 48 5 C1 
8463 28134.61267 30600 1 50 5 B2 
8464 28137.14545 33600 2 50 2 B2 
8465 28138.88198 34200 4 48 4 C1 
8466 28139.66368 30600 0 50 1 B2 
8467 28141.68318 34200 5 48 4 C1 
8468 28145.67753 34800 1 50 3 B2 
8469 28146.72883 32100 2 49 2 B1 
8470 28147.01636 32400 3 48 5 C1 
8471 28149.40378 32100 0 49 2 B1 
8472 28150.02752 33600 2 50 2 B2 
8473 28152.90092 30600 0 50 1 B2 
8474 28155.52958 35400 1 50 5 B2 
8475 28156.42049 32100 1 49 2 B1 
8476 28157.54851 32400 4 48 5 C1 
8477 28164.62716 31200 2 49 2 B1 
8478 28166.02757 41100 2 50 3 B2 
8479 28167.0798 31200 0 49 2 B1 
8480 28168.34982 31800 5 48 4 C1 
8481 28169.82618 35700 5 49 2 C2 
8482 28172.42045 31200 1 49 2 B1 
8483 28173.68304 34200 3 48 1 C1 
8484 28174.02758 32400 0 50 1 B2 
8485 28175.29377 31200 2 49 2 B1 
8486 28176.3497 34200 4 48 1 C1 
8487 28176.53792 32100 4 49 3 D1 
8488 28178.00377 32100 0 49 2 B1 
8489 28179.31522 31200 5 49 2 D1 
8490 28179.52956 32400 1 50 1 B2 
8491 28180.43932 30600 1 50 2 B1 
8492 28181.67876 34200 5 48 1 C1 
8493 28183.07049 30900 2 50 3 B1 
8494 28184.24313 34200 3 48 1 C1 
8495 28185.6692 32400 2 50 1 B2 
8496 28186.8818 34200 4 48 1 C1 
8497 28188.38332 35700 3 49 2 C2 
8498 28189.62924 34200 5 48 1 C1 
8499 28190.19624 34800 0 50 3 B2 
8500 28192.8629 32400 1 50 1 B2 
8501 28194.64449 32100 0 49 3 B1 
8502 28195.01648 34200 3 48 3 C1 
8503 28195.22253 31500 2 50 5 B2 
8504 28197.39545 32100 1 49 3 B1 
8505 28197.57637 34200 4 48 3 C1 
8506 28198.20793 32400 0 50 1 B2 
8507 28199.42463 31200 4 49 2 C2 
8508 28200.34971 34200 5 48 3 C1 
8509 28200.63287 32400 1 50 1 B2 
8510 28203.19645 32400 2 50 1 B2 
8511 28205.45844 32400 0 50 1 B2 
8512 28211.56758 32400 1 50 1 B2 
8513 28214.02025 38400 2 50 3 B2 
8514 28215.25582 32100 0 49 2 B1 
8515 28216.86291 33600 0 50 2 B2 
8516 28217.0336 34200 3 48 5 C1 
8517 28220.40383 32100 1 49 2 B1 
8518 28221.67885 34200 4 48 3 C1 
8519 28223.08711 32100 2 49 2 B1 
8520 28228.40377 32100 0 49 2 B1 
8521 28229.57639 31800 5 48 4 C1 
8522 28231.25578 32100 1 49 2 B1 
8523 28236.6271 32100 2 49 2 B1 
8524 28238.09296 32100 3 49 2 D1 
8525 28239.0271 35400 0 49 1 B1 
8526 28240.18995 34200 3 48 5 C1 
8527 28240.90091 35400 1 50 4 B2 
8528 28243.52958 33600 2 50 2 B2 
8529 28246.23423 33600 0 50 2 B2 
8530 28248.3499 31800 4 48 4 C1 
8531 28250.90966 31800 5 48 4 C1 
8532 28252.25153 31500 1 50 5 B2 
8533 28253.54844 31800 3 48 4 C1 
8534 28254.52412 33600 2 50 2 B2 
8535 28256.24303 31800 4 48 4 C1 
8536 28257.02087 31500 0 50 5 B2 
8537 28258.90978 31800 5 48 4 C1 
8538 28260.33591 34800 1 50 3 B2 
8539 28261.27049 32100 0 49 3 B1 
8540 28262.87013 30600 2 50 1 B2 
8541 28263.67143 32100 1 49 1 B1 
8542 28266.01726 32100 2 49 3 B1 
8543 28266.09961 31500 0 50 5 B2 
8544 28268.65881 32400 1 50 1 B2 
8545 28271.08716 32100 0 49 3 B1 
8546 28277.68308 31800 3 48 4 C1 
8547 28279.25578 32100 1 49 3 B1 
8548 28280.13047 32400 4 48 5 C1 
8549 28280.90091 31500 2 50 5 B2 
8550 28281.75378 32100 2 49 3 B1 
8551 28283.30738 34200 4 48 5 D1 
8552 28287.07043 32100 0 49 3 B1 
8553 28291.56758 31500 0 50 5 B2 
8554 28292.62711 32100 1 49 3 B1 
8555 28297.37646 37200 1 50 2 B2 
8556 28300.51884 31200 2 50 4 B2 
8557 28301.88646 32400 5 48 5 C1 
8558 28303.05628 32400 0 50 1 B2 
8559 28305.62655 40200 1 50 5 B2 
8560 28310.0109 32400 2 50 1 B2 
8561 28312.69425 31200 0 50 4 B2 
8562 28315.3609 41400 1 50 4 B2 
8563 28318.91824 36000 2 50 1 B2 
8564 28323.34419 35400 0 50 5 B2 
8565 28329.9225 36600 1 49 2 B1 
8566 28331.52958 31200 1 50 4 B2 
8567 28334.01116 31200 2 50 4 B2 
8568 28335.29378 39300 2 49 3 B1 
8569 28342.01091 35400 0 50 5 B2 
8570 28342.6271 34200 3 48 1 C1 
8571 28345.92244 40500 0 49 1 B1 
8572 28352.69424 34800 1 50 3 B2 
8573 28355.3609 34800 2 50 3 B2 
8574 28374.02757 34800 0 50 3 B2 
8575 28377.99227 34200 53 48 3 T 
8576 28383.08134 34200 53 48 3 T 
8577 28387.95708 34200 53 48 2 T 
8578 28393.05901 34200 53 48 2 T 
8579 28395.70769 31800 4 48 4 C1 
8580 28398.39227 34200 53 48 1 T 
8581 28400.90248 32100 2 49 3 B1 
8582 28403.65171 31500 1 50 5 B2 
8583 28406.13104 34200 53 48 1 T 
8584 28408.35708 34200 53 48 1 T 
8585 28413.45901 34200 53 48 1 T 
8586 28418.79227 34200 53 48 4 T 
8587 28423.88134 34200 53 48 4 T 
8588 28424.64394 32100 5 49 2 D1 
8589 28425.59044 34200 53 48 3 T 
8590 28425.73716 30600 0 50 1 B1 
8591 28428.75708 37200 53 50 2 T 
8592 28432.9815 31500 2 50 5 B2 
8593 28433.53606 34200 53 48 2 T 
8594 28435.44601 37200 53 50 2 T 
8595 28436.50985 34200 53 48 1 T 
8596 28439.19227 34200 53 48 5 T 
8597 28444.28134 34200 53 48 5 T 
8598 28455.67449 32400 0 50 1 B2 
8599 28473.56245 37200 53 50 2 T 
8600 28484.42049 29700 1 50 3 B1 
8601 28486.89579 34200 53 48 1 T 
8602 28492.2573 34200 53 48 5 T 
8603 28513.5362 34200 53 48 4 T 
8604 28545.92249 31200 2 50 4 B1 
8605 28553.33911 34200 53 48 1 T 
8606 28579.31856 35700 53 49 2 T 
8607 28595.31845 35400 53 50 4 T 
8608 28597.98524 35400 53 50 5 T 
8609 28600.65178 33600 53 50 2 T 
8610 28603.31873 34800 53 50 3 T 
8611 28606.68912 34200 53 48 2 T 
8612 28613.9853 31500 53 50 5 T 
8613 28631.93711 35100 0 49 3 B1 
8614 28634.62549 35100 1 49 3 B1 
8615 28636.49279 36600 5 49 1 C2 
8616 28639.04609 35700 53 49 1 T 
8617 28639.0871 35100 2 49 3 B1 
8618 28639.15953 38400 3 49 2 C2 
8619 28641.73711 35400 0 49 1 B1 
8620 28641.82012 35700 4 49 1 C2 
8621 28643.31506 34200 3 48 1 D1 
8622 28645.98187 32400 4 48 5 D1 
8623 28647.29382 35100 1 49 3 B1 
8624 28647.47071 32100 53 49 2 T 
8625 28650.90983 34200 5 48 4 C1 
8626 28651.20467 35100 5 49 3 D1 
8627 28652.35418 41100 5 49 2 C2 
8628 28652.80429 32100 53 49 1 T 
8629 28654.035 31800 3 48 4 D1 
8630 28655.01565 35700 3 49 1 C2 
8631 28656.53783 32400 4 48 5 D1 
8632 28657.9605 35400 0 49 1 B1 
8633 28658.13759 35400 53 49 1 T 
8634 28659.20459 34200 5 48 5 D1 
8635 28660.3442 32400 1 50 1 B2 
8636 28660.38322 35700 4 49 1 C2 
8637 28661.67887 34200 3 48 4 C1 
8638 28662.093 35700 3 49 2 D1 
8639 28662.90018 32400 2 50 1 B2 
8640 28663.02085 35100 5 49 2 C2 
8641 28664.64863 37800 4 49 2 D1 
8642 28665.21733 32400 0 50 1 B2 
8643 28665.71663 35100 3 49 2 C2 
8644 28666.90992 32400 4 48 5 C1 
8645 28667.3153 32100 5 49 1 D1 
8646 28667.70484 34200 53 48 5 T 
8647 28668.804 31800 53 48 4 T 
8648 28669.54844 32400 5 48 5 C1 
8649 28669.82115 32400 1 50 1 B2 
8650 28671.05007 35100 4 49 2 C2 
8651 28671.99207 32400 2 50 1 B2 
8652 28672.21506 32400 3 48 5 C1 
8653 28672.64873 35100 3 49 2 D1 
8654 28675.65565 38400 0 50 3 B2 
8655 28676.80393 34200 53 48 1 T 
8656 28677.57636 32400 4 48 5 C1 
8657 28680.21519 32400 5 48 5 C1 
8658 28680.8629 32400 1 50 1 B2 
8659 28681.50404 35400 2 50 4 A1 
8660 28683.01203 32400 3 48 5 C1 
8661 28683.52956 35400 2 50 4 B2 
8662 28684.44537 34800 0 50 3 A1 
8663 28685.54839 32400 4 48 5 C1 
8664 28686.02758 32400 0 50 1 B2 
8665 28688.24311 32400 5 48 5 C1 
8666 28688.86291 35400 1 50 4 B2 
8667 28690.88178 32400 3 48 5 C1 
8668 28693.29211 32100 2 49 2 B1 
8669 28694.09282 34200 4 48 2 D1 
8670 28694.19623 35400 2 50 4 B2 
8671 28694.7714 32100 53 49 3 T 
8672 28694.98757 35400 1 50 5 A1 
8673 28695.68082 32100 0 49 3 B1 
8674 28698.39013 32400 2 50 1 A1 
8675 28700.59774 32100 1 49 3 B1 
8676 28701.9089 32400 0 50 1 A1 
8677 28704.07049 32100 2 49 2 B1 
8678 28704.70184 32100 5 49 2 D1 
8679 28705.33557 33600 1 50 2 A1 
8680 28706.54627 32100 0 49 3 B1 
8681 28706.8819 34200 4 48 3 C1 
8682 28707.42631 34200 3 48 3 D1 
8683 28708.34424 33600 0 50 2 B2 
8684 28711.15337 38700 5 49 1 C2 
8685 28711.46182 40800 1 49 2 B1 
8686 28713.9932 32100 2 49 3 B1 
8687 28715.01647 34200 5 48 3 C1 
8688 28718.03508 34200 4 48 4 D1 
8689 28718.19624 36000 1 50 1 B2 
8690 28719.05001 35700 3 49 2 C2 
8691 28720.90091 33600 2 50 2 B2 
8692 28721.82002 35100 4 49 1 C2 
